--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Nori Aoki,35,116,.341,102,.315,.088,0.0%,8.6%,11.2%,87.7,28.7%,22.8%,58.7%,15.2%,1.46,17.4%,65.2%,17.4%,0.0,0.0%,0.6,37%,100%,30%,aokino01
Chasen Bradford,27,1,.000,-136,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,bradfch02
Jay Bruce,30,448,.360,124,.271,.264,6.5%,22.8%,8.7%,88.7,42.0%,24.8%,33.0%,35.3%,0.50,35.6%,49.7%,14.7%,1.8,0.9%,18.0,28%,0%,32%,bruceja01
Asdrubal Cabrera,31,540,.351,117,.310,.154,2.6%,15.4%,9.3%,87.3,36.5%,25.1%,44.3%,23.6%,0.81,35.1%,51.0%,13.9%,0.3,-0.1%,8.8,30%,60%,16%,cabreas01
Gavin Cecchini,23,82,.227,32,.263,.065,1.2%,23.2%,4.9%,79.9,19.2%,19.0%,44.8%,24.1%,0.81,31.0%,44.8%,24.1%,-0.5,0.0%,-7.3,15%,0%,100%,cecchga02
Yoenis Céspedes,31,321,.370,132,.316,.247,5.3%,19.0%,8.1%,90.8,49.5%,20.3%,34.9%,31.5%,0.54,28.9%,53.9%,17.2%,0.4,0.1%,11.1,30%,0%,50%,cespeyo01
Michael Conforto,24,440,.401,152,.328,.276,6.1%,25.7%,13.0%,89.5,46.7%,28.6%,38.5%,24.4%,0.63,25.2%,53.4%,21.4%,2.9,0.9%,38.7,32%,100%,46%,confomi01
Travis d'Arnaud,28,376,.322,96,.250,.198,4.3%,15.7%,6.1%,88.4,38.8%,23.6%,42.5%,24.3%,0.74,22.9%,55.1%,21.9%,-0.3,-0.1%,-1.7,24%,,41%,darnatr01
Jacob deGrom,29,77,.237,29,.292,.056,1.3%,28.6%,2.6%,84.8,22.7%,26.4%,45.3%,11.3%,0.96,28.3%,43.4%,28.3%,-0.6,-0.1%,-7.7,29%,100%,25%,degroja01
