--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Pete Alonso,27,685,.371,143,.279,.246,5.8%,18.7%,9.8%,89.8,44.8%,23.0%,36.4%,30.5%,0.57,31.6%,49.6%,18.8%,2.5,1.7%,36.5,27%,83%,42%,alonspe01
Francisco Álvarez,20,14,.335,117,.143,.333,7.1%,28.6%,14.3%,89.1,37.5%,12.5%,50.0%,37.5%,1.00,25.0%,62.5%,12.5%,-0.4,-0.9%,-1.6,67%,,50%,alvarfr01
Brett Baty,22,42,.261,63,.179,.158,4.8%,19.1%,4.8%,91.1,36.7%,16.7%,56.7%,26.7%,1.31,30.0%,50.0%,20.0%,-0.2,-0.1%,-1.9,25%,,50%,batybr01
Travis Blankenhorn,25,3,.000,-123,.000,.000,0.0%,33.3%,0.0%,86.3,0.0%,0.0%,50.0%,50.0%,1.00,0.0%,100.0%,0.0%,-0.1,0.0%,-0.6,,,,blanktr01
Mark Canha,33,542,.346,124,.309,.136,2.4%,17.9%,8.9%,87.7,36.8%,23.3%,46.1%,24.7%,0.85,31.7%,43.1%,25.2%,2.1,1.2%,26.3,31%,75%,40%,canhama01
Robinson Canó,39,43,.222,36,.241,.073,2.3%,25.6%,4.7%,84.1,40.0%,16.7%,56.7%,16.7%,1.42,33.3%,36.7%,30.0%,-0.4,-0.3%,-3.6,22%,,20%,canoro01
J.D. Davis,29,207,.307,98,.345,.122,1.9%,31.9%,9.7%,93.3,58.1%,26.5%,49.6%,20.5%,0.98,20.5%,61.5%,17.9%,-0.5,-0.4%,-2.7,34%,50%,32%,davisjd01
Eduardo Escobar,33,542,.310,101,.281,.190,3.7%,23.8%,7.4%,88.3,37.7%,26.9%,30.9%,32.8%,0.45,33.6%,52.4%,14.0%,-0.4,0.2%,-10.8,27%,0%,40%,escobed01
Terrance Gore,31,8,.235,-48,.250,.000,0.0%,37.5%,0.0%,70.8,0.0%,20.0%,20.0%,20.0%,0.33,0.0%,60.0%,40.0%,0.2,0.2%,-0.3,17%,100%,,gorete01
Luis Guillorme,27,335,.316,103,.317,.067,0.6%,13.7%,10.2%,84.9,24.9%,27.3%,54.5%,14.6%,1.28,20.9%,60.1%,19.0%,-1.1,-0.8%,-11.8,27%,100%,36%,guilllu01
Ender Inciarte,31,8,.100,-52,.125,.000,0.0%,0.0%,0.0%,74.0,12.5%,25.0%,75.0%,0.0%,3.00,37.5%,50.0%,12.5%,-0.1,-0.1%,-1.7,20%,,,inciaen01
Travis Jankowski,31,63,.248,46,.200,.000,0.0%,14.3%,12.7%,78.2,22.2%,11.1%,66.7%,6.7%,2.50,26.7%,57.8%,15.6%,-0.6,-0.4%,-4.1,36%,100%,50%,jankotr01
Khalil Lee,24,2,1.023,611,.000,1.500,50.0%,0.0%,0.0%,82.1,50.0%,0.0%,50.0%,50.0%,1.00,0.0%,100.0%,0.0%,0.0,0.0%,2.5,,,,leekh01
Francisco Lindor,28,706,.351,128,.301,.179,3.7%,18.8%,8.4%,89.2,41.4%,20.4%,43.3%,27.6%,0.76,31.9%,50.8%,17.3%,3.3,1.8%,33.5,34%,73%,48%,lindofr01
Deven Marrero,31,6,.041,-123,.000,.000,0.0%,50.0%,0.0%,70.2,0.0%,33.3%,66.7%,0.0%,2.00,33.3%,66.7%,0.0%,0.0,0.0%,-1.1,0%,100%,,marrede01
Starling Marte,33,505,.360,135,.340,.176,3.2%,19.2%,5.2%,86.6,33.9%,26.0%,49.6%,20.1%,0.99,29.0%,52.8%,18.2%,3.1,1.9%,22.7,38%,67%,43%,martest01
Patrick Mazeika,28,72,.219,32,.207,.103,1.4%,12.5%,2.8%,82.2,18.0%,19.7%,37.7%,26.2%,0.66,45.9%,42.6%,11.5%,-0.2,-0.1%,-4.6,21%,,17%,mazeipa01
James McCann,32,191,.256,58,.244,.086,1.6%,24.1%,5.8%,89.8,40.8%,26.2%,36.2%,30.8%,0.57,24.6%,56.9%,18.5%,-0.5,-0.5%,-5.2,35%,100%,36%,mccanja02
Jeff McNeil,30,589,.365,137,.353,.128,1.5%,10.4%,6.8%,86.7,30.2%,30.0%,40.7%,22.9%,0.69,29.4%,50.0%,20.6%,1.1,1.7%,19.5,30%,100%,39%,mcneije01
Tyler Naquin,31,130,.277,74,.266,.187,3.1%,30.8%,4.6%,89.5,43.4%,21.7%,43.4%,30.1%,0.78,27.7%,56.6%,15.7%,-1.0,-0.9%,-7.8,44%,100%,38%,naquity01
Tomás Nido,28,313,.269,69,.314,.085,1.0%,24.3%,4.5%,82.2,33.5%,24.8%,46.4%,19.4%,1.00,18.9%,58.1%,23.0%,-1.7,-1.4%,-18.7,35%,,10%,nidoto01
Brandon Nimmo,29,673,.361,136,.317,.159,2.4%,17.2%,10.6%,88.5,40.0%,21.7%,50.4%,20.6%,1.05,25.5%,54.5%,20.0%,2.0,1.9%,25.8,37%,60%,39%,nimmobr01
Michael Perez,29,16,.199,19,.250,.000,0.0%,37.5%,12.5%,79.8,12.5%,37.5%,37.5%,25.0%,0.60,62.5%,37.5%,0.0%,0.1,0.1%,1.1,50%,,50%,perezmi03
Nick Plummer,25,31,.247,54,.133,.241,6.5%,38.7%,3.2%,89.1,41.2%,23.5%,47.1%,29.4%,0.89,23.5%,76.5%,0.0%,0.3,0.3%,-1.0,33%,,100%,plummni01
Darin Ruf,35,74,.203,23,.208,.045,0.0%,27.0%,6.8%,87.9,33.3%,18.8%,45.8%,29.2%,0.85,27.1%,45.8%,27.1%,-0.4,-0.2%,-5.7,35%,,38%,rufda01
Dominic Smith,27,152,.261,64,.263,.090,0.0%,24.3%,7.9%,89.6,46.5%,20.2%,47.5%,28.3%,0.90,28.3%,58.6%,13.1%,0.5,0.4%,-3.9,26%,,55%,smithdo02
Mark Vientos,22,41,.253,58,.217,.111,2.4%,29.3%,12.2%,93.3,45.8%,8.3%,50.0%,37.5%,1.00,20.8%,45.8%,33.3%,-0.3,-0.4%,-3.8,18%,,0%,vientma01
Daniel Vogelbach,29,183,.369,142,.333,.181,3.3%,25.7%,18.0%,87.6,32.4%,33.3%,34.3%,24.5%,0.52,31.4%,53.9%,14.7%,-0.2,0.5%,5.6,18%,,21%,vogelda01
League Average,,,.318,100,.291,.155,2.9%,22.7%,8.5%,87.9,38.3%,23.4%,43.1%,25.8%,0.77,29.9%,51.8%,18.3%,,,,30%,75%,41%,-9999
Team Total,,6176,.331,113,.302,.153,2.8%,19.7%,8.3%,87.7,37.2%,24.2%,43.9%,24.6%,0.80,28.8%,52.3%,18.9%,7.2,5.1%,82.7,31%,74%,38%,-9999
