--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
James Paxton,27,4,.173,-9,,.000,0.0%,75.0%,25.0%,,,,,,,,,,0.0,0.0%,-0.8,0%,,,paxtoja01
Joel Peralta,40,1,.000,-135,.000,.000,0.0%,0.0%,0.0%,88.6,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.1,,,,peraljo01
Daniel Robertson,30,21,.250,64,.313,.053,0.0%,14.3%,4.8%,87.9,35.7%,17.6%,47.1%,29.4%,1.00,5.9%,64.7%,29.4%,-0.3,-0.2%,-2.5,14%,0%,0%,roberda09
Stefen Romero,27,19,.289,76,.286,.059,0.0%,21.1%,5.3%,94.6,58.3%,28.6%,21.4%,42.9%,0.27,14.3%,64.3%,21.4%,0.2,0.1%,-0.4,20%,,33%,romerst01
Luis Sardinas,23,77,.213,20,.244,.083,2.6%,32.5%,1.3%,88.1,34.1%,14.0%,58.0%,14.0%,1.71,30.0%,52.0%,18.0%,-0.5,-0.4%,-8.8,53%,50%,46%,sardilu01
Kyle Seager,28,676,.367,134,.295,.221,4.4%,16.0%,10.2%,90.7,45.0%,28.3%,36.3%,26.7%,0.58,35.4%,43.4%,21.2%,1.5,1.0%,26.7,28%,75%,43%,seageky01
Seth Smith,33,438,.332,107,.282,.167,3.7%,20.3%,11.0%,89.8,43.8%,25.9%,49.5%,19.1%,0.99,38.2%,50.2%,11.6%,0.3,-0.1%,14.8,34%,,34%,smithse01
Jesús Sucre,28,29,.522,246,.579,.200,3.5%,17.2%,6.9%,89.1,44.4%,40.0%,50.0%,10.0%,1.00,15.0%,65.0%,20.0%,0.5,0.2%,6.4,20%,,25%,sucreje01
Chris Taylor,25,3,.297,82,1.000,.000,0.0%,66.7%,0.0%,68.9,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,-0.1,-0.1%,-0.7,0%,,100%,tayloch03
Daniel Vogelbach,23,13,.122,-46,.167,.000,0.0%,46.2%,7.7%,79.9,16.7%,16.7%,66.7%,16.7%,2.00,66.7%,33.3%,0.0%,-0.1,-0.1%,-1.3,0%,,,vogelda01
Mike Zunino,25,192,.346,118,.250,.262,6.3%,33.9%,10.9%,91.0,45.6%,25.0%,30.0%,32.0%,0.43,33.0%,49.0%,18.0%,0.8,0.4%,7.9,8%,,7%,zuninmi01
League Average,,,.326,99,.298,.165,3.2%,20.7%,8.0%,89.0,39.5%,24.9%,43.9%,22.3%,0.80,30.2%,50.3%,19.4%,,,,30%,72%,40%,-9999
Team Total,,6227,.330,106,.297,.171,3.6%,20.7%,8.1%,89.6,41.6%,25.0%,46.0%,20.0%,0.89,31.7%,49.0%,19.2%,2.1,0.6%,47.7,30%,67%,38%,-9999
