--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Nori Aoki,34,467,.331,112,.309,.106,0.9%,9.6%,7.3%,87.2,30.4%,21.4%,59.5%,11.6%,1.58,27.1%,51.2%,21.8%,-0.8,-0.4%,-2.3,37%,44%,45%,aokino01
Robinson Canó,33,715,.372,138,.299,.235,5.5%,14.0%,6.6%,90.8,47.4%,25.7%,46.3%,21.1%,0.86,34.3%,47.3%,18.4%,3.0,2.0%,28.5,32%,0%,38%,canoro01
Steve Clevenger,30,76,.277,67,.264,.088,1.3%,18.4%,10.5%,88.8,36.0%,27.8%,51.9%,20.4%,1.08,27.8%,50.0%,22.2%,0.0,0.1%,-1.9,27%,,17%,clevest01
Nelson Cruz,35,667,.392,152,.320,.268,6.5%,23.8%,9.3%,95.7,59.0%,24.5%,44.6%,23.6%,0.81,25.6%,54.8%,19.6%,1.8,1.3%,30.5,27%,100%,37%,cruzne02
Edwin Díaz,22,1,.000,-135,.000,.000,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.6,,,,diazed04
Mike Freeman,28,13,.362,130,.455,.077,0.0%,15.4%,0.0%,76.9,11.1%,27.3%,54.5%,9.1%,1.20,27.3%,45.5%,27.3%,0.0,0.0%,-1.2,11%,,100%,freemmi01
Ben Gamel,24,47,.295,80,.292,.125,2.1%,31.9%,10.6%,90.0,50.0%,37.0%,29.6%,18.5%,0.47,40.7%,40.7%,18.5%,0.8,0.9%,2.8,41%,,60%,gamelbe01
Franklin Gutierrez,33,283,.342,114,.309,.206,5.0%,30.0%,10.3%,93.0,54.5%,19.3%,51.2%,23.5%,1.05,28.2%,57.1%,14.7%,0.0,-0.1%,7.1,24%,100%,50%,gutiefr01
Guillermo Heredia,25,107,.306,91,.289,.065,0.9%,14.0%,11.2%,82.7,18.8%,21.8%,44.9%,16.7%,0.92,28.2%,42.3%,29.5%,-0.2,-0.4%,0.6,28%,50%,55%,heredgu01
Félix Hernández,30,8,.000,-214,.000,.000,0.0%,37.5%,0.0%,,,0.0%,60.0%,0.0%,,0.0%,100.0%,0.0%,-0.2,-0.1%,-2.2,,,,hernafe02
Chris Iannetta,33,338,.287,75,.266,.119,2.1%,24.6%,11.2%,90.1,45.7%,26.0%,41.4%,21.4%,0.71,28.3%,47.2%,24.5%,-1.3,-0.8%,-7.6,17%,,11%,iannech01
Hisashi Iwakuma,35,3,.000,-253,.000,.000,0.0%,33.3%,0.0%,40.7,0.0%,0.0%,50.0%,0.0%,,0.0%,50.0%,50.0%,-0.1,-0.1%,-1.3,,,,iwakuhi01
Nate Karns,28,1,.000,-135,.000,.000,0.0%,0.0%,0.0%,71.0,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.2,,,,karnsna01
Dae-ho Lee,34,317,.328,105,.294,.175,4.4%,23.3%,6.3%,87.7,38.8%,26.6%,52.8%,17.4%,1.12,23.1%,53.7%,23.1%,-0.4,-0.5%,3.7,22%,,15%,leeda02
Adam Lind,32,430,.302,87,.259,.192,4.7%,20.7%,6.1%,92.3,48.6%,28.0%,43.9%,20.1%,0.78,35.8%,45.0%,19.2%,-0.7,-0.9%,-7.6,27%,0%,39%,lindad01
Ketel Marte,22,466,.273,64,.313,.064,0.2%,18.0%,3.9%,84.2,22.8%,24.3%,49.2%,14.1%,1.08,31.6%,50.6%,17.9%,-2.0,-1.5%,-23.1,41%,69%,52%,marteke01
Leonys Martín,28,576,.302,82,.313,.131,2.6%,25.9%,7.6%,87.3,36.2%,23.9%,41.3%,20.0%,0.77,41.6%,42.1%,16.3%,1.0,0.8%,-11.5,36%,80%,39%,martile01
Wade Miley,29,7,.127,-42,.167,.000,0.0%,14.3%,0.0%,88.8,33.3%,0.0%,100.0%,0.0%,,0.0%,66.7%,33.3%,-0.1,-0.1%,-0.7,100%,,0%,mileywa01
Shawn O'Malley,28,232,.280,68,.309,.090,0.9%,25.4%,7.8%,83.4,19.0%,22.4%,46.1%,15.1%,1.08,25.0%,55.4%,19.6%,-0.9,-0.6%,-6.5,29%,75%,36%,omallsh01
