--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Austin Adams,28,1,.000,-125,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.5,,,,adamsau02
Tim Beckham,29,328,.318,101,.305,.224,4.6%,31.1%,6.4%,87.6,36.9%,20.3%,46.5%,27.2%,0.87,28.1%,54.3%,17.6%,0.0,-0.1%,6.1,29%,25%,36%,beckhti01
Braden Bishop,25,60,.138,-31,.171,.000,0.0%,35.0%,5.0%,83.1,16.1%,13.9%,47.2%,19.4%,0.94,25.0%,55.6%,19.4%,-0.6,-0.1%,-7.8,25%,,60%,bishobr01
Keon Broxton,29,63,.205,36,.211,.115,3.2%,52.4%,12.7%,88.6,36.8%,9.5%,52.4%,19.0%,1.38,28.6%,52.4%,19.0%,-0.7,0.0%,-7.4,17%,33%,75%,broxtke01
Jay Bruce,32,184,.329,106,.210,.321,7.6%,28.8%,8.7%,90.9,49.5%,21.1%,23.7%,38.6%,0.31,33.3%,49.5%,17.1%,-0.4,-0.3%,-0.4,34%,100%,40%,bruceja01
Matt Carasiti,27,1,.000,-125,.000,.000,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.5,,,,carasma01
Ryan Court,31,25,.259,57,.333,.167,4.0%,44.0%,4.0%,81.1,33.3%,30.8%,46.2%,7.7%,0.86,7.7%,46.2%,46.2%,-0.3,0.0%,-0.9,0%,,100%,courtry01
J.P. Crawford,24,396,.304,89,.275,.145,1.8%,21.0%,10.9%,84.9,26.8%,25.4%,43.7%,20.9%,0.80,34.3%,48.1%,17.5%,0.0,-0.1%,5.3,31%,63%,37%,crawfjp01
Justin Dunn,23,1,.000,-125,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,dunnju01
Edwin Encarnación,36,289,.381,144,.220,.290,7.3%,19.0%,14.2%,90.8,44.5%,24.3%,31.7%,29.1%,0.47,36.0%,50.0%,14.0%,1.7,0.7%,21.6,33%,0%,38%,encared01
Jake Fraley,24,41,.163,-10,.231,.050,0.0%,34.2%,0.0%,83.9,18.2%,11.5%,30.8%,30.8%,0.44,34.6%,46.2%,19.2%,-0.8,0.0%,-7.2,43%,,50%,fraleja01
David Freitas,30,4,.174,-3,.000,.000,0.0%,0.0%,25.0%,99.9,100.0%,0.0%,33.3%,66.7%,0.50,0.0%,66.7%,33.3%,0.0,0.0%,-0.1,100%,,0%,freitda01
Marco Gonzales,27,6,.420,184,1.000,.200,0.0%,66.7%,0.0%,93.2,0.0%,50.0%,0.0%,0.0%,0.00,50.0%,50.0%,0.0%,0.1,0.0%,0.7,100%,,100%,gonzama02
Mitch Haniger,28,283,.338,110,.257,.244,5.3%,28.6%,10.6%,89.1,45.1%,22.2%,36.5%,31.1%,0.58,37.2%,49.4%,13.4%,0.7,0.6%,-3.1,41%,100%,47%,hanigmi01
Ryon Healy,27,187,.311,93,.262,.219,3.7%,21.4%,7.0%,90.1,41.2%,26.3%,39.1%,25.6%,0.64,30.5%,48.9%,20.6%,-0.8,-0.5%,-2.2,36%,,15%,healyry01
Félix Hernández,33,3,.000,-125,.000,.000,0.0%,66.7%,0.0%,95.9,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.3,,,,hernafe02
Yusei Kikuchi,28,2,.888,898,,.000,0.0%,50.0%,0.0%,37.0,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.6,,,0%,kikucyu01
Mike Leake,31,2,.348,120,.000,.000,0.0%,0.0%,50.0%,90.8,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,0.1,0%,,,leakemi01
Wade LeBlanc,34,2,.696,628,,,0.0%,0.0%,50.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.2,0%,,,leblawa01
Kyle Lewis,23,75,.356,125,.351,.324,8.0%,38.7%,4.0%,90.4,46.5%,27.9%,51.2%,18.6%,1.05,18.6%,55.8%,25.6%,0.4,0.0%,2.5,25%,,20%,lewisky01
Shed Long Jr.,23,168,.333,113,.327,.191,3.0%,23.8%,9.5%,87.9,39.2%,20.5%,47.3%,24.1%,0.91,32.1%,48.2%,19.6%,-1.2,-0.2%,-4.1,31%,50%,63%,longsh01
Tim Lopes,25,128,.335,111,.354,.090,0.8%,22.7%,11.7%,85.0,26.7%,33.7%,45.8%,16.9%,0.84,20.5%,55.4%,24.1%,0.0,0.0%,1.2,22%,67%,27%,lopesti01
