--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Mike Freeman,29,34,.150,-28,.050,.100,2.9%,26.5%,11.8%,84.8,27.8%,0.0%,47.6%,42.9%,0.91,19.0%,47.6%,33.3%,-0.5,-0.3%,-4.5,33%,,0%,freemmi01
Yovani Gallardo,31,2,.446,189,.500,.000,0.0%,0.0%,0.0%,96.4,50.0%,50.0%,50.0%,0.0%,1.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,0%,,,gallayo01
Ben Gamel,25,550,.327,103,.340,.138,2.0%,22.2%,6.6%,86.6,32.1%,27.4%,46.0%,20.2%,0.86,27.4%,50.4%,22.3%,0.6,0.1%,9.2,34%,80%,51%,gamelbe01
Sam Gaviglio,27,5,.178,-4,.333,.000,0.0%,40.0%,0.0%,91.9,66.7%,33.3%,66.7%,0.0%,2.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.9,100%,,,gavigsa01
Marco Gonzales,25,2,.000,-364,,.000,0.0%,50.0%,0.0%,,,0.0%,0.0%,0.0%,,100.0%,0.0%,0.0%,-0.1,0.0%,-0.6,,,,gonzama02
Tuffy Gosewisch,33,31,.116,-59,.143,.000,0.0%,45.2%,3.2%,81.9,15.4%,6.3%,50.0%,18.8%,1.33,31.3%,62.5%,6.3%,-0.4,-0.2%,-7.0,33%,,0%,gosewtu01
Mitch Haniger,26,410,.363,131,.338,.209,3.9%,22.7%,7.6%,88.1,37.8%,26.7%,43.0%,24.2%,0.76,29.6%,52.0%,18.4%,0.0,-0.2%,8.5,33%,56%,41%,hanigmi01
Jacob Hannemann,26,20,.153,-4,.133,.150,5.0%,20.0%,0.0%,85.5,35.7%,12.5%,56.3%,25.0%,1.29,50.0%,25.0%,25.0%,-0.3,0.0%,-3.9,50%,0%,33%,hanneja01
Guillermo Heredia,26,426,.296,85,.284,.088,1.4%,15.0%,6.3%,84.1,25.3%,23.5%,45.1%,19.4%,0.88,22.2%,56.5%,21.3%,-0.7,-0.1%,-16.3,28%,17%,44%,heredgu01
Casey Lawrence,29,1,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,lawreca01
Jean Machi,35,1,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,machije01
Mike Marjama,27,9,.453,194,.286,.444,11.1%,11.1%,0.0%,86.9,42.9%,25.0%,37.5%,37.5%,0.60,12.5%,50.0%,37.5%,0.0,0.0%,0.4,0%,,,marjami01
Leonys Martín,29,122,.221,30,.205,.113,2.5%,23.8%,4.1%,85.3,34.7%,18.6%,43.0%,22.1%,0.84,32.6%,47.7%,19.8%,-0.8,-0.5%,-12.8,38%,60%,50%,martile01
Aríel Miranda,28,6,.000,-132,.000,.000,0.0%,50.0%,0.0%,84.4,0.0%,33.3%,33.3%,0.0%,1.00,0.0%,66.7%,33.3%,-0.2,-0.1%,-2.2,100%,,0%,miranar01
Taylor Motter,27,280,.269,56,.232,.128,2.5%,22.1%,7.5%,87.4,35.2%,26.4%,41.1%,24.4%,0.70,36.5%,48.7%,14.7%,-2.2,-0.8%,-18.7,31%,92%,32%,motteta01
Emilio Pagán,26,2,.000,-132,.000,.000,0.0%,50.0%,0.0%,71.8,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.3,,,,paganem01
Boog Powell,24,43,.267,59,.259,.000,0.0%,20.9%,14.0%,87.1,30.4%,14.3%,60.7%,10.7%,1.89,28.6%,53.6%,17.9%,-0.3,-0.1%,-2.8,35%,,38%,powelbo02
Erasmo Ramirez,27,3,.595,295,1.000,.000,0.0%,33.3%,0.0%,90.2,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.1,0.0%,0.5,0%,,,ramirer02
Carlos Ruiz,38,145,.303,84,.282,.136,2.1%,26.2%,9.7%,88.2,40.7%,30.3%,43.8%,20.2%,0.80,33.7%,55.1%,11.2%,-0.3,-0.2%,-0.9,26%,100%,27%,ruizca01
Kyle Seager,29,650,.326,103,.262,.201,4.2%,16.9%,8.9%,88.3,35.9%,21.9%,31.6%,35.7%,0.47,30.0%,53.7%,16.3%,1.0,0.3%,4.8,25%,67%,40%,seageky01
Jean Segura,27,566,.342,113,.339,.128,1.9%,14.7%,6.0%,87.9,38.0%,25.1%,54.3%,17.0%,1.20,19.2%,58.8%,21.9%,0.0,-0.1%,-6.0,37%,73%,48%,segurje01
Tyler Smith,25,19,.233,36,.333,.063,0.0%,42.1%,5.3%,83.0,0.0%,44.4%,44.4%,11.1%,0.80,33.3%,66.7%,0.0%,-0.1,0.0%,-1.1,33%,,0%,smithty01
Danny Valencia,32,500,.324,101,.312,.156,3.0%,24.4%,8.0%,88.9,41.5%,25.3%,48.5%,18.8%,0.94,25.9%,54.5%,19.6%,-1.0,-0.6%,-2.7,27%,50%,30%,valenda01
Daniel Vogelbach,24,31,.248,46,.316,.036,0.0%,29.0%,9.7%,89.4,31.3%,42.1%,31.6%,21.1%,0.46,36.8%,47.4%,15.8%,-0.4,-0.1%,-1.2,0%,,0%,vogelda01
Mike Zunino,26,435,.357,124,.355,.258,5.8%,36.8%,9.0%,90.8,50.0%,25.4%,32.9%,28.5%,0.49,37.3%,50.4%,12.3%,0.9,0.0%,5.7,23%,100%,15%,zuninmi01
League Average,,,.330,100,.297,.173,3.4%,21.5%,8.5%,87.9,38.1%,25.2%,43.4%,22.8%,0.78,29.1%,52.7%,18.2%,,,,31%,73%,39%,-9999
Team Total,,6166,.328,103,.300,.165,3.2%,20.6%,7.9%,88.2,38.4%,24.9%,44.0%,22.7%,0.80,28.4%,54.1%,17.6%,1.2,-0.3%,9.5,30%,72%,37%,-9999
