--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Andrew Albers,31,3,.799,1127,1.000,.000,0.0%,0.0%,0.0%,90.8,0.0%,0.0%,33.3%,0.0%,,0.0%,66.7%,33.3%,0.1,0.0%,0.6,0%,,,alberan01
Yonder Alonso,30,150,.346,115,.302,.174,4.0%,20.0%,12.0%,89.6,46.5%,26.5%,38.2%,29.4%,0.62,42.2%,46.1%,11.8%,0.8,0.3%,3.8,30%,100%,26%,alonsyo01
Gordon Beckham,30,18,.195,-1,.200,.000,0.0%,11.1%,5.6%,79.0,15.4%,20.0%,53.3%,20.0%,1.14,40.0%,53.3%,6.7%,-0.3,0.0%,-4.0,33%,100%,50%,beckhgo01
Christian Bergman,29,1,.000,-132,.000,.000,0.0%,0.0%,0.0%,88.7,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.1,,,,bergmch01
Robinson Canó,34,648,.341,113,.294,.172,3.6%,13.1%,7.6%,90.9,47.8%,26.7%,50.2%,18.8%,1.01,31.8%,53.7%,14.5%,1.8,0.8%,21.7,29%,100%,30%,canoro01
Nelson Cruz,36,645,.388,148,.315,.261,6.1%,21.7%,10.9%,94.0,52.8%,25.1%,41.1%,27.9%,0.70,24.6%,59.1%,16.3%,3.4,1.5%,47.5,26%,50%,25%,cruzne02
Edwin Díaz,23,1,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,diazed04
Jarrod Dyson,32,390,.306,82,.285,.098,1.3%,14.1%,7.2%,81.3,21.5%,24.2%,44.4%,13.5%,0.91,28.6%,55.9%,15.5%,-0.2,-0.1%,-6.2,42%,80%,59%,dysonja01
Danny Espinosa,30,17,.252,39,.333,.125,0.0%,41.2%,5.9%,91.2,33.3%,22.2%,22.2%,33.3%,0.29,22.2%,77.8%,0.0%,0.1,0.0%,-0.3,40%,100%,100%,espinda01
