--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Jarred Kelenic,22,181,.242,53,.167,.172,3.9%,33.7%,8.8%,86.0,35.0%,16.5%,36.9%,31.1%,0.58,27.2%,57.3%,15.5%,-1.1,-0.7%,-11.6,39%,71%,30%,kelenja01
Andrew Knapp,30,4,.000,-122,.000,.000,0.0%,75.0%,0.0%,87.1,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,100.0%,0.0%,-0.2,-0.1%,-1.4,,,,knappan01
Jake Lamb,31,34,.259,66,.267,.133,2.9%,41.2%,8.8%,90.4,37.5%,0.0%,25.0%,62.5%,0.33,12.5%,62.5%,25.0%,-0.4,-0.2%,-2.4,22%,,40%,lambja01
Jack Larsen,27,1,.000,-122,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,larseja01
Kyle Lewis,26,62,.254,63,.147,.161,4.8%,30.7%,8.1%,89.9,33.3%,18.9%,45.9%,21.6%,0.85,21.6%,64.9%,13.5%,-0.4,-0.3%,-3.6,27%,,0%,lewisky01
Dylan Moore,29,255,.342,124,.320,.161,2.4%,29.4%,13.3%,86.4,36.4%,22.0%,31.8%,32.6%,0.48,29.5%,55.3%,15.2%,1.0,0.3%,0.2,36%,72%,60%,mooredy01
Tom Murphy,31,42,.397,168,.474,.152,2.4%,31.0%,19.1%,94.3,60.0%,35.0%,35.0%,30.0%,0.54,35.0%,40.0%,25.0%,-0.1,0.0%,2.7,47%,,33%,murphto04
Brian O'Keefe,28,4,.397,166,1.000,.000,0.0%,50.0%,25.0%,87.6,0.0%,100.0%,0.0%,0.0%,0.00,100.0%,0.0%,0.0%,0.0,0.0%,0.2,0%,,,okeefbr01
Kevin Padlo,25,11,.259,66,.400,.100,0.0%,45.5%,9.1%,97.6,60.0%,0.0%,60.0%,40.0%,1.50,0.0%,60.0%,40.0%,0.0,0.0%,0.2,0%,,,padloke01
Cal Raleigh,25,415,.338,123,.226,.278,6.5%,29.4%,9.2%,90.9,43.5%,20.2%,29.2%,41.5%,0.41,37.9%,45.8%,16.2%,0.3,-0.3%,5.4,21%,100%,36%,raleica01
Julio Rodríguez,21,560,.380,151,.345,.225,5.0%,25.9%,7.1%,92.0,51.2%,22.3%,46.3%,24.0%,0.86,27.5%,56.7%,15.8%,3.9,1.6%,32.6,34%,78%,50%,rodriju01
Carlos Santana,36,294,.302,98,.187,.208,5.1%,20.4%,11.9%,90.9,47.2%,21.8%,37.6%,29.4%,0.61,38.1%,47.7%,14.2%,0.7,0.3%,4.2,28%,,43%,santaca01
Steven Souza Jr.,33,19,.142,-19,.273,.000,0.0%,42.1%,0.0%,83.3,18.2%,18.2%,36.4%,18.2%,0.57,36.4%,45.5%,18.2%,-0.6,-0.3%,-5.0,0%,,,souzast01
Eugenio Suárez,30,629,.346,130,.302,.223,4.9%,31.2%,11.6%,89.8,43.6%,20.7%,34.1%,39.2%,0.52,31.3%,49.4%,19.3%,2.5,1.1%,17.7,25%,,26%,suareeu01
Abraham Toro,25,352,.250,59,.198,.139,2.8%,18.5%,6.3%,87.0,29.7%,18.3%,38.8%,35.0%,0.63,33.8%,53.6%,12.5%,-0.9,-0.5%,-15.9,33%,100%,33%,toroab01
Luis Torrens,26,166,.268,73,.310,.073,1.8%,30.1%,7.2%,90.3,47.1%,30.1%,46.6%,17.5%,0.87,18.4%,61.2%,20.4%,-0.7,-0.5%,-4.9,23%,,42%,torrelu01
Taylor Trammell,24,117,.299,95,.242,.206,3.4%,28.2%,11.1%,86.8,28.2%,16.9%,36.6%,33.8%,0.60,33.8%,50.7%,15.5%,-0.8,-0.2%,-3.5,34%,67%,50%,trammta01
Justin Upton,34,57,.248,58,.208,.083,1.8%,40.4%,10.5%,88.5,33.3%,20.0%,32.0%,32.0%,0.47,40.0%,48.0%,12.0%,0.1,0.1%,-4.4,7%,,0%,uptonju01
Marcus Wilson,25,6,.248,58,1.000,.000,0.0%,66.7%,16.7%,95.1,100.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,0.1,33%,,100%,wilsoma02
Jesse Winker,28,547,.318,109,.251,.125,2.6%,18.8%,15.4%,87.5,34.4%,22.2%,38.8%,28.9%,0.64,31.5%,51.1%,17.4%,-0.4,-0.5%,3.8,21%,,30%,winkeje01
League Average,,,.312,99,.289,.148,2.8%,22.2%,8.0%,88.2,38.6%,23.9%,42.5%,25.5%,0.75,29.1%,52.3%,18.7%,,,,30%,75%,41%,-9999
Team Total,,6117,.317,107,.272,.160,3.2%,22.8%,9.7%,87.9,36.9%,23.2%,40.2%,27.7%,0.68,30.2%,52.4%,17.5%,1.2,-0.6%,16.8,28%,75%,38%,-9999
