--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Ronald Acuna Jr.,20,487,.398,147,.352,.259,5.3%,25.3%,9.2%,91.2,49.3%,22.7%,42.8%,27.8%,0.76,30.0%,56.2%,13.7%,2.0,1.7%,26.7,34%,76%,54%,acunaro01
Lane Adams,28,29,.406,148,.267,.280,6.9%,27.6%,13.8%,82.8,33.3%,11.8%,58.8%,23.5%,1.67,29.4%,58.8%,11.8%,-0.3,-0.3%,0.8,53%,100%,50%,adamsla01
Ozzie Albies,21,684,.337,102,.285,.191,3.5%,17.0%,5.3%,87.2,32.4%,23.9%,38.3%,27.3%,0.63,36.6%,46.3%,17.1%,0.3,0.2%,13.9,44%,82%,57%,albieoz01
Kolby Allard,20,3,1.803,3328,1.000,.000,0.0%,0.0%,0.0%,82.1,0.0%,33.3%,0.0%,0.0%,0.00,33.3%,66.7%,0.0%,0.1,0.1%,0.8,100%,,0%,allarko01
Jose Bautista,37,40,.265,52,.143,.200,5.0%,30.0%,12.5%,91.8,35.0%,13.0%,30.4%,39.1%,0.44,34.8%,52.2%,13.0%,0.0,0.0%,-1.8,13%,,0%,bautijo02
Jesse Biddle,26,2,.627,316,.500,.500,0.0%,0.0%,0.0%,85.6,0.0%,50.0%,50.0%,0.0%,1.00,50.0%,0.0%,50.0%,0.0,0.0%,1.0,0%,,,biddlje01
Peter Bourjos,31,47,.279,61,.286,.159,2.1%,31.9%,4.3%,88.1,38.5%,20.0%,43.3%,23.3%,0.93,20.0%,56.7%,23.3%,-0.1,-0.1%,-0.9,29%,,50%,bourjpe01
Johan Camargo,24,524,.357,119,.315,.185,3.6%,20.6%,9.7%,88.6,36.6%,23.4%,44.8%,23.7%,0.81,33.1%,46.0%,20.9%,2.1,1.7%,19.8,27%,50%,34%,camarjo01
Shane Carle,26,5,.000,-203,,.000,0.0%,80.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,-0.1%,-1.4,,,,carlesh01
Charlie Culberson,29,322,.352,116,.340,.196,3.7%,26.4%,6.5%,85.1,33.5%,23.6%,49.5%,17.5%,1.03,24.1%,53.3%,22.6%,1.7,1.6%,15.0,36%,67%,48%,culbech01
Lucas Duda,32,22,.374,131,.300,.278,4.6%,31.8%,18.2%,91.3,57.1%,36.4%,27.3%,18.2%,0.38,45.5%,27.3%,27.3%,0.1,-0.1%,-0.9,0%,,0%,dudalu01
Adam Duvall,29,57,.182,-10,.194,.019,0.0%,29.8%,5.3%,90.5,33.3%,25.0%,19.4%,41.7%,0.24,30.6%,52.8%,16.7%,-1.3,-1.2%,-10.5,62%,,60%,duvalad01
Ryan Flaherty,31,182,.257,44,.277,.075,1.1%,22.5%,9.9%,86.4,28.0%,23.8%,59.8%,12.3%,1.59,32.8%,47.5%,19.7%,-1.3,-1.1%,-9.9,28%,67%,36%,flahery01
Tyler Flowers,32,296,.320,91,.292,.131,2.7%,25.7%,11.8%,90.5,47.6%,25.0%,42.6%,27.3%,0.74,33.0%,51.1%,15.9%,0.2,0.0%,1.0,28%,,25%,flowety01
Mike Foltynewicz,26,66,.051,-134,.176,.017,0.0%,62.1%,0.0%,67.0,6.7%,8.0%,36.0%,12.0%,1.80,8.0%,64.0%,28.0%,-1.0,-0.8%,-11.7,100%,,25%,foltymi01
Freddie Freeman,28,707,.392,144,.358,.196,3.3%,18.7%,10.8%,89.4,41.5%,35.2%,36.8%,24.2%,0.58,32.3%,51.2%,16.5%,3.7,3.2%,39.7,28%,77%,47%,freemfr01
Sam Freeman,31,1,.000,-142,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,freemsa01
Max Fried,24,8,.113,-60,.200,.000,0.0%,37.5%,0.0%,81.4,20.0%,20.0%,80.0%,0.0%,4.00,40.0%,40.0%,20.0%,-0.1,-0.1%,-1.8,100%,,0%,friedma01
Kevin Gausman,27,23,.160,-26,.100,.000,0.0%,39.1%,17.4%,75.5,0.0%,10.0%,90.0%,0.0%,9.00,0.0%,70.0%,30.0%,-0.2,-0.2%,-2.4,0%,,100%,gausmke01
Luiz Gohara,21,2,.000,-142,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,-0.1%,-1.0,,,,goharlu01
Ender Inciarte,27,660,.315,88,.293,.116,1.5%,13.0%,7.4%,84.5,20.1%,26.0%,44.3%,21.8%,0.84,32.0%,51.8%,16.2%,0.2,0.2%,-3.1,36%,67%,66%,inciaen01
Luke Jackson,26,3,.346,116,.000,.000,0.0%,0.0%,33.3%,88.4,0.0%,0.0%,50.0%,0.0%,,0.0%,50.0%,50.0%,0.0,0.0%,-0.8,100%,,0%,jackslu01
Nick Markakis,34,705,.352,115,.318,.143,2.0%,11.4%,10.2%,91.1,44.4%,31.3%,44.0%,19.6%,0.79,27.7%,52.4%,19.9%,0.9,1.1%,23.0,26%,50%,26%,markani01
Brandon McCarthy,34,31,.149,-43,.300,.069,0.0%,61.3%,0.0%,82.9,40.0%,25.0%,33.3%,16.7%,0.80,8.3%,58.3%,33.3%,-0.5,-0.4%,-5.3,33%,,0%,mccarbr01
Sean Newcomb,25,53,.062,-127,.154,.022,0.0%,60.4%,1.9%,81.9,27.3%,0.0%,50.0%,10.0%,5.00,20.0%,50.0%,30.0%,-0.8,-0.7%,-10.3,100%,,0%,newcose01
Wes Parsons,25,1,.000,-142,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,parsowe01
Carlos Perez,27,22,.154,-30,.200,.000,0.0%,27.3%,4.6%,90.6,30.8%,40.0%,33.3%,20.0%,0.50,6.7%,46.7%,46.7%,-0.6,-0.4%,-4.8,0%,,,perezca02
Dustin Peterson,23,2,.000,-142,.000,.000,0.0%,50.0%,0.0%,88.1,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,100.0%,0.0%,-0.1,0.0%,-0.3,,,,peterdu01
