--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Lane Adams,27,122,.370,110,.368,.193,4.1%,30.3%,8.2%,85.9,42.6%,25.7%,43.2%,24.3%,0.78,48.6%,37.8%,13.5%,0.0,0.1%,4.5,31%,100%,43%,adamsla01
Matt Adams,28,314,.351,111,.294,.271,6.1%,22.6%,6.1%,88.8,40.7%,23.8%,39.9%,28.7%,0.66,36.7%,50.7%,12.7%,1.1,0.4%,11.2,29%,,28%,adamsma01
Ozzie Albies,20,244,.353,108,.316,.171,2.5%,14.8%,8.6%,87.3,28.3%,23.9%,39.7%,31.0%,0.68,27.7%,54.9%,17.4%,0.2,0.0%,3.2,35%,89%,46%,albieoz01
Aaron Blair,25,2,.797,431,1.000,.000,0.0%,0.0%,50.0%,106.8,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.1,0.0%,0.8,0%,,0%,blairaa01
Emilio Bonifacio,32,44,.172,-30,.167,.079,0.0%,20.5%,2.3%,85.3,24.0%,20.6%,29.4%,23.5%,0.56,20.6%,55.9%,23.5%,-0.4,-0.2%,-5.8,22%,,0%,bonifem01
Johan Camargo,23,256,.338,101,.364,.154,1.6%,19.9%,4.7%,88.5,39.0%,24.9%,47.7%,19.7%,0.93,29.2%,54.7%,16.1%,-0.2,-0.2%,0.8,31%,,53%,camarjo01
Bartolo Colon,44,15,.000,-142,.000,.000,0.0%,53.3%,0.0%,59.3,0.0%,14.3%,28.6%,14.3%,1.00,14.3%,42.9%,42.9%,-0.5,-0.2%,-4.8,,,0%,colonba01
Chase d'Arnaud,30,10,.399,145,.600,.000,0.0%,30.0%,20.0%,84.3,25.0%,0.0%,60.0%,40.0%,1.50,20.0%,80.0%,0.0%,-0.1,-0.1%,-0.1,50%,,17%,darnach01
R.A. Dickey,42,68,.145,-53,.184,.000,0.0%,17.7%,0.0%,69.6,0.0%,12.5%,60.7%,5.4%,2.43,16.1%,58.9%,25.0%,-1.0,-0.3%,-11.7,0%,,0%,dicker.01
