--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Greg Allen,28,48,.400,139,.400,.162,0.0%,27.1%,10.4%,83.8,24.0%,40.0%,20.0%,24.0%,0.26,40.0%,48.0%,12.0%,0.4,0.2%,1.6,45%,100%,86%,allengr01
Trey Amburgey,26,4,.224,32,.000,.000,0.0%,50.0%,0.0%,83.8,0.0%,0.0%,100.0%,0.0%,,50.0%,50.0%,0.0%,0.0,0.0%,-0.7,,,,amburtr01
Miguel Andújar,26,162,.289,80,.273,.130,3.7%,17.3%,4.3%,87.1,37.0%,21.3%,52.8%,21.3%,1.12,27.6%,55.9%,16.5%,-1.7,-1.1%,-12.4,32%,0%,50%,andujmi01
Rob Brantly,31,21,.178,0,.188,.050,0.0%,19.1%,0.0%,82.6,12.5%,6.3%,43.8%,31.3%,0.78,43.8%,43.8%,12.5%,-0.3,-0.2%,-4.4,0%,,0%,brantro01
Jay Bruce,34,39,.217,27,.150,.118,2.6%,33.3%,12.8%,82.2,19.0%,19.0%,47.6%,23.8%,1.00,28.6%,71.4%,0.0%,-0.7,-0.4%,-4.7,25%,,0%,bruceja01
Nestor Cortes,26,1,.000,-126,.000,.000,0.0%,0.0%,0.0%,65.2,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.4,0%,,0%,cortene01
Jonathan Davis,29,18,.088,-64,.083,.000,0.0%,27.8%,5.6%,75.9,8.3%,0.0%,75.0%,25.0%,3.00,33.3%,58.3%,8.3%,-0.3,-0.3%,-3.7,67%,,67%,davisjo05
Estevan Florial,23,25,.425,167,.385,.250,4.0%,24.0%,20.0%,89.3,64.3%,28.6%,50.0%,21.4%,1.00,35.7%,42.9%,21.4%,-0.1,-0.1%,0.2,18%,100%,67%,flories01
Mike Ford,28,72,.265,61,.147,.150,4.2%,31.9%,15.3%,90.9,48.6%,16.2%,37.8%,40.5%,0.61,27.0%,62.2%,10.8%,-0.4,-0.2%,-3.7,18%,,50%,fordmi01
Jackson Frazier,26,218,.290,77,.257,.131,2.3%,29.8%,14.7%,86.9,41.5%,22.9%,45.8%,18.6%,0.84,27.1%,57.6%,15.3%,-0.9,-0.6%,-11.8,23%,100%,33%,frazicl01
Joey Gallo,27,228,.304,88,.193,.245,5.7%,38.6%,16.2%,89.0,50.5%,10.9%,28.7%,42.6%,0.43,39.6%,48.5%,11.9%,0.1,0.0%,-4.7,36%,,67%,gallojo01
Brett Gardner,37,461,.309,90,.269,.140,2.2%,21.7%,13.0%,85.7,33.4%,21.5%,44.0%,21.8%,0.81,26.5%,55.0%,18.5%,0.4,0.2%,-1.5,26%,100%,32%,gardnbr01
Domingo Germán,28,3,.000,-239,,.000,0.0%,66.7%,0.0%,54.8,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-1.3,,,,germado01
Chris Gittens,27,44,.216,26,.130,.083,2.3%,29.6%,15.9%,86.3,41.7%,16.7%,58.3%,20.8%,1.40,29.2%,54.2%,16.7%,-0.5,-0.3%,-3.9,0%,,50%,gittech01
Andrew Heaney,30,1,.000,-126,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,heanean01
Aaron Hicks,31,126,.277,70,.224,.139,3.2%,23.8%,11.1%,89.3,38.8%,25.0%,33.8%,27.5%,0.51,30.0%,57.5%,12.5%,-0.6,-0.3%,-3.3,27%,,22%,hicksaa01
Kyle Higashioka,31,211,.271,65,.200,.207,4.7%,28.0%,8.1%,90.5,48.1%,24.4%,28.1%,35.6%,0.39,31.1%,54.8%,14.1%,-0.2,-0.3%,-6.8,24%,,31%,higasky01
Aaron Judge,29,633,.392,150,.332,.256,6.2%,25.0%,11.9%,95.8,58.4%,27.2%,42.1%,28.0%,0.73,25.9%,53.1%,20.9%,4.4,3.7%,37.7,25%,86%,37%,judgeaa01
Corey Kluber,35,2,.000,-126,.000,.000,0.0%,50.0%,0.0%,64.9,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.3,,,,klubeco01
Ryan LaMarre,32,24,.333,102,.154,.286,8.3%,25.0%,8.3%,83.7,26.7%,0.0%,60.0%,33.3%,1.50,20.0%,46.7%,33.3%,0.0,0.0%,-0.2,20%,100%,0%,lamarry01
DJ LeMahieu,32,679,.317,98,.301,.094,1.5%,13.8%,10.8%,90.6,43.6%,27.2%,51.6%,18.3%,1.07,15.2%,57.9%,27.0%,0.0,-0.4%,-3.1,33%,67%,30%,lemahdj01
Tim Locastro,28,23,.262,59,.214,.238,4.4%,30.4%,4.4%,82.4,20.0%,13.3%,46.7%,33.3%,0.88,40.0%,40.0%,20.0%,-0.1,-0.1%,-2.5,75%,,0%,locasti01
Jordan Montgomery,28,4,.000,-126,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,-0.1%,-1.2,,,,montgjo01
Rougned Odor,27,361,.290,80,.242,.177,4.2%,27.7%,7.5%,86.8,38.2%,16.1%,36.8%,30.9%,0.62,44.4%,45.3%,10.3%,-0.8,-0.5%,-8.3,31%,0%,55%,odorro01
Hoy Park,25,1,.000,-126,.000,.000,0.0%,0.0%,0.0%,60.0,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,-0.1,0.0%,-0.5,,,,parkho01
Anthony Rizzo,31,200,.354,122,.252,.179,4.0%,14.0%,8.0%,87.9,36.7%,25.2%,38.8%,25.2%,0.64,34.0%,50.3%,15.6%,1.1,1.1%,7.6,40%,100%,35%,rizzoan01
Gary Sanchez,28,440,.315,96,.230,.219,5.2%,27.5%,11.8%,89.5,42.0%,20.6%,35.9%,31.7%,0.56,42.4%,43.9%,13.7%,-0.2,-0.3%,-6.4,28%,,36%,sanchga02
Clarke Schmidt,25,2,.346,118,,.000,0.0%,50.0%,50.0%,,,,,,,,,,0.0,0.0%,-0.1,0%,,0%,schmicl01
Giancarlo Stanton,31,579,.376,139,.324,.243,6.0%,27.1%,10.9%,95.1,56.3%,24.2%,45.5%,23.3%,0.84,25.3%,54.2%,20.5%,2.4,2.1%,19.2,17%,,17%,stantmi03
Jameson Taillon,29,2,.346,118,.000,.000,0.0%,0.0%,50.0%,75.9,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.2,0%,,,taillja01
Mike Tauchman,30,16,.273,41,.375,.071,0.0%,37.5%,6.3%,82.5,22.2%,22.2%,22.2%,33.3%,0.33,22.2%,55.6%,22.2%,0.1,0.1%,-0.9,11%,100%,50%,tauchmi01
Gleyber Torres,24,516,.312,94,.314,.107,1.7%,20.2%,9.7%,86.8,35.8%,25.5%,41.6%,26.3%,0.72,24.4%,56.4%,19.2%,0.0,0.1%,-8.2,26%,70%,50%,torregl01
Gio Urshela,29,442,.313,95,.329,.152,3.2%,24.7%,4.5%,88.9,42.0%,25.6%,48.4%,23.7%,0.94,20.6%,57.9%,21.5%,-0.9,-1.1%,-10.9,24%,100%,27%,urshegi01
Andrew Velazquez,26,68,.258,51,.326,.134,1.5%,33.8%,1.5%,90.2,43.2%,25.0%,47.7%,22.7%,0.91,29.5%,56.8%,13.6%,-0.1,0.0%,-2.5,59%,80%,25%,velazan01
Luke Voit,30,241,.335,110,.313,.197,4.6%,30.7%,8.7%,90.7,52.2%,19.4%,41.0%,34.5%,0.70,30.9%,53.2%,15.8%,-0.4,-0.2%,1.7,22%,,19%,voitlu01
Tyler Wade,26,145,.312,90,.378,.055,0.0%,25.5%,11.0%,78.9,13.8%,22.2%,53.3%,10.0%,1.41,27.8%,50.0%,22.2%,0.7,0.6%,-0.6,39%,74%,58%,wadety01
League Average,,,.320,99,.290,.168,3.3%,23.0%,8.5%,88.4,39.3%,23.8%,42.5%,25.8%,0.75,28.7%,53.6%,17.7%,,,,31%,77%,40%,-9999
Team Total,,6060,.321,100,.285,.169,3.7%,24.5%,10.3%,89.4,42.9%,23.2%,43.3%,25.5%,0.78,27.7%,53.7%,18.6%,1.1,1.4%,-40.8,28%,78%,36%,-9999
