--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Isiah Kiner-Falefa,27,531,.299,84,.296,.066,0.8%,13.6%,6.6%,85.3,30.1%,23.4%,54.4%,14.8%,1.24,22.0%,53.2%,24.8%,0.4,0.3%,0.8,38%,85%,50%,kineris01
DJ LeMahieu,33,541,.339,119,.285,.116,2.2%,13.1%,12.4%,88.7,41.0%,25.6%,53.9%,17.0%,1.19,14.5%,57.4%,28.1%,1.0,0.7%,18.7,34%,57%,39%,lemahdj01
Tim Locastro,29,46,.279,59,.176,.163,4.4%,15.2%,4.4%,86.5,25.7%,27.8%,38.9%,19.4%,0.64,33.3%,55.6%,11.1%,-0.1,0.0%,1.7,41%,80%,43%,locasti01
Oswald Peraza,22,57,.396,153,.359,.122,1.8%,15.8%,10.5%,81.6,30.0%,17.5%,57.5%,15.0%,1.35,30.0%,55.0%,15.0%,-0.1,-0.1%,-1.9,29%,100%,83%,perazos02
Anthony Rizzo,32,548,.350,128,.216,.256,5.8%,18.4%,10.6%,89.3,41.0%,21.6%,33.1%,35.0%,0.50,38.3%,45.1%,16.7%,2.5,1.2%,16.0,29%,55%,35%,rizzoan01
Giancarlo Stanton,32,452,.331,112,.227,.251,6.9%,30.3%,11.1%,95.0,52.5%,20.8%,47.0%,24.6%,0.89,21.6%,55.7%,22.7%,1.1,0.6%,8.2,21%,,17%,stantmi03
Gleyber Torres,25,572,.334,115,.295,.194,4.2%,22.6%,6.8%,90.1,45.1%,24.2%,35.4%,32.7%,0.55,23.2%,53.9%,22.9%,0.1,0.7%,2.0,32%,67%,44%,torregl01
Jose Trevino,29,353,.296,87,.274,.140,3.1%,17.6%,4.3%,87.7,35.6%,23.4%,40.5%,27.7%,0.69,24.5%,56.2%,19.3%,0.3,0.6%,4.9,31%,67%,28%,trevijo01
League Average,,,.312,99,.289,.148,2.8%,22.2%,8.0%,88.2,38.6%,23.9%,42.5%,25.5%,0.75,29.1%,52.3%,18.7%,,,,30%,75%,41%,-9999
Team Total,,6172,.335,114,.276,.185,4.1%,22.5%,10.1%,89.3,42.0%,23.2%,41.2%,27.4%,0.71,29.2%,52.0%,18.9%,4.8,3.3%,108.5,31%,76%,38%,-9999
