--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Miguel Andújar,27,100,.279,68,.284,.052,1.0%,22.0%,3.0%,84.0,28.4%,28.0%,42.7%,17.3%,0.74,20.0%,61.3%,18.7%,-0.5,0.0%,-3.2,33%,100%,67%,andujmi01
Harrison Bader,28,49,.230,39,.313,.065,0.0%,30.6%,4.1%,82.6,25.0%,15.6%,46.9%,28.1%,0.88,34.4%,59.4%,6.3%,0.1,0.0%,2.0,25%,67%,20%,baderha01
Andrew Benintendi,27,131,.332,110,.303,.149,1.5%,19.1%,9.9%,89.6,40.2%,25.0%,34.8%,33.7%,0.54,26.1%,56.5%,17.4%,-0.2,0.1%,0.8,29%,80%,43%,beninan01
Rob Brantly,32,3,.419,176,.333,.333,0.0%,0.0%,0.0%,82.5,66.7%,66.7%,33.3%,0.0%,0.50,0.0%,66.7%,33.3%,0.0,0.0%,-0.2,0%,,,brantro01
Oswaldo Cabrera,23,171,.325,109,.305,.182,3.5%,25.7%,8.8%,86.1,34.8%,25.0%,28.6%,36.6%,0.41,27.7%,50.9%,21.4%,0.4,-0.1%,3.2,31%,60%,33%,cabreos01
Matt Carpenter,36,154,.476,219,.304,.422,9.7%,22.7%,12.3%,88.3,42.6%,25.3%,24.2%,40.0%,0.33,51.6%,36.8%,11.6%,0.4,0.2%,20.6,27%,,36%,carpema01
Josh Donaldson,36,546,.311,99,.283,.153,2.8%,27.1%,9.9%,90.7,43.3%,24.1%,43.5%,25.9%,0.77,33.3%,53.9%,12.8%,0.1,0.2%,3.8,29%,50%,23%,donaljo02
Estevan Florial,24,35,.168,-16,.167,.000,0.0%,37.1%,8.6%,83.4,27.8%,16.7%,44.4%,11.1%,0.89,33.3%,44.4%,22.2%,-0.6,-0.4%,-3.2,44%,100%,67%,flories01
Joey Gallo,28,273,.286,78,.217,.180,4.4%,38.8%,14.7%,88.0,48.0%,18.9%,26.0%,40.2%,0.35,51.6%,38.9%,9.5%,-1.7,-0.9%,-10.9,29%,100%,27%,gallojo01
Marwin Gonzalez,33,207,.273,67,.222,.136,2.9%,26.1%,6.8%,86.7,37.3%,24.4%,35.6%,24.4%,0.57,38.5%,45.9%,15.6%,-1.6,-0.7%,-13.2,26%,100%,31%,gonzama01
Ronald Guzmán,27,6,.000,-128,.000,.000,0.0%,83.3%,0.0%,87.4,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,-0.4,-0.2%,-2.6,,,,guzmaro01
Aaron Hicks,32,453,.304,91,.279,.096,1.8%,24.1%,13.7%,87.3,33.3%,20.5%,43.5%,23.7%,0.79,37.1%,43.5%,19.4%,-2.9,-1.5%,-11.5,32%,77%,43%,hicksaa01
Kyle Higashioka,32,248,.284,80,.246,.162,4.0%,21.0%,4.8%,90.3,48.4%,25.1%,35.0%,28.4%,0.55,29.5%,59.6%,10.9%,-1.5,-0.8%,-8.6,30%,0%,25%,higasky01
Aaron Judge,30,696,.463,209,.340,.375,8.9%,25.1%,16.0%,95.8,61.9%,22.3%,37.0%,38.3%,0.59,34.3%,51.5%,14.3%,8.1,3.4%,81.1,31%,84%,50%,judgeaa01
