--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Miguel Andújar,22,8,.646,302,.571,.286,0.0%,0.0%,12.5%,98.4,66.7%,42.9%,57.1%,0.0%,1.33,14.3%,85.7%,0.0%,0.2,0.1%,3.3,0%,100%,,andujmi01
Tyler Austin,25,46,.316,86,.304,.200,4.4%,37.0%,8.7%,88.6,33.3%,40.0%,28.0%,32.0%,0.39,20.0%,60.0%,20.0%,-0.2,0.0%,-1.7,18%,,0%,austity01
Greg Bird,24,170,.329,96,.194,.231,5.3%,24.7%,11.2%,90.8,45.7%,20.6%,31.8%,36.4%,0.47,38.3%,46.7%,15.0%,-0.3,-0.5%,4.9,28%,,17%,birdgr01
Chris Carter,30,208,.288,66,.284,.168,3.9%,36.5%,9.6%,90.6,43.3%,20.9%,32.7%,34.5%,0.49,36.4%,47.3%,16.4%,-1.7,-1.4%,-10.7,24%,,30%,cartech02
Starlin Castro,27,473,.349,109,.347,.153,3.4%,19.7%,4.9%,87.7,40.9%,25.8%,51.8%,15.6%,1.08,29.5%,53.0%,17.6%,-0.4,-0.5%,4.7,35%,100%,48%,castrst01
Ji-Man Choi,26,18,.413,156,.222,.467,11.1%,27.8%,11.1%,93.6,45.5%,18.2%,63.6%,18.2%,1.75,45.5%,36.4%,18.2%,0.0,0.0%,0.3,0%,,,choiji01
Garrett Cooper,26,45,.340,104,.438,.163,0.0%,26.7%,2.2%,87.8,40.0%,40.6%,34.4%,21.9%,0.52,37.5%,40.6%,21.9%,-0.1,-0.1%,-1.1,20%,,50%,coopega03
Jacoby Ellsbury,33,409,.345,101,.304,.138,1.7%,15.4%,10.0%,85.8,28.5%,27.8%,45.8%,17.3%,0.87,33.9%,46.4%,19.7%,1.3,1.5%,11.6,41%,88%,38%,ellsbja01
Jackson Frazier,22,142,.307,78,.307,.216,2.8%,30.3%,4.9%,89.1,42.5%,29.3%,39.1%,19.6%,0.64,33.7%,52.2%,14.1%,0.3,0.3%,-2.4,34%,100%,58%,frazicl01
Todd Frazier,31,241,.345,107,.244,.201,4.6%,22.4%,14.5%,88.0,32.8%,20.4%,33.8%,30.3%,0.51,28.9%,54.9%,16.2%,-0.3,-0.2%,-1.2,29%,,28%,frazito01
Jaime García,30,2,.000,-141,.000,.000,0.0%,50.0%,0.0%,94.7,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,,,,garcija02
Brett Gardner,33,682,.354,110,.300,.163,3.1%,17.9%,10.6%,86.2,33.9%,27.7%,43.8%,20.2%,0.81,28.1%,55.4%,16.5%,2.0,1.6%,14.3,34%,82%,49%,gardnbr01
Didi Gregorius,27,570,.355,114,.287,.191,4.4%,12.3%,4.4%,84.6,23.2%,25.1%,36.3%,26.5%,0.57,31.0%,54.4%,14.6%,1.7,1.7%,16.9,31%,75%,38%,gregodi01
Chase Headley,33,586,.349,108,.341,.133,2.1%,22.5%,10.2%,87.4,36.6%,27.8%,44.3%,22.7%,0.81,31.4%,49.0%,19.6%,0.1,0.6%,3.4,34%,82%,38%,headlch01
Aaron Hicks,27,361,.361,119,.290,.209,4.2%,18.6%,14.1%,86.8,36.4%,22.1%,42.9%,24.6%,0.78,34.2%,48.8%,17.1%,0.4,0.0%,13.9,33%,67%,50%,hicksaa01
Kyle Higashioka,27,20,.159,-27,.000,.000,0.0%,30.0%,10.0%,79.6,20.0%,16.7%,41.7%,8.3%,0.83,50.0%,41.7%,8.3%,-0.4,-0.3%,-4.4,100%,,0%,higasky01
Matt Holliday,37,427,.332,97,.273,.201,4.5%,26.7%,10.8%,90.4,47.4%,19.3%,48.1%,24.6%,0.93,23.9%,51.1%,25.0%,0.0,-0.2%,0.2,27%,100%,16%,hollima01
Aaron Judge,25,678,.435,172,.357,.343,7.7%,30.7%,18.7%,95.7,58.7%,26.3%,35.2%,33.1%,0.54,30.2%,50.9%,18.9%,2.0,0.7%,50.9,32%,69%,44%,judgeaa01
Pete Kozma,29,10,.150,-34,.143,.000,0.0%,20.0%,10.0%,80.9,16.7%,0.0%,42.9%,28.6%,0.75,14.3%,85.7%,0.0%,-0.3,-0.2%,-2.3,50%,,,kozmape01
Erik Kratz,37,2,1.059,620,1.000,.500,0.0%,0.0%,0.0%,106.0,100.0%,50.0%,50.0%,0.0%,1.00,50.0%,50.0%,0.0%,0.0,0.0%,1.9,0%,,,kratzer01
Jordan Montgomery,24,5,.279,59,.000,.000,0.0%,40.0%,40.0%,88.9,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-1.0,0%,,,montgjo01
Michael Pineda,28,4,.297,63,1.000,.000,0.0%,50.0%,0.0%,99.0,100.0%,0.0%,50.0%,0.0%,,0.0%,50.0%,50.0%,-0.1,0.0%,-0.4,0%,,0%,pinedmi01
Rob Refsnyder,26,40,.218,7,.172,.081,0.0%,20.0%,7.5%,87.0,34.6%,13.8%,58.6%,27.6%,1.42,31.0%,55.2%,13.8%,-0.3,-0.3%,-5.3,33%,100%,0%,refsnro01
Austin Romine,28,252,.268,51,.277,.074,0.8%,22.6%,6.4%,86.5,40.0%,30.5%,45.8%,16.9%,0.87,16.4%,55.4%,28.2%,-1.5,-1.2%,-11.4,26%,,28%,rominau01
CC Sabathia,36,4,.174,-16,.000,.000,0.0%,50.0%,25.0%,71.7,0.0%,0.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.3,0%,,,sabatc.01
Gary Sanchez,24,525,.378,131,.304,.253,6.3%,22.9%,7.6%,91.3,46.1%,24.5%,42.8%,23.1%,0.75,35.2%,53.5%,11.3%,1.7,2.1%,20.6,31%,67%,27%,sanchga02
Luis Severino,23,5,.160,-26,.250,.000,0.0%,20.0%,0.0%,97.0,100.0%,0.0%,50.0%,25.0%,2.00,25.0%,50.0%,25.0%,0.0,0.0%,0.0,100%,,0%,severlu01
Chasen Shreve,26,2,.000,-141,.000,.000,0.0%,50.0%,0.0%,94.5,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.7,,,,shrevch01
Masahiro Tanaka,28,3,.000,-262,,.000,0.0%,66.7%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.5,,,,tanakma01
Ronald Torreyes,24,336,.310,80,.326,.083,0.9%,12.8%,3.3%,81.0,14.7%,22.1%,51.2%,17.8%,1.12,26.3%,55.5%,18.1%,0.0,-0.1%,-5.8,30%,100%,47%,torrero01
Tyler Wade,22,63,.212,15,.231,.069,0.0%,30.2%,7.9%,84.8,29.7%,23.1%,51.3%,20.5%,1.05,25.6%,69.2%,5.1%,-1.3,-1.1%,-8.5,41%,50%,50%,wadety01
Mason Williams,25,17,.279,39,.286,.000,0.0%,11.8%,5.9%,87.5,28.6%,14.3%,57.1%,21.4%,1.33,35.7%,57.1%,7.1%,0.0,0.0%,0.1,60%,100%,100%,willima10
League Average,,,.330,100,.297,.173,3.4%,21.5%,8.5%,87.9,38.1%,25.2%,43.4%,22.8%,0.78,29.1%,52.7%,18.2%,,,,31%,73%,39%,-9999
Team Total,,6354,.348,108,.304,.185,3.8%,21.8%,9.7%,87.8,37.0%,25.1%,43.0%,23.2%,0.77,30.1%,52.3%,17.6%,2.7,2.1%,88.9,32%,80%,39%,-9999
