--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Austin Allen,27,8,.359,132,.250,.375,12.5%,37.5%,0.0%,94.2,40.0%,40.0%,40.0%,20.0%,0.67,40.0%,60.0%,0.0%,0.0,0.0%,1.0,100%,,,allenau01
Elvis Andrus,32,541,.285,78,.283,.076,0.6%,15.0%,5.7%,86.8,34.9%,28.4%,45.4%,17.5%,0.86,26.7%,53.9%,19.4%,-2.4,-1.9%,-23.0,36%,86%,63%,andruel01
Luis Barrera,25,8,.223,37,.333,.000,0.0%,25.0%,0.0%,89.0,33.3%,33.3%,33.3%,33.3%,0.50,16.7%,33.3%,50.0%,0.0,0.0%,0.1,33%,,100%,barrelu01
Chris Bassitt,32,2,.000,-121,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.6,,,,bassich01
Skye Bolt,27,59,.124,-44,.098,.071,1.7%,23.7%,1.7%,84.0,27.3%,15.9%,50.0%,27.3%,1.10,38.6%,54.5%,6.8%,-0.9,-0.7%,-8.8,27%,100%,67%,boltsk01
Seth Brown,28,307,.317,102,.230,.267,6.5%,29.0%,7.5%,88.9,40.2%,22.7%,31.4%,32.5%,0.46,32.5%,54.6%,12.9%,0.0,-0.2%,-0.7,35%,80%,25%,brownse01
Mark Canha,32,625,.348,123,.274,.156,2.7%,20.5%,12.3%,87.3,35.4%,26.0%,42.2%,24.4%,0.73,31.3%,52.9%,15.8%,1.1,0.9%,18.7,37%,86%,43%,canhama01
Matt Chapman,28,622,.310,98,.272,.193,4.3%,32.5%,12.9%,89.7,41.8%,18.8%,33.6%,38.1%,0.51,25.3%,60.1%,14.6%,0.2,0.4%,-12.4,29%,60%,55%,chapmma01
Khris Davis,33,53,.289,83,.343,.137,1.9%,28.3%,3.8%,89.6,47.2%,19.4%,41.7%,30.6%,0.71,36.1%,47.2%,16.7%,0.2,0.0%,0.0,14%,,25%,daviskh01
Jake Diekman,34,1,.000,-121,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.6,,,,diekmja01
Aramis Garcia,28,94,.250,55,.263,.114,3.2%,29.8%,1.1%,87.5,37.1%,14.5%,53.2%,22.6%,1.22,32.3%,53.2%,14.5%,-0.2,0.0%,-4.9,26%,,43%,garciar01
Yan Gomes,33,140,.278,75,.250,.145,3.6%,22.1%,4.3%,90.2,36.6%,31.7%,26.7%,33.7%,0.36,29.7%,56.4%,13.9%,-0.2,-0.1%,-4.3,44%,,62%,gomesya01
Josh Harrison,33,199,.281,80,.281,.086,1.0%,12.6%,3.0%,86.5,32.1%,24.1%,45.1%,27.2%,0.82,27.8%,56.8%,15.4%,-1.0,-0.6%,-9.9,30%,57%,35%,harrijo05
Cole Irvin,27,7,.357,144,.333,.000,0.0%,28.6%,0.0%,67.1,0.0%,20.0%,40.0%,0.0%,2.00,40.0%,60.0%,0.0%,0.0,0.0%,-0.1,0%,,,irvinco01
James Kaprielian,27,4,.297,85,1.000,.000,0.0%,50.0%,0.0%,76.0,50.0%,50.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.5,100%,,0%,kaprija01
Tony Kemp,29,397,.359,131,.304,.139,2.0%,12.9%,13.1%,85.0,22.0%,25.3%,34.4%,30.6%,0.56,31.9%,56.6%,11.5%,0.6,0.1%,13.9,31%,80%,50%,kempto01
Pete Kozma,33,12,.207,25,.143,.000,0.0%,33.3%,8.3%,84.0,28.6%,14.3%,42.9%,28.6%,0.75,14.3%,57.1%,28.6%,-0.1,0.0%,-0.4,0%,,,kozmape01
Ramón Laureano,26,378,.330,111,.304,.196,3.7%,25.9%,7.1%,88.0,40.5%,22.1%,44.3%,28.3%,0.79,32.8%,50.8%,16.4%,1.5,0.9%,3.7,27%,71%,35%,laurera01
Jed Lowrie,37,512,.318,103,.289,.153,2.7%,21.1%,9.6%,90.7,45.8%,24.9%,36.8%,32.6%,0.58,30.9%,52.7%,16.4%,1.8,1.4%,9.1,28%,,38%,lowrije01
Jesús Luzardo,23,1,.000,-121,.000,.000,0.0%,0.0%,0.0%,84.2,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,luzarje01
Vimael Machín,27,37,.159,-15,.182,.000,0.0%,27.0%,8.1%,82.6,25.0%,20.8%,41.7%,20.8%,0.91,16.7%,58.3%,25.0%,-0.3,-0.3%,-4.7,13%,,0%,machivi01
Sean Manaea,29,5,.507,271,.667,.250,0.0%,20.0%,0.0%,59.0,25.0%,25.0%,25.0%,0.0%,1.00,0.0%,50.0%,50.0%,0.0,0.0%,-0.5,0%,,0%,manaese01
Starling Marte,32,251,.385,137,.367,.150,2.0%,16.7%,4.4%,87.4,41.5%,23.3%,54.9%,17.1%,1.25,27.5%,49.7%,22.8%,1.5,1.1%,14.5,38%,93%,80%,martest01
Frankie Montas,28,4,.000,-121,.000,.000,0.0%,75.0%,0.0%,88.1,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,-0.1,-0.1%,-1.1,,,,montafr02
Mitch Moreland,35,252,.301,92,.256,.188,4.0%,23.0%,7.1%,91.0,47.7%,20.1%,46.0%,28.7%,0.85,32.8%,51.7%,15.5%,0.3,0.0%,-2.8,29%,,16%,morelmi01
Sean Murphy,26,448,.314,101,.257,.188,3.8%,25.5%,8.9%,89.2,42.7%,23.4%,40.1%,28.0%,0.67,31.2%,54.3%,14.5%,-0.5,-0.7%,8.9,25%,,36%,murphse01
Matt Olson,27,673,.380,148,.269,.269,5.8%,16.8%,13.1%,91.5,48.7%,19.7%,40.2%,30.2%,0.67,31.1%,52.5%,16.4%,2.9,2.3%,24.9,29%,80%,48%,olsonma02
Chad Pinder,29,233,.310,97,.313,.168,2.6%,26.6%,6.9%,92.6,54.2%,26.1%,48.4%,22.2%,0.94,28.8%,58.2%,13.1%,-0.3,-0.5%,-0.8,38%,100%,50%,pindech01
Stephen Piscotty,30,188,.284,78,.275,.133,2.7%,25.5%,6.9%,86.1,36.8%,22.4%,38.4%,28.8%,0.62,22.6%,56.5%,21.0%,-1.0,-0.8%,-5.3,18%,100%,47%,piscost01
Frank Schwindel,29,20,.290,84,.143,.200,5.0%,25.0%,0.0%,88.0,33.3%,13.3%,33.3%,40.0%,0.50,33.3%,33.3%,33.3%,0.0,0.0%,1.9,50%,,0%,schwifr01
Ka'ai Tom,27,16,.056,-81,.100,.000,0.0%,37.5%,0.0%,85.6,30.0%,20.0%,70.0%,10.0%,2.33,40.0%,60.0%,0.0%,-0.2,-0.1%,-2.7,25%,,50%,tomka01
Jacob Wilson,30,7,.127,-31,.167,.000,0.0%,14.3%,0.0%,76.6,16.7%,0.0%,83.3%,0.0%,5.00,16.7%,66.7%,16.7%,-0.3,-0.2%,-1.3,50%,,100%,wilsoja04
League Average,,,.320,99,.290,.168,3.3%,23.0%,8.5%,88.4,39.3%,23.8%,42.5%,25.8%,0.75,28.7%,53.6%,17.7%,,,,31%,77%,40%,-9999
Team Total,,6104,.320,104,.278,.168,3.3%,22.1%,8.9%,88.6,39.7%,23.3%,41.0%,27.7%,0.70,29.8%,54.2%,16.1%,2.4,0.8%,11.2,31%,81%,46%,-9999
