--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Brett Anderson,30,4,.224,31,.250,.000,0.0%,0.0%,0.0%,67.6,0.0%,50.0%,25.0%,0.0%,0.50,0.0%,75.0%,25.0%,-0.1,-0.1%,-0.9,0%,,,anderbr04
Franklin Barreto,22,75,.308,91,.308,.260,6.7%,38.7%,1.3%,88.4,46.3%,13.6%,34.1%,31.8%,0.54,24.4%,56.1%,19.5%,0.5,0.1%,2.3,31%,,100%,barrefr02
Paul Blackburn,24,2,.000,-130,.000,.000,0.0%,0.0%,0.0%,64.6,0.0%,0.0%,50.0%,0.0%,,0.0%,50.0%,50.0%,-0.2,0.0%,-1.2,,,,blackpa01
Mark Canha,29,411,.343,118,.282,.200,4.1%,21.4%,8.3%,87.3,37.6%,24.7%,38.4%,26.5%,0.62,31.5%,50.2%,18.3%,0.5,-0.4%,8.1,36%,33%,61%,canhama01
Matt Chapman,25,616,.370,137,.338,.230,3.9%,23.7%,9.4%,94.5,53.8%,26.3%,40.4%,22.3%,0.68,27.3%,54.1%,18.6%,2.0,1.4%,22.5,39%,33%,62%,chapmma01
Khris Davis,30,654,.367,134,.261,.302,7.3%,26.8%,9.0%,93.2,51.5%,23.3%,35.5%,32.8%,0.55,21.7%,58.5%,19.8%,3.7,1.8%,30.4,30%,,24%,daviskh01
Dustin Fowler,23,203,.265,62,.262,.130,3.0%,23.2%,3.9%,88.6,42.6%,23.8%,41.5%,26.5%,0.71,31.9%,52.1%,16.0%,-1.2,-0.7%,-6.8,24%,60%,40%,fowledu01
Edwin Jackson,34,2,.000,-130,.000,.000,0.0%,0.0%,0.0%,75.8,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,,,,jacksed01
Matt Joyce,33,246,.303,91,.242,.145,2.9%,21.5%,14.2%,87.3,33.3%,30.6%,36.3%,24.8%,0.58,36.3%,50.3%,13.4%,-1.0,-0.6%,-3.2,38%,0%,47%,joycema01
Ramón Laureano,23,176,.367,129,.388,.186,2.8%,28.4%,9.1%,90.0,43.7%,27.8%,43.5%,24.1%,0.77,25.9%,51.9%,22.2%,-0.1,0.1%,6.8,37%,88%,67%,laurera01
Jed Lowrie,34,680,.352,123,.304,.181,3.4%,18.8%,11.5%,89.4,40.1%,27.4%,34.8%,30.1%,0.54,32.8%,50.1%,17.1%,3.1,1.6%,34.9,25%,,37%,lowrije01
Jonathan Lucroy,32,454,.276,69,.273,.084,0.9%,14.3%,6.4%,87.1,29.9%,27.5%,42.6%,20.7%,0.75,18.0%,59.3%,22.8%,-2.5,-1.8%,-16.3,29%,,37%,lucrojo01
Sean Manaea,26,5,.179,-1,.200,.000,0.0%,0.0%,0.0%,74.9,0.0%,0.0%,100.0%,0.0%,,0.0%,60.0%,40.0%,-0.1,0.0%,-0.6,0%,,0%,manaese01
Nick Martini,28,179,.366,134,.379,.118,0.6%,20.1%,11.7%,88.3,42.7%,29.1%,49.6%,19.7%,0.98,27.6%,51.7%,20.7%,1.5,1.2%,12.5,35%,,40%,martini02
Bruce Maxwell,27,58,.236,40,.214,.127,1.7%,22.4%,3.5%,89.1,35.0%,30.2%,53.5%,14.0%,1.15,23.3%,53.5%,23.3%,-0.5,-0.3%,-5.8,36%,,33%,maxwebr01
Daniel Mengden,25,3,.298,84,.500,.000,0.0%,33.3%,0.0%,76.8,0.0%,0.0%,100.0%,0.0%,,0.0%,50.0%,50.0%,0.1,0.0%,0.2,100%,,,mengdda01
Frankie Montas,25,5,.000,-130,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.8,,,,montafr02
Matt Olson,24,660,.346,119,.292,.207,4.4%,24.7%,10.6%,94.3,57.3%,24.8%,36.3%,28.4%,0.57,36.4%,48.1%,15.6%,0.9,0.8%,7.5,29%,67%,36%,olsonma02
Josh Phegley,30,102,.274,67,.258,.140,2.0%,26.5%,5.9%,84.9,23.4%,17.6%,45.6%,32.4%,0.84,30.9%,50.0%,19.1%,-0.2,-0.6%,-3.7,44%,,50%,phegljo01
Chad Pinder,26,333,.335,114,.325,.178,3.9%,26.4%,8.1%,91.3,46.2%,25.5%,42.5%,24.1%,0.76,22.7%,54.5%,22.7%,-0.3,0.0%,-4.5,31%,0%,39%,pindech01
