--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Brett Anderson,31,8,.432,178,.667,.000,0.0%,25.0%,0.0%,79.1,33.3%,33.3%,50.0%,0.0%,1.50,0.0%,50.0%,50.0%,0.0,0.0%,0.7,25%,,0%,anderbr04
Tanner Anderson,26,1,.000,-125,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,anderta01
Homer Bailey,33,4,.421,170,.667,.000,0.0%,25.0%,0.0%,79.8,0.0%,66.7%,33.3%,0.0%,0.50,33.3%,66.7%,0.0%,0.1,0.0%,0.7,0%,,0%,baileho02
Franklin Barreto,23,58,.183,1,.156,.140,3.5%,39.7%,1.7%,89.3,37.5%,11.8%,55.9%,26.5%,1.36,32.4%,58.8%,8.8%,-0.5,-0.3%,-6.8,40%,100%,50%,barrefr02
Chris Bassitt,30,5,.000,-181,.000,.000,0.0%,40.0%,0.0%,81.0,0.0%,33.3%,33.3%,0.0%,1.00,0.0%,33.3%,66.7%,-0.1,-0.1%,-1.1,,,,bassich01
Skye Bolt,25,11,.173,-3,.143,.100,0.0%,27.3%,9.1%,86.5,20.0%,28.6%,28.6%,28.6%,0.40,14.3%,42.9%,42.9%,-0.1,0.0%,-1.7,50%,,100%,boltsk01
Seth Brown,26,83,.351,119,.423,.160,0.0%,27.7%,8.4%,89.6,40.8%,34.6%,32.7%,23.1%,0.49,34.6%,51.9%,13.5%,0.6,0.5%,1.7,37%,100%,0%,brownse01
Mark Canha,30,497,.394,152,.308,.244,5.2%,21.5%,13.5%,89.9,45.2%,23.0%,41.0%,23.9%,0.69,34.8%,47.5%,17.7%,1.3,0.8%,24.4,31%,60%,54%,canhama01
Matt Chapman,26,670,.361,129,.270,.257,5.4%,21.9%,10.9%,93.8,54.0%,19.1%,41.7%,28.0%,0.71,27.8%,54.2%,18.0%,3.6,2.7%,29.3,34%,50%,51%,chapmma01
