--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Khris Davis,31,533,.299,85,.264,.166,4.3%,27.4%,8.8%,90.7,43.1%,23.7%,42.7%,28.5%,0.75,25.0%,57.7%,17.3%,-0.8,-0.6%,-10.7,29%,,30%,daviskh01
Dustin Garneau,31,19,.395,152,.333,.294,5.3%,21.1%,10.5%,90.5,33.3%,15.4%,23.1%,46.2%,0.30,30.8%,46.2%,23.1%,0.5,0.4%,4.8,33%,,0%,garnedu01
Robbie Grossman,29,482,.306,90,.288,.107,1.2%,17.8%,12.2%,88.0,32.7%,29.5%,40.2%,24.1%,0.68,25.1%,55.2%,19.7%,-0.6,-0.2%,-4.0,33%,69%,43%,grossro01
Chris Herrmann,31,94,.258,55,.296,.071,1.1%,30.9%,9.6%,89.1,35.3%,21.4%,57.1%,14.3%,1.39,23.2%,53.6%,23.2%,-0.3,-0.3%,-7.9,32%,,50%,herrmch01
Nick Hundley,35,73,.241,49,.240,.157,2.7%,24.7%,2.7%,84.9,31.8%,13.5%,44.2%,30.8%,0.79,21.2%,51.9%,26.9%,-1.2,-0.7%,-12.8,20%,0%,25%,hundlni01
Corban Joseph,30,40,.232,38,.188,.135,2.5%,12.5%,5.0%,86.8,23.3%,21.2%,54.5%,15.2%,1.20,33.3%,48.5%,18.2%,-0.2,-0.2%,-2.9,38%,,40%,josepco01
Ramón Laureano,24,481,.363,127,.342,.233,5.0%,25.6%,5.6%,89.9,42.4%,27.5%,36.3%,27.2%,0.58,27.5%,55.9%,16.6%,2.1,1.8%,13.3,40%,87%,51%,laurera01
Nick Martini,29,13,.254,54,.000,.273,7.7%,38.5%,15.4%,90.4,50.0%,16.7%,33.3%,50.0%,0.50,33.3%,33.3%,33.3%,-0.1,0.0%,0.0,0%,,,martini02
Daniel Mengden,26,2,.000,-125,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,-0.1%,-0.9,,,,mengdda01
Frankie Montas,26,2,.348,120,.000,.000,0.0%,0.0%,50.0%,87.0,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.0,0%,,,montafr02
Kendrys Morales,36,126,.272,66,.239,.056,0.8%,15.9%,11.1%,92.6,51.2%,29.2%,44.9%,19.1%,0.82,28.4%,52.3%,19.3%,-0.6,-0.4%,-5.4,21%,,20%,moralke01
Sean Murphy,24,60,.368,133,.273,.321,6.7%,26.7%,10.0%,92.0,43.8%,27.0%,48.6%,18.9%,0.95,45.9%,37.8%,16.2%,-0.4,-0.2%,0.1,63%,,50%,murphse01
Sheldon Neuse,24,61,.265,61,.368,.054,0.0%,31.2%,6.6%,90.9,48.6%,34.2%,44.7%,18.4%,0.81,18.4%,60.5%,21.1%,-0.3,-0.1%,-2.2,17%,,0%,neusesh01
Matt Olson,25,547,.373,138,.300,.277,6.6%,25.2%,9.3%,92.8,53.7%,26.0%,32.4%,30.3%,0.49,41.3%,47.4%,11.3%,4.7,3.4%,29.5,24%,,41%,olsonma02
Yusmeiro Petit,34,1,.000,-125,.000,.000,0.0%,0.0%,0.0%,82.8,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-1.6,,,,petityu01
Josh Phegley,31,342,.305,90,.258,.172,3.5%,18.4%,4.4%,84.2,25.8%,27.1%,35.7%,27.9%,0.56,37.0%,45.9%,17.1%,-0.7,-0.5%,7.2,38%,0%,25%,phegljo01
Chad Pinder,27,370,.306,91,.284,.176,3.5%,23.8%,5.4%,91.7,48.9%,25.7%,49.0%,19.5%,0.97,23.7%,56.4%,19.8%,-1.4,-0.9%,-10.2,33%,0%,46%,pindech01
Stephen Piscotty,28,393,.309,91,.289,.162,3.3%,21.4%,7.4%,89.4,42.9%,26.7%,44.4%,25.6%,0.80,19.6%,61.5%,18.9%,-0.9,-0.6%,-9.8,31%,100%,50%,piscost01
Jurickson Profar,26,518,.306,88,.218,.192,3.9%,14.5%,9.3%,87.1,33.8%,23.3%,42.9%,23.3%,0.75,40.3%,43.7%,16.0%,0.0,-0.1%,-4.7,32%,90%,41%,profaju01
Marcus Semien,28,747,.384,147,.294,.237,4.4%,13.7%,11.7%,89.4,41.2%,25.2%,40.8%,25.5%,0.69,28.6%,52.0%,19.4%,2.3,1.6%,43.9,37%,56%,44%,semiema01
Beau Taylor,29,27,.325,104,.143,.273,7.4%,22.2%,14.8%,89.2,47.1%,17.6%,64.7%,17.6%,1.83,52.9%,17.6%,29.4%,0.0,0.0%,-0.9,14%,,0%,taylobe11
Beau Taylor,29,1,,,.000,.000,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,taylobe11
League Average,,,.328,99,.297,.185,3.7%,23.0%,8.5%,89.2,40.3%,25.2%,42.2%,24.0%,0.74,29.5%,52.5%,17.9%,,,,31%,72%,40%,-9999
Team Total,,6269,.335,110,.282,.199,4.1%,21.3%,9.2%,89.8,42.2%,24.9%,41.2%,25.4%,0.71,30.1%,52.1%,17.8%,7.0,5.9%,71.6,33%,70%,42%,-9999
