--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Austin Allen,28,16,.144,-18,.200,.000,0.0%,56.3%,6.3%,92.7,60.0%,0.0%,40.0%,40.0%,0.67,20.0%,40.0%,40.0%,-0.2,-0.2%,-2.4,33%,,25%,allenau01
Nick Allen,23,326,.248,57,.250,.084,1.2%,19.6%,5.8%,81.3,22.3%,20.7%,49.2%,19.8%,1.06,18.2%,49.6%,32.2%,-1.6,-0.1%,-18.0,35%,60%,58%,allenni02
Elvis Andrus,33,386,.304,99,.268,.136,2.1%,16.1%,7.8%,88.1,34.0%,20.9%,44.9%,24.7%,0.82,26.7%,52.7%,20.5%,-0.4,-0.3%,-6.0,30%,64%,70%,andruel01
Luis Barrera,26,85,.299,88,.283,.104,1.2%,20.0%,7.1%,85.6,32.8%,21.3%,52.5%,21.3%,1.19,39.3%,34.4%,26.2%,0.3,0.2%,-3.3,8%,100%,40%,barrelu01
Christian Bethancourt,30,182,.307,98,.306,.136,2.2%,22.5%,5.5%,90.8,46.9%,23.3%,47.3%,23.3%,0.92,19.4%,58.9%,21.7%,-0.3,-0.2%,0.0,37%,80%,42%,bethach01
Skye Bolt,28,116,.271,66,.233,.132,3.5%,25.9%,6.0%,88.4,35.5%,22.1%,46.8%,24.7%,0.90,32.5%,51.9%,15.6%,-1.1,0.0%,-4.0,22%,100%,20%,boltsk01
Jonah Bride,26,187,.261,66,.246,.043,0.5%,17.1%,10.2%,86.4,31.1%,26.5%,45.5%,21.2%,0.85,29.5%,54.5%,15.9%,-1.6,0.0%,-12.0,29%,100%,28%,bridejo01
Seth Brown,29,555,.328,113,.273,.214,4.5%,26.3%,9.2%,89.0,41.5%,24.5%,36.3%,30.4%,0.57,35.8%,48.7%,15.5%,1.3,0.0%,12.4,21%,85%,58%,brownse01
Conner Capel,25,40,.423,189,.423,.229,5.0%,20.0%,10.0%,87.7,32.1%,35.7%,39.3%,21.4%,0.65,25.0%,57.1%,17.9%,-0.1,0.0%,4.7,27%,50%,0%,capelco01
