--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Brandon Allen,25,158,.281,65,.303,.151,1.9%,34.8%,7.0%,25.0%,33.7%,29.3%,0.51,40.2%,38.0%,21.7%,-1.1,0.0%,-8.9,40%,100%,46%,allenbr01
Brett Anderson,23,1,.000,-136,.000,.000,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.1,,,,anderbr04
Daric Barton,25,280,.285,70,.260,.055,0.0%,16.8%,13.9%,20.3%,38.0%,30.7%,0.62,29.7%,55.2%,15.1%,0.0,0.1%,-4.5,29%,67%,34%,bartoda02
Trevor Cahill,23,5,.000,-136,.000,.000,0.0%,40.0%,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.2,-0.1%,-1.6,,,,cahiltr01
Chris Carter,24,46,.149,-28,.250,.000,0.0%,43.5%,4.4%,29.2%,20.8%,37.5%,0.26,29.2%,62.5%,8.3%,-0.7,-0.1%,-6.5,25%,,0%,cartech02
Coco Crisp,31,583,.327,92,.284,.115,1.4%,11.2%,7.0%,23.3%,41.6%,25.6%,0.75,32.1%,53.2%,14.7%,0.8,0.3%,-3.3,35%,84%,41%,crispco01
David DeJesus,31,506,.319,96,.274,.136,2.0%,17.0%,8.9%,17.3%,42.0%,31.9%,0.77,28.3%,51.4%,20.3%,-2.1,-1.1%,-7.8,33%,57%,53%,dejesda01
Mark Ellis,34,233,.261,50,.249,.074,0.4%,13.7%,3.4%,11.6%,45.8%,32.1%,0.88,24.7%,53.2%,22.1%,-1.8,-1.1%,-14.5,35%,78%,39%,ellisma01
Graham Godfrey,26,2,.000,-136,.000,.000,0.0%,50.0%,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.4,,,,godfrgr01
