--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Yonder Alonso,30,371,.381,142,.301,.260,5.9%,23.7%,13.5%,89.7,42.3%,25.1%,33.3%,29.0%,0.50,29.4%,48.1%,22.5%,1.9,0.6%,15.8,26%,100%,21%,alonsyo01
Franklin Barreto,21,76,.286,69,.333,.155,2.6%,43.4%,6.6%,88.7,42.9%,18.4%,31.6%,42.1%,0.46,21.1%,55.3%,23.7%,-0.2,0.0%,-3.5,40%,100%,50%,barrefr02
Paul Blackburn,23,3,.000,-132,.000,.000,0.0%,66.7%,0.0%,98.4,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-0.7,,,,blackpa01
Jaycob Brugman,25,162,.317,99,.340,.077,1.9%,23.5%,11.1%,87.4,32.3%,28.3%,46.2%,20.8%,0.89,34.9%,50.0%,15.1%,-0.4,-0.1%,-2.0,17%,33%,21%,brugmja01
Mark Canha,28,187,.282,69,.274,.173,2.7%,30.0%,3.7%,89.1,40.0%,28.0%,33.1%,23.7%,0.49,30.5%,49.2%,20.3%,0.5,0.1%,-8.9,25%,100%,14%,canhama01
Matt Chapman,24,326,.335,112,.290,.238,4.3%,28.2%,9.8%,90.9,43.6%,21.0%,33.5%,32.0%,0.50,23.5%,55.0%,21.5%,0.5,0.0%,2.0,28%,0%,65%,chapmma01
Jharel Cotton,25,2,.000,-132,.000,.000,0.0%,50.0%,0.0%,89.5,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-0.7,,,,cottojh01
Khris Davis,29,652,.371,134,.290,.281,6.6%,29.9%,11.2%,92.9,55.8%,25.9%,39.4%,28.6%,0.65,20.6%,61.6%,17.7%,3.2,0.5%,25.9,27%,100%,32%,daviskh01
Rajai Davis,36,328,.294,72,.288,.120,1.5%,21.3%,7.9%,86.1,29.4%,29.3%,44.8%,15.5%,0.83,26.7%,50.4%,22.8%,-0.2,-0.2%,-17.7,47%,81%,65%,davisra01
Jaff Decker,27,62,.270,64,.303,.060,0.0%,27.4%,12.9%,84.5,31.3%,36.1%,33.3%,13.9%,0.60,30.6%,50.0%,19.4%,-0.4,-0.3%,-3.7,21%,50%,25%,deckeja01
Dustin Garneau,29,52,.254,51,.194,.091,1.9%,23.1%,15.4%,81.5,23.3%,34.4%,25.0%,25.0%,0.33,37.5%,34.4%,28.1%,-0.2,0.0%,-4.3,27%,,50%,garnedu01
Daniel Gossett,24,7,.160,-64,1.000,.000,0.0%,57.1%,0.0%,64.9,0.0%,0.0%,33.3%,0.0%,,33.3%,66.7%,0.0%,-0.1,0.0%,-1.3,100%,,100%,gosseda01
Kendall Graveman,26,1,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,graveke01
Ryon Healy,25,605,.331,106,.319,.181,4.1%,23.5%,3.8%,88.4,42.3%,25.2%,43.1%,24.3%,0.76,26.8%,58.3%,14.9%,1.1,0.0%,3.9,26%,0%,41%,healyry01
Matt Joyce,32,544,.343,114,.263,.230,4.6%,20.8%,12.1%,88.4,37.3%,26.2%,38.0%,29.5%,0.62,34.2%,52.3%,13.5%,0.5,-0.3%,5.2,34%,80%,39%,joycema01
Ryan LaMarre,28,8,.087,-69,.000,.000,0.0%,37.5%,12.5%,76.2,25.0%,0.0%,75.0%,25.0%,3.00,25.0%,50.0%,25.0%,-0.2,-0.1%,-1.5,0%,,,lamarry01
Ryan Lavarnway,29,13,.341,113,.375,.091,0.0%,23.1%,7.7%,87.3,37.5%,50.0%,37.5%,12.5%,0.60,37.5%,50.0%,12.5%,-0.2,0.0%,-0.8,0%,,0%,lavarry01
Jed Lowrie,33,645,.353,122,.314,.171,2.2%,15.5%,11.3%,89.0,39.3%,34.3%,30.0%,28.3%,0.43,28.7%,48.3%,23.0%,1.5,0.3%,21.9,33%,0%,22%,lowrije01
Sean Manaea,25,5,.174,-34,.000,.000,0.0%,40.0%,20.0%,90.6,0.0%,0.0%,50.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,0%,,,manaese01
Bruce Maxwell,26,253,.298,82,.316,.096,1.2%,24.9%,12.3%,88.8,41.4%,28.9%,47.8%,19.5%,0.93,27.7%,50.3%,22.0%,-0.4,-0.1%,-4.4,23%,,10%,maxwebr01
Daniel Mengden,24,4,.499,268,.500,.000,0.0%,0.0%,25.0%,83.4,50.0%,0.0%,66.7%,0.0%,,66.7%,0.0%,33.3%,0.0,0.0%,0.7,50%,,,mengdda01
Renato Núñez,23,16,.278,67,.333,.200,6.3%,50.0%,6.3%,82.2,20.0%,28.6%,28.6%,14.3%,0.40,28.6%,57.1%,14.3%,-0.2,0.0%,0.2,0%,,,nunezre01
Matt Olson,23,216,.410,163,.238,.392,11.1%,27.8%,10.2%,92.1,53.9%,20.2%,38.0%,31.0%,0.64,45.7%,40.3%,14.0%,1.0,0.0%,10.8,17%,,29%,olsonma02
Josh Phegley,29,161,.258,55,.223,.134,1.9%,16.2%,5.6%,85.3,31.6%,24.2%,35.5%,30.6%,0.55,29.0%,50.8%,20.2%,-0.9,0.0%,-11.9,28%,0%,22%,phegljo01
Chad Pinder,25,309,.329,105,.292,.220,4.9%,29.8%,5.8%,90.1,47.4%,29.5%,41.5%,24.9%,0.71,20.7%,57.0%,22.3%,-0.4,0.1%,-4.8,27%,67%,38%,pindech01
Trevor Plouffe,31,199,.281,71,.271,.143,3.5%,29.2%,8.0%,89.0,45.1%,28.8%,48.8%,14.4%,0.95,26.4%,66.4%,7.2%,-2.2,-1.1%,-17.1,31%,50%,33%,plouftr01
Boog Powell,24,92,.376,142,.390,.173,3.3%,22.8%,9.8%,86.0,17.9%,27.4%,37.1%,22.6%,0.61,16.1%,58.1%,25.8%,0.5,0.0%,4.0,44%,0%,56%,powelbo02
Adam Rosales,34,223,.278,68,.319,.112,1.8%,29.6%,4.5%,85.1,30.0%,28.3%,31.7%,28.3%,0.49,31.7%,48.3%,20.0%,0.1,0.1%,-6.5,19%,50%,31%,rosalad01
Marcus Semien,26,386,.327,99,.300,.149,2.6%,22.0%,9.8%,87.4,32.6%,28.0%,37.9%,25.7%,0.62,32.6%,47.9%,19.5%,0.8,0.1%,3.7,37%,92%,50%,semiema01
Chris Smith,36,1,.000,-132,.000,.000,0.0%,0.0%,0.0%,60.0,0.0%,0.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.2,,,,smithch08
Jake Smolinski,28,29,.269,62,.333,.037,0.0%,20.7%,3.5%,85.3,36.8%,28.6%,47.6%,19.0%,0.91,33.3%,52.4%,14.3%,0.0,0.0%,-2.6,8%,,0%,smolija01
Stephen Vogt,32,174,.279,71,.244,.140,2.3%,17.8%,9.2%,85.1,32.4%,23.6%,38.6%,24.4%,0.63,30.7%,48.0%,21.3%,-0.8,-0.4%,-0.7,17%,0%,30%,vogtst01
