--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Aaron Harang,37,58,.185,-21,.267,.021,0.0%,31.0%,1.7%,77.3,17.9%,7.7%,53.8%,7.7%,3.50,15.4%,69.2%,15.4%,-0.7,-0.1%,-8.1,44%,,0%,haranaa01
Cesar Hernandez,25,452,.329,100,.342,.077,0.2%,19.0%,8.9%,85.2,31.6%,25.3%,51.5%,13.3%,1.26,25.3%,53.7%,21.0%,0.8,-0.1%,9.6,37%,79%,42%,hernace02
Odubel Herrera,23,537,.341,113,.387,.121,1.5%,24.0%,5.2%,88.8,39.2%,31.7%,46.0%,13.7%,0.91,31.2%,51.3%,17.5%,-0.1,-0.1%,8.5,32%,67%,45%,herreod01
Ryan Howard,35,503,.310,90,.272,.214,4.6%,27.4%,5.4%,91.5,47.9%,34.9%,38.0%,25.3%,0.61,40.1%,49.1%,10.8%,-0.1,-0.2%,4.4,26%,,22%,howarry01
Erik Kratz,35,23,.253,48,.263,.091,0.0%,13.0%,4.4%,82.6,5.6%,31.6%,42.1%,21.1%,0.73,26.3%,52.6%,21.1%,0.0,0.0%,-1.2,50%,,,kratzer01
Adam Loewen,31,3,.301,83,.333,.000,0.0%,0.0%,0.0%,78.2,50.0%,0.0%,100.0%,0.0%,,33.3%,66.7%,0.0%,0.0,0.0%,-0.4,0%,,100%,loewead01
Dustin McGowan,33,3,.000,-139,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.5,,,,mcgowdu01
Adam Morgan,25,27,.153,-31,.143,.038,0.0%,44.4%,0.0%,91.4,28.6%,26.7%,46.7%,6.7%,1.40,0.0%,60.0%,40.0%,-0.3,0.0%,-4.2,100%,,33%,morgaad01
Hector Neris,26,1,.000,-139,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,,,,nerishe01
Aaron Nola,22,26,.104,-75,.286,.000,0.0%,61.5%,3.9%,94.8,75.0%,11.1%,55.6%,0.0%,5.00,0.0%,55.6%,44.4%,-0.5,0.0%,-4.2,0%,,,nolaaa01
Sean O'Sullivan,27,23,.136,-51,.200,.050,0.0%,43.5%,4.4%,86.5,22.2%,16.7%,33.3%,16.7%,0.80,0.0%,75.0%,25.0%,-0.3,-0.1%,-3.1,67%,,50%,osullse01
Ben Revere,27,388,.340,106,.328,.077,0.3%,9.3%,4.9%,82.1,14.0%,26.8%,57.8%,12.0%,1.44,28.0%,58.1%,13.9%,0.7,-0.2%,6.0,37%,83%,43%,reverbe01
Darin Ruf,28,297,.320,97,.268,.179,4.0%,23.2%,7.1%,90.4,45.0%,24.8%,46.5%,23.3%,0.87,30.2%,53.0%,16.8%,-1.0,-0.1%,0.5,23%,100%,17%,rufda01
Carlos Ruiz,36,320,.274,63,.242,.074,0.6%,13.4%,8.8%,84.9,20.7%,30.2%,44.5%,18.4%,0.82,18.8%,55.1%,26.1%,-1.5,-0.4%,-16.2,23%,50%,22%,ruizca01
Cameron Rupp,26,299,.298,82,.281,.141,3.0%,23.8%,8.0%,89.6,41.2%,25.9%,44.3%,19.4%,0.81,16.4%,57.2%,26.4%,-1.2,-0.2%,-8.4,19%,0%,32%,ruppca01
Grady Sizemore,32,104,.283,70,.320,.051,0.0%,22.1%,5.8%,91.6,47.8%,28.0%,50.7%,18.7%,1.03,37.3%,48.0%,14.7%,-0.3,-0.2%,-1.4,13%,,17%,sizemgr01
Darnell Sweeney,24,98,.278,73,.218,.176,3.1%,27.6%,13.3%,90.3,40.0%,27.6%,43.1%,24.1%,0.76,29.3%,51.7%,19.0%,-0.2,0.0%,-0.3,23%,0%,86%,sweenda02
Chase Utley,36,282,.287,71,.227,.116,1.8%,12.4%,7.8%,88.1,33.0%,25.8%,42.5%,21.3%,0.75,33.0%,51.1%,15.8%,-0.3,-0.1%,-6.3,24%,100%,55%,utleych01
Jerome Williams,33,36,.146,-47,.118,.032,0.0%,38.9%,2.8%,86.9,33.3%,28.6%,42.9%,0.0%,1.13,23.8%,61.9%,14.3%,-0.6,-0.2%,-5.1,0%,,,willije01
League Average,,,.320,93,.301,.144,2.5%,20.9%,7.6%,88.4,37.8%,27.3%,45.8%,18.7%,0.88,26.4%,53.6%,19.9%,,,,29%,71%,40%,-9999
Team Total,,6053,.311,90,.299,.133,2.2%,21.1%,6.4%,87.6,34.3%,28.0%,45.1%,18.0%,0.87,28.7%,54.0%,17.2%,-6.3,-2.1%,-39.5,29%,73%,38%,-9999
