--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Jorge Alfaro,25,377,.329,96,.406,.145,2.7%,36.6%,4.8%,92.0,45.9%,25.1%,48.8%,23.2%,0.95,16.9%,56.5%,26.6%,-0.2,-0.2%,0.7,22%,100%,23%,alfarjo01
Aaron Altherr,27,285,.285,66,.247,.152,2.8%,31.9%,12.6%,91.3,50.7%,20.8%,48.7%,22.7%,0.95,28.6%,53.2%,18.2%,0.0,0.1%,-7.4,26%,60%,58%,altheaa01
Drew Anderson,24,4,.000,-225,.000,.000,0.0%,25.0%,0.0%,96.2,100.0%,0.0%,66.7%,0.0%,,0.0%,66.7%,33.3%,0.0,0.0%,-0.7,,,,anderdr02
Jake Arrieta,32,50,.180,-17,.294,.067,2.0%,54.0%,6.0%,87.5,31.3%,20.0%,30.0%,25.0%,0.67,20.0%,60.0%,20.0%,-0.6,-0.4%,-7.4,25%,,0%,arrieja01
Jose Bautista,37,57,.385,138,.321,.222,3.5%,26.3%,19.3%,93.6,48.1%,33.3%,26.7%,33.3%,0.36,40.0%,56.7%,3.3%,0.1,0.0%,3.4,48%,67%,44%,bautijo02
Justin Bour,30,54,.294,68,.286,.122,1.9%,24.1%,7.4%,90.1,44.8%,25.0%,44.4%,13.9%,0.80,33.3%,38.9%,27.8%,0.0,0.0%,-4.2,33%,100%,0%,bourju01
Asdrubal Cabrera,32,185,.297,74,.266,.164,2.7%,20.5%,6.5%,90.4,41.2%,24.1%,42.1%,24.8%,0.73,36.8%,45.9%,17.3%,-0.3,-0.4%,-3.3,31%,,27%,cabreas01
Dylan Cozens,24,44,.265,46,.385,.132,2.3%,54.6%,13.6%,95.9,61.5%,21.4%,42.9%,35.7%,0.75,28.6%,57.1%,14.3%,-0.2,-0.1%,-4.3,7%,100%,100%,cozendy01
J.P. Crawford,23,138,.318,86,.286,.179,2.2%,26.8%,9.4%,87.3,37.3%,22.0%,37.8%,26.8%,0.65,40.2%,43.9%,15.9%,0.0,-0.1%,0.8,35%,100%,46%,crawfjp01
Austin Davis,25,3,.000,-143,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,-0.1%,-0.9,,,,davisau01
Enyel De Los Santos,22,5,.000,-306,.000,.000,0.0%,40.0%,0.0%,25.2,0.0%,0.0%,0.0%,0.0%,,0.0%,33.3%,66.7%,-0.1,-0.1%,-1.1,,,,delosen01
Seranthony Dominguez,23,2,.346,110,,.000,0.0%,50.0%,50.0%,,,,,,,,,,0.0,0.0%,0.0,0%,,,dominse01
Zach Eflin,24,50,.106,-89,.250,.068,2.0%,62.0%,0.0%,84.8,36.4%,0.0%,52.6%,5.3%,5.00,21.1%,42.1%,36.8%,-0.7,-0.6%,-10.3,67%,,0%,eflinza01
Jerad Eickhoff,27,1,.000,-143,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,eickhje01
