--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Mickey Moniak,23,37,.174,-15,.125,.091,2.7%,43.2%,8.1%,88.4,38.9%,5.6%,55.6%,33.3%,1.43,11.1%,66.7%,22.2%,-0.2,-0.2%,-4.8,33%,,100%,moniami01
Matt Moore,32,20,.000,-144,.000,.000,0.0%,65.0%,0.0%,66.2,14.3%,14.3%,57.1%,0.0%,4.00,28.6%,57.1%,14.3%,-0.4,-0.3%,-4.5,,,,moorema02
Hector Neris,32,1,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,nerishe01
Aaron Nola,28,63,.199,-2,.333,.041,0.0%,46.0%,9.5%,67.1,10.7%,21.4%,39.3%,3.6%,1.57,7.1%,60.7%,32.1%,-0.1,-0.1%,-3.8,39%,,0%,nolaaa01
Roman Quinn,28,62,.266,62,.273,.115,0.0%,30.7%,9.7%,81.8,27.3%,24.2%,39.4%,15.2%,0.76,45.5%,48.5%,6.1%,-0.4,-0.3%,-2.0,40%,57%,75%,quinnro01
J.T. Realmuto,30,537,.347,111,.325,.176,3.2%,24.0%,8.9%,89.6,44.7%,23.2%,46.7%,24.4%,0.88,21.8%,56.2%,22.1%,1.5,0.4%,11.3,28%,81%,58%,realmjt01
Ramon Rosso,25,1,,,,,0.0%,0.0%,0.0%,40.0,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,rossora01
Jean Segura,31,567,.350,115,.317,.146,2.5%,13.8%,6.9%,86.8,37.6%,22.7%,51.9%,19.3%,1.10,24.3%,54.4%,21.3%,0.9,0.2%,8.9,34%,75%,56%,segurje01
Ranger Suarez,25,23,.262,40,.273,.125,0.0%,21.7%,4.4%,70.8,6.7%,18.8%,25.0%,25.0%,0.57,18.8%,50.0%,31.3%,-0.1,-0.1%,-1.3,40%,,50%,suarera01
Ronald Torreyes,28,344,.281,66,.258,.104,2.0%,11.9%,5.5%,80.9,14.1%,22.6%,45.2%,22.3%,0.87,30.0%,51.2%,18.7%,0.5,-0.1%,0.1,26%,67%,36%,torrero01
Vince Velasquez,29,26,.108,-76,.154,.000,0.0%,34.6%,3.9%,73.2,37.5%,18.8%,37.5%,6.3%,1.00,12.5%,62.5%,25.0%,-0.3,-0.2%,-4.3,0%,,0%,velasvi01
Matt Vierling,24,77,.375,129,.420,.155,2.6%,26.0%,5.2%,91.5,53.8%,26.9%,53.8%,17.3%,1.17,17.3%,55.8%,26.9%,0.1,0.3%,2.0,35%,100%,60%,vierlma01
Zack Wheeler,31,73,.169,-21,.379,.029,0.0%,53.4%,0.0%,71.8,14.7%,23.5%,44.1%,8.8%,1.36,14.7%,52.9%,32.4%,-0.8,-0.7%,-8.6,9%,,0%,wheelza01
Luke Williams,24,108,.302,85,.311,.071,0.9%,21.3%,9.3%,80.8,25.3%,17.3%,53.3%,14.7%,1.38,33.8%,59.5%,6.8%,0.2,0.1%,-4.3,21%,50%,50%,willilu01
League Average,,,.322,94,.292,.165,3.2%,23.5%,8.9%,87.6,38.1%,23.4%,42.8%,25.6%,0.77,28.5%,54.0%,17.6%,,,,31%,75%,40%,-9999
Team Total,,6089,.323,95,.286,.168,3.3%,23.0%,9.3%,87.0,37.1%,23.4%,43.8%,23.7%,0.82,28.0%,53.0%,19.0%,1.8,-1.0%,3.6,31%,80%,41%,-9999
