--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Chase Anderson,33,14,.000,-195,.000,.000,0.0%,42.9%,0.0%,51.2,12.5%,12.5%,25.0%,0.0%,2.00,25.0%,50.0%,25.0%,-0.2,-0.1%,-2.8,,,,anderch01
Alec Bohm,24,417,.298,77,.327,.095,1.7%,26.6%,7.4%,92.0,49.8%,28.2%,52.7%,16.5%,1.12,20.1%,56.0%,23.8%,-0.8,-0.8%,-11.7,33%,100%,24%,bohmal01
Jorge Bonifacio,28,12,.125,-44,.200,.000,0.0%,50.0%,8.3%,74.6,20.0%,20.0%,40.0%,40.0%,0.67,20.0%,40.0%,40.0%,0.0,0.0%,-1.1,0%,,,bonifjo01
Archie Bradley,28,1,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,bradlar01
Sam Coonrod,28,1,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,coonrsa01
Hans Crouse,22,1,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,,,,crousha01
Zach Eflin,27,37,.046,-138,.000,.000,0.0%,40.5%,2.7%,66.2,15.0%,0.0%,50.0%,10.0%,2.50,15.0%,65.0%,20.0%,-0.6,-0.4%,-7.7,50%,,0%,eflinza01
Bailey Falter,24,5,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,-0.1%,-1.2,,,,falteba01
Freddy Galvis,31,120,.312,89,.224,.168,4.2%,15.8%,7.5%,85.0,30.0%,25.6%,35.6%,28.9%,0.55,40.0%,46.7%,13.3%,0.0,-0.1%,-0.4,40%,,33%,galvifr01
Kyle Gibson,33,28,.174,-13,.176,.111,3.6%,32.1%,0.0%,76.4,21.1%,0.0%,68.4%,5.3%,4.33,15.8%,47.4%,36.8%,-0.3,-0.1%,-4.1,67%,,50%,gibsoky01
Didi Gregorius,31,408,.279,64,.217,.160,3.2%,16.4%,6.1%,85.8,26.8%,21.8%,38.0%,26.0%,0.62,35.7%,47.4%,16.9%,-1.8,-1.5%,-19.4,23%,100%,48%,gregodi01
J.D. Hammer,26,1,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,hammejd01
Bryce Harper,28,599,.438,178,.359,.305,5.8%,22.4%,16.7%,91.1,49.7%,27.2%,39.7%,26.4%,0.69,31.1%,48.6%,20.3%,4.7,3.6%,55.5,30%,81%,36%,harpebr03
Adam Haseley,25,21,.178,-6,.235,.048,0.0%,19.1%,0.0%,84.4,17.6%,23.5%,41.2%,29.4%,0.70,5.9%,58.8%,35.3%,-0.3,-0.2%,-2.8,50%,,100%,haselad01
Odubel Herrera,29,492,.327,98,.285,.156,2.6%,15.7%,5.9%,87.7,40.2%,25.9%,47.8%,17.7%,0.96,24.3%,55.9%,19.8%,-0.4,0.0%,2.1,33%,86%,35%,herreod01
Rhys Hoskins,28,443,.378,136,.270,.283,6.1%,24.4%,10.6%,91.2,46.3%,24.4%,29.7%,36.7%,0.42,34.3%,48.4%,17.3%,1.3,1.0%,11.7,31%,60%,39%,hoskirh01
Spencer Howard,24,7,.357,124,.667,.167,0.0%,42.9%,0.0%,74.2,25.0%,25.0%,50.0%,0.0%,2.00,0.0%,25.0%,75.0%,-0.1,0.0%,-0.6,0%,,,howarsp01
Travis Jankowski,30,157,.337,101,.317,.099,0.6%,18.5%,14.0%,81.4,20.2%,24.0%,45.2%,19.2%,0.98,21.2%,54.8%,24.0%,0.1,-0.2%,4.9,39%,100%,43%,jankotr01
Matt Joyce,36,69,.219,20,.079,.127,2.9%,23.2%,17.4%,85.7,27.5%,12.5%,50.0%,30.0%,1.00,30.0%,65.0%,5.0%,-0.6,-0.4%,-4.7,24%,,50%,joycema01
Scott Kingery,27,19,.047,-99,.143,.000,0.0%,63.2%,0.0%,72.5,0.0%,14.3%,28.6%,57.1%,0.40,42.9%,28.6%,28.6%,-0.4,-0.3%,-4.2,50%,,0%,kingesc01
Andrew Knapp,29,159,.200,9,.241,.062,1.3%,38.4%,6.3%,81.8,31.4%,18.6%,38.4%,30.2%,0.72,30.2%,54.7%,15.1%,-0.8,-0.6%,-14.3,33%,,75%,knappan01
Rafael Marchan,22,56,.293,75,.268,.115,1.8%,17.9%,7.1%,83.8,19.0%,28.6%,40.5%,16.7%,0.68,19.0%,71.4%,9.5%,-0.1,-0.1%,-4.6,40%,,67%,marchra01
Nick Maton,24,131,.323,94,.364,.128,1.5%,29.8%,7.6%,86.9,35.0%,30.0%,32.5%,31.3%,0.49,31.3%,53.8%,15.0%,0.7,0.7%,3.2,34%,100%,27%,matonni01
Andrew McCutchen,34,574,.342,109,.242,.222,4.7%,23.0%,14.1%,88.8,39.6%,21.6%,40.9%,30.5%,0.69,37.5%,48.7%,13.7%,0.8,0.0%,13.2,31%,86%,44%,mccutan01
Adonis Medina,24,1,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,medinad01
Brad Miller,31,377,.334,103,.276,.227,5.3%,29.7%,11.9%,92.1,47.9%,21.9%,44.3%,26.5%,0.80,27.1%,57.8%,15.1%,0.0,-0.4%,5.4,33%,100%,31%,millebr02
