--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Aaron Altherr,28,30,.093,-74,.050,.034,0.0%,30.0%,3.3%,83.2,26.3%,35.0%,45.0%,20.0%,0.82,55.0%,40.0%,5.0%,-0.4,-0.3%,-5.0,40%,,0%,altheaa01
Drew Anderson,25,1,.000,-142,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,anderdr02
Jake Arrieta,33,50,.175,-26,.269,.022,0.0%,38.0%,2.0%,78.8,32.0%,30.0%,26.7%,13.3%,0.53,26.7%,53.3%,20.0%,-0.6,-0.5%,-6.5,25%,,25%,arrieja01
Rob Brantly,29,1,.000,-142,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,brantro01
Jay Bruce,32,149,.309,80,.190,.290,8.1%,19.5%,2.0%,91.0,46.7%,18.8%,35.0%,36.8%,0.54,38.5%,43.6%,17.9%,-0.7,-0.2%,-1.7,17%,,33%,bruceja01
Dylan Cozens,25,1,.000,-142,.000,.000,0.0%,0.0%,0.0%,73.9,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.1,,,,cozendy01
Enyel De Los Santos,23,1,.000,-142,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,delosen01
Corey Dickerson,30,137,.367,122,.333,.286,5.8%,24.1%,2.2%,88.2,40.9%,33.7%,30.7%,18.8%,0.44,28.7%,46.5%,24.8%,1.0,0.5%,13.4,15%,,22%,dickeco01
Seranthony Dominguez,24,1,.000,-142,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,dominse01
Zach Eflin,25,52,.163,-30,.348,.020,0.0%,51.9%,0.0%,79.7,19.0%,24.0%,28.0%,24.0%,0.54,24.0%,44.0%,32.0%,-0.8,-0.5%,-8.9,38%,,0%,eflinza01
Jerad Eickhoff,28,19,.046,-164,.000,.000,0.0%,36.8%,5.3%,81.5,50.0%,0.0%,54.5%,9.1%,6.00,27.3%,54.5%,18.2%,-0.3,-0.2%,-4.1,0%,,,eickhje01
