--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Ronald Acuna Jr.,23,360,.420,158,.311,.313,6.7%,23.6%,13.6%,93.8,54.9%,29.0%,31.8%,30.9%,0.47,33.2%,55.3%,11.5%,2.6,1.4%,22.4,41%,74%,67%,acunaro01
Ehire Adrianza,31,209,.326,94,.290,.154,2.4%,20.1%,10.1%,84.6,32.9%,27.8%,39.6%,21.5%,0.67,27.8%,57.6%,14.6%,-0.1,-0.2%,6.1,42%,,60%,adriaeh01
Ozzie Albies,24,686,.346,106,.278,.229,4.4%,18.7%,6.9%,89.5,37.4%,22.8%,31.3%,38.0%,0.46,33.7%,47.8%,18.5%,1.4,1.2%,17.7,40%,83%,58%,albieoz01
Abraham Almonte,32,175,.320,91,.255,.182,2.9%,21.7%,14.9%,89.3,41.8%,25.2%,46.8%,21.6%,0.88,33.3%,52.3%,14.4%,-0.1,-0.1%,-1.0,28%,50%,35%,almonab01
Ian Anderson,23,41,.075,-99,.250,.027,0.0%,70.7%,2.4%,63.2,18.2%,18.2%,45.5%,0.0%,2.50,0.0%,63.6%,36.4%,-0.8,-0.5%,-10.6,0%,,,anderia01
Orlando Arcia,26,78,.287,63,.245,.129,2.6%,20.5%,9.0%,87.1,34.5%,18.2%,50.9%,20.0%,1.04,30.9%,58.2%,10.9%,-0.4,0.0%,0.4,35%,100%,29%,arciaor01
Johan Camargo,27,18,.077,-82,.000,.000,0.0%,33.3%,11.1%,82.0,30.0%,10.0%,60.0%,20.0%,1.50,40.0%,40.0%,20.0%,-0.2,-0.1%,-4.0,50%,,,camarjo01
Jesse Chavez,37,3,.000,-137,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-1.2,,,,chaveje01
William Contreras,23,185,.305,79,.265,.184,4.3%,29.2%,10.3%,91.9,45.0%,20.0%,48.2%,29.1%,0.95,27.3%,60.9%,11.8%,-0.2,-0.1%,-2.2,23%,,27%,contrwi02
Travis d'Arnaud,32,229,.292,70,.260,.167,3.1%,23.1%,7.4%,89.9,43.9%,26.8%,46.5%,24.8%,0.87,24.8%,52.9%,22.3%,-1.1,-0.7%,-9.9,24%,,50%,darnatr01
Tucker Davidson,25,6,.000,-137,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.2,-0.2%,-2.1,,,,davidtu01
Adam Duvall,32,216,.341,105,.254,.286,7.4%,31.9%,6.5%,88.8,43.8%,16.9%,30.8%,38.5%,0.44,30.8%,56.2%,13.1%,0.7,0.5%,5.9,22%,,13%,duvalad01
Freddie Freeman,31,695,.391,140,.321,.203,4.5%,15.4%,12.2%,91.4,46.2%,25.1%,43.2%,29.1%,0.76,27.3%,54.5%,18.2%,3.5,2.4%,42.1,37%,73%,53%,freemfr01
Max Fried,27,67,.290,64,.405,.055,0.0%,26.9%,6.0%,77.2,33.3%,28.9%,42.2%,8.9%,1.12,11.1%,71.1%,17.8%,0.0,-0.1%,-0.6,37%,,60%,friedma01
Guillermo Heredia,30,347,.298,74,.282,.134,1.4%,23.3%,9.2%,86.3,34.7%,25.8%,43.6%,22.7%,0.78,28.0%,53.3%,18.7%,-1.5,-1.1%,-8.7,39%,,64%,heredgu01
Ender Inciarte,30,89,.265,47,.268,.101,2.3%,24.7%,7.9%,81.4,15.0%,18.3%,45.0%,21.7%,0.90,23.3%,60.0%,16.7%,-1.1,-0.6%,-6.4,38%,100%,25%,inciaen01
Alex Jackson,25,28,.173,-19,.100,.000,0.0%,46.4%,7.1%,92.8,40.0%,10.0%,60.0%,30.0%,1.50,40.0%,60.0%,0.0%,-0.3,-0.2%,-2.5,33%,,0%,jacksal02
Sean Kazmar Jr.,36,2,.000,-137,.000,.000,0.0%,0.0%,0.0%,77.1,0.0%,0.0%,100.0%,0.0%,,50.0%,50.0%,0.0%,0.0,0.0%,-0.7,0%,,0%,kazmase01
Jonathan Lucroy,35,9,.373,131,.333,.000,0.0%,22.2%,33.3%,75.1,25.0%,0.0%,25.0%,25.0%,0.50,25.0%,50.0%,25.0%,0.0,0.0%,0.5,50%,,100%,lucrojo01
Jeff Mathis,38,9,.000,-137,.000,.000,0.0%,55.6%,0.0%,74.5,0.0%,25.0%,25.0%,25.0%,0.50,25.0%,25.0%,50.0%,-0.2,-0.1%,-2.1,,,,mathije01
A.J. Minter,27,1,.000,-137,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,minteaj01
Charlie Morton,37,62,.121,-71,.292,.018,0.0%,50.0%,0.0%,68.9,6.5%,16.1%,35.5%,19.4%,0.92,12.9%,64.5%,22.6%,-1.0,-0.7%,-13.2,71%,,0%,mortoch02
Kyle Muller,23,13,.133,-55,.250,.000,0.0%,53.9%,7.7%,78.4,20.0%,0.0%,80.0%,0.0%,,20.0%,80.0%,0.0%,-0.2,-0.1%,-2.0,0%,,0%,mulleky01
Sean Newcomb,28,2,.000,-374,,.000,0.0%,50.0%,0.0%,15.8,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.5,,,0%,newcose01
Marcell Ozuna,30,208,.286,66,.244,.144,3.4%,22.1%,9.1%,89.7,41.1%,27.5%,35.9%,29.6%,0.56,26.1%,59.2%,14.8%,-1.0,-0.6%,-3.5,26%,,20%,ozunama01
Cristian Pache,22,68,.183,-11,.162,.095,1.5%,36.8%,2.9%,76.3,27.5%,12.5%,45.0%,17.5%,1.00,40.0%,52.5%,7.5%,-0.7,-0.5%,-6.2,50%,,50%,pachecr01
Joc Pederson,29,194,.331,97,.290,.179,3.6%,22.2%,8.8%,89.9,50.0%,23.7%,43.5%,26.7%,0.79,26.0%,60.3%,13.7%,0.2,0.4%,5.8,23%,,42%,pederjo01
Austin Riley,24,662,.386,137,.368,.227,5.0%,25.4%,7.9%,90.1,45.9%,28.6%,38.8%,24.9%,0.63,27.9%,55.6%,16.5%,1.0,0.8%,26.0,28%,0%,35%,rileyau01
Eddie Rosario,29,106,.377,130,.250,.302,6.6%,13.2%,8.5%,88.2,37.3%,22.9%,31.3%,36.1%,0.46,43.4%,47.0%,9.6%,0.8,0.8%,3.9,21%,67%,33%,rosared01
Pablo Sandoval,34,86,.293,71,.205,.164,4.7%,29.1%,12.8%,91.2,46.8%,27.1%,35.4%,27.1%,0.55,16.7%,66.7%,16.7%,0.8,0.4%,-1.3,30%,,0%,sandopa01
Edgar Santana,29,1,.000,-137,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,santaed01
Kevan Smith,33,101,.197,-1,.242,.033,0.0%,28.7%,9.9%,87.4,33.9%,21.0%,56.5%,19.4%,1.30,33.9%,54.8%,11.3%,-1.6,-1.0%,-11.0,24%,,17%,smithke04
Drew Smyly,32,43,.059,-105,.136,.000,0.0%,44.2%,0.0%,72.6,8.3%,8.3%,66.7%,8.3%,3.20,37.5%,45.8%,16.7%,-0.9,-0.6%,-11.3,0%,,,smylydr01
Jorge Soler,29,242,.385,136,.278,.255,5.8%,18.6%,12.0%,89.6,41.2%,21.8%,43.6%,26.1%,0.77,33.5%,48.2%,18.3%,1.7,1.7%,11.2,31%,,31%,solerjo01
Spencer Strider,22,2,.000,-374,,.000,0.0%,50.0%,0.0%,36.2,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,,,,stridsp01
Dansby Swanson,27,653,.334,99,.297,.201,4.1%,25.6%,8.0%,89.0,42.7%,24.2%,39.9%,28.9%,0.67,30.5%,52.9%,16.6%,-0.7,-0.6%,9.8,29%,75%,42%,swansda01
Josh Tomlin,36,5,.399,157,.500,.000,0.0%,20.0%,20.0%,70.2,0.0%,0.0%,33.3%,33.3%,1.00,0.0%,100.0%,0.0%,0.0,0.0%,1.0,0%,,0%,tomlijo01
Touki Toussaint,25,18,.082,-90,.000,.000,0.0%,50.0%,11.1%,75.4,0.0%,14.3%,71.4%,0.0%,5.00,0.0%,85.7%,14.3%,-0.2,-0.2%,-3.3,50%,,0%,toussto01
Stephen Vogt,36,87,.229,24,.193,.077,2.3%,23.0%,9.2%,88.3,32.2%,18.6%,33.9%,35.6%,0.53,30.5%,61.0%,8.5%,-0.3,-0.2%,-4.4,26%,,50%,vogtst01
Jacob Webb,27,2,.000,-137,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.5,,,,webbja01
Bryse Wilson,23,13,.125,-49,.143,.000,0.0%,38.5%,0.0%,83.6,28.6%,28.6%,57.1%,0.0%,1.33,14.3%,57.1%,28.6%,-0.2,-0.1%,-2.5,0%,,0%,wilsobr02
Kyle Wright,25,3,.415,157,.500,.333,0.0%,33.3%,0.0%,102.5,100.0%,0.0%,100.0%,0.0%,,50.0%,50.0%,0.0%,0.0,0.0%,0.0,100%,,100%,wrighky01
Huascar Ynoa,23,32,.271,55,.333,.219,6.3%,46.9%,0.0%,87.4,47.1%,17.6%,52.9%,23.5%,1.13,47.1%,35.3%,17.6%,-0.3,-0.3%,0.7,20%,,0%,ynoahu01
League Average,,,.322,94,.292,.165,3.2%,23.5%,8.9%,87.6,38.1%,23.4%,42.8%,25.6%,0.77,28.5%,54.0%,17.6%,,,,31%,75%,40%,-9999
Team Total,,6056,.330,96,.288,.191,4.0%,24.0%,9.1%,88.7,40.9%,24.1%,40.1%,27.9%,0.68,29.5%,54.3%,16.2%,-0.9,0.5%,41.9,33%,76%,44%,-9999
