--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
José Abreu,35,679,.368,137,.350,.141,2.2%,16.2%,9.1%,92.2,51.9%,25.1%,47.7%,24.0%,0.91,24.0%,56.0%,20.0%,1.6,1.0%,14.6,29%,,44%,abreujo02
Tim Anderson,29,351,.332,105,.347,.093,1.7%,15.7%,4.0%,88.2,41.5%,27.4%,55.2%,17.0%,1.23,22.7%,51.6%,25.6%,-0.7,-0.3%,-3.2,39%,100%,57%,anderti01
Elvis Andrus,33,191,.357,119,.282,.193,4.7%,15.7%,4.7%,86.1,36.7%,26.5%,47.0%,17.2%,0.92,31.1%,47.7%,21.2%,1.2,0.7%,5.5,32%,100%,77%,andruel01
Jake Burger,26,183,.323,104,.324,.208,4.4%,30.6%,5.5%,90.3,43.8%,21.1%,42.1%,30.7%,0.74,30.7%,47.4%,21.9%,-0.1,-0.2%,-3.2,25%,,32%,burgeja01
Adam Engel,30,260,.267,61,.317,.086,0.8%,29.2%,4.2%,87.6,33.3%,27.8%,38.5%,23.7%,0.63,29.6%,47.3%,23.1%,-0.1,0.0%,-6.7,35%,75%,41%,engelad01
Leury Garcia,31,315,.228,34,.255,.057,1.0%,20.6%,2.2%,86.0,35.7%,20.8%,51.7%,21.7%,1.11,27.5%,55.4%,17.1%,-2.4,-1.5%,-24.6,44%,100%,51%,garcile02
Romy Gonzalez,25,109,.268,68,.354,.114,1.8%,35.8%,1.8%,90.4,50.0%,13.4%,56.7%,26.9%,1.36,19.4%,55.2%,25.4%,-0.8,-0.2%,-1.9,50%,0%,17%,gonzaro01
Yasmani Grandal,33,376,.266,63,.249,.067,1.3%,21.0%,12.0%,90.0,40.0%,27.2%,43.6%,22.0%,0.77,28.4%,48.8%,22.8%,-1.4,-0.8%,-15.8,9%,100%,8%,grandya01
Josh Harrison,34,425,.304,90,.297,.114,1.7%,16.7%,4.9%,87.0,32.3%,21.6%,43.3%,28.2%,0.77,24.5%,56.1%,19.4%,-1.9,-1.1%,-12.1,33%,67%,28%,harrijo05
Adam Haseley,26,25,.344,121,.357,.000,0.0%,28.0%,12.0%,80.3,33.3%,13.3%,80.0%,0.0%,6.00,46.7%,33.3%,20.0%,0.0,0.0%,2.5,31%,,40%,haselad01
Eloy Jiménez,25,327,.372,140,.337,.205,4.9%,22.0%,8.6%,92.8,54.9%,21.9%,50.0%,25.4%,1.00,25.0%,56.3%,18.8%,1.3,0.9%,18.0,24%,,29%,jimenel02
Reese McGuire,27,166,.248,48,.283,.060,0.0%,19.9%,3.6%,82.5,25.6%,24.8%,36.0%,20.8%,0.63,29.6%,45.6%,24.8%,-0.6,-0.2%,-5.0,27%,,27%,mcguire01
Danny Mendick,28,106,.347,120,.352,.155,2.8%,21.7%,6.6%,85.1,20.0%,28.0%,42.7%,24.0%,0.78,24.0%,54.7%,21.3%,0.4,0.2%,0.9,56%,100%,42%,mendida01
Yoán Moncada,27,433,.283,74,.265,.141,2.8%,26.3%,7.4%,88.2,37.8%,21.1%,38.6%,32.6%,0.64,29.8%,50.9%,19.3%,-1.4,-0.7%,-5.7,27%,100%,37%,moncayo01
Mark Payton,30,25,.290,81,.176,.000,0.0%,16.0%,16.0%,84.7,11.8%,11.8%,47.1%,17.6%,0.89,41.2%,47.1%,11.8%,0.0,0.0%,-1.2,43%,,33%,paytoma01
Carlos Pérez,25,18,.240,44,.250,.111,0.0%,11.1%,0.0%,82.4,12.5%,25.0%,37.5%,25.0%,0.60,37.5%,50.0%,12.5%,-0.1,0.0%,-1.2,0%,,,perezca03
AJ Pollock,34,527,.302,89,.278,.143,2.7%,18.6%,6.1%,88.6,42.0%,23.0%,45.1%,22.0%,0.82,30.1%,53.7%,16.2%,0.4,0.1%,-11.3,32%,75%,36%,polloaj01
Luis Robert,24,401,.336,112,.329,.142,3.0%,19.2%,4.2%,89.3,42.8%,26.3%,45.1%,23.0%,0.82,25.0%,52.3%,22.7%,1.7,0.8%,17.2,35%,79%,48%,roberlu01
Gavin Sheets,26,410,.315,99,.272,.170,3.7%,21.0%,6.6%,88.4,36.3%,23.5%,40.8%,24.8%,0.69,32.7%,50.0%,17.3%,0.2,0.0%,2.3,18%,,30%,sheetga01
Lenyn Sosa,22,36,.184,3,.136,.114,2.8%,33.3%,2.8%,86.6,26.1%,8.7%,56.5%,30.4%,1.30,21.7%,60.9%,17.4%,-0.7,-0.4%,-7.9,50%,,100%,sosale01
Andrew Vaughn,24,555,.333,112,.301,.159,3.1%,17.3%,5.6%,90.8,49.3%,25.1%,48.0%,22.2%,0.92,22.0%,55.4%,22.7%,1.6,0.9%,14.5,27%,,26%,vaughan01
Seby Zavala,28,205,.329,109,.404,.112,1.0%,31.2%,9.3%,88.0,37.3%,29.4%,26.9%,33.6%,0.38,36.1%,41.2%,22.7%,-0.4,-0.2%,1.9,29%,,23%,zavalse01
League Average,,,.312,99,.289,.148,2.8%,22.2%,8.0%,88.2,38.6%,23.9%,42.5%,25.5%,0.75,29.1%,52.3%,18.7%,,,,30%,75%,41%,-9999
Team Total,,6123,.313,96,.304,.131,2.4%,20.7%,6.3%,88.9,41.0%,24.1%,45.3%,24.0%,0.84,27.1%,52.4%,20.6%,-2.3,-1.3%,-22.5,30%,85%,37%,-9999
