--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
José Abreu,31,553,.340,113,.294,.208,4.0%,19.7%,6.7%,92.0,49.0%,28.3%,44.2%,19.9%,0.79,23.9%,58.3%,17.8%,0.8,-0.2%,10.6,29%,100%,42%,abreujo02
Tim Anderson,25,606,.308,88,.289,.166,3.3%,24.6%,5.0%,86.1,29.7%,24.1%,47.0%,22.9%,0.90,28.8%,50.2%,21.0%,-2.3,-0.3%,-16.2,38%,76%,52%,anderti01
Luis Avilán,28,1,.000,-131,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,,,,avilalu01
Chris Beck,27,1,.000,-131,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.7,,,,beckch02
Welington Castillo,31,181,.313,93,.322,.147,3.3%,25.4%,5.0%,91.1,50.9%,25.0%,41.9%,25.0%,0.72,22.8%,58.5%,18.7%,-0.1,0.2%,-6.2,22%,100%,38%,castiwe01
Ryan Cordell,26,40,.144,-28,.130,.108,2.5%,37.5%,0.0%,87.9,27.3%,25.0%,29.2%,29.2%,0.41,29.2%,50.0%,20.8%,-0.6,0.0%,-6.1,33%,,33%,cordery01
Dylan Covey,26,1,.000,-131,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,coveydy01
Matt Davidson,27,496,.326,103,.313,.191,4.0%,33.3%,10.5%,90.8,46.4%,25.7%,41.2%,24.3%,0.70,23.8%,55.4%,20.8%,-0.4,0.0%,2.3,23%,,31%,davidma02
Nicky Delmonico,25,318,.291,80,.269,.158,2.5%,25.2%,8.5%,87.1,36.8%,26.3%,41.0%,24.4%,0.69,33.8%,50.5%,15.7%,-1.1,0.0%,-8.5,27%,33%,40%,delmoni01
Adam Engel,26,463,.274,66,.322,.100,1.3%,27.9%,3.9%,87.0,38.5%,23.4%,38.3%,22.1%,0.67,28.3%,53.4%,18.2%,-2.7,-0.4%,-21.6,34%,67%,49%,engelad01
Avisaíl García,27,385,.317,97,.271,.202,4.9%,26.5%,5.2%,90.8,46.7%,20.5%,48.6%,24.7%,0.95,29.3%,56.0%,14.7%,-0.7,-0.4%,-3.9,32%,75%,38%,garciav01
