--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
José Abreu,29,695,.357,127,.327,.175,3.6%,18.0%,6.8%,90.2,43.0%,27.4%,45.3%,20.7%,0.83,23.0%,48.8%,28.2%,0.3,-0.5%,13.5,19%,0%,35%,abreujo02
Matt Albers,33,1,1.233,767,1.000,1.000,0.0%,0.0%,0.0%,95.7,100.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.3,0.2%,0.9,100%,,,alberma01
Tim Anderson,23,431,.326,101,.375,.149,2.1%,27.2%,3.0%,87.9,39.0%,25.7%,53.3%,14.3%,1.20,28.8%,50.3%,20.9%,-0.9,-0.4%,-9.2,40%,83%,48%,anderti01
Alex Avila,29,209,.328,105,.341,.160,3.4%,37.3%,18.2%,91.7,42.0%,28.3%,53.3%,16.3%,1.14,36.3%,52.7%,11.0%,-0.3,-0.1%,-5.4,18%,,17%,avilaal01
Melky Cabrera,31,646,.349,119,.314,.159,2.2%,10.7%,7.3%,90.2,39.3%,28.1%,43.0%,21.1%,0.77,33.4%,47.6%,19.0%,2.9,1.3%,17.7,27%,100%,23%,cabreme01
Jason Coats,26,58,.302,83,.243,.140,1.7%,20.7%,8.6%,91.8,50.0%,20.5%,51.3%,20.5%,1.11,21.1%,47.4%,31.6%,0.1,0.0%,-1.5,37%,100%,100%,coatsja01
Matt Davidson,25,2,.446,191,1.000,.000,0.0%,50.0%,0.0%,79.8,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.1,0.0%,0.5,100%,,0%,davidma02
Adam Eaton,27,706,.348,118,.329,.144,2.0%,16.3%,8.9%,89.0,42.0%,24.7%,51.6%,16.9%,1.17,26.7%,51.3%,22.0%,1.2,0.2%,16.6,32%,74%,55%,eatonad02
Todd Frazier,30,666,.337,110,.236,.239,6.0%,24.5%,9.6%,89.8,40.4%,23.4%,34.7%,26.7%,0.54,33.6%,45.6%,20.7%,0.4,0.3%,1.8,30%,75%,38%,frazito01
Avisaíl García,25,453,.315,97,.309,.140,2.7%,25.4%,7.5%,90.9,45.2%,24.0%,55.7%,16.3%,1.26,23.1%,51.4%,25.5%,0.0,-0.3%,-1.1,37%,50%,51%,garciav01
Leury Garcia,25,50,.261,56,.294,.125,2.0%,26.0%,2.0%,90.6,40.7%,22.9%,57.1%,20.0%,1.33,31.4%,51.4%,17.1%,-0.2,0.0%,-1.9,36%,67%,100%,garcile02
Miguel González,32,1,.000,-135,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,gonzami03
Austin Jackson,29,203,.293,79,.319,.088,0.0%,19.2%,8.4%,88.5,35.3%,30.8%,37.7%,26.0%,0.63,22.4%,51.0%,26.6%,-0.5,-0.3%,-2.2,37%,67%,40%,jacksau01
Mat Latos,28,2,.000,-135,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.5,,,,latosma01
