--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Brett Lawrie,26,384,.315,95,.325,.165,3.1%,28.4%,7.8%,89.9,40.6%,25.9%,38.3%,21.8%,0.62,26.9%,53.4%,19.7%,-0.5,-0.2%,-7.0,22%,70%,47%,lawribr01
Justin Morneau,35,218,.318,97,.320,.167,2.8%,23.9%,5.5%,90.9,39.0%,29.4%,47.7%,17.0%,0.92,37.2%,43.9%,18.9%,0.3,-0.1%,-2.6,17%,,21%,morneju01
Omar Narváez,24,117,.312,93,.295,.069,0.9%,12.0%,12.0%,84.5,12.5%,33.7%,38.2%,21.3%,0.62,33.3%,36.8%,29.9%,0.5,0.1%,3.0,30%,,35%,narvaom01
Dioner Navarro,32,298,.264,59,.249,.129,2.0%,21.1%,6.7%,85.8,26.3%,24.9%,35.7%,28.6%,0.58,36.3%,45.1%,18.6%,-1.0,-0.5%,-12.0,26%,33%,14%,navardi01
José Quintana,27,2,.000,-135,.000,.000,0.0%,50.0%,0.0%,71.2,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.2,,,,quintjo01
Anthony Ranaudo,26,3,.664,350,.000,1.000,33.3%,33.3%,0.0%,89.5,50.0%,50.0%,50.0%,0.0%,1.00,0.0%,100.0%,0.0%,0.1,0.0%,0.7,,,,ranauan01
Carlos Rodón,23,3,.000,-135,.000,.000,0.0%,66.7%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-1.0,,,,rodonca01
Jimmy Rollins,37,166,.277,66,.270,.107,1.2%,19.9%,9.6%,85.0,19.4%,17.9%,47.9%,23.9%,0.92,41.2%,46.5%,12.3%,-0.4,-0.4%,-8.0,49%,71%,41%,rolliji01
Tyler Saladino,26,319,.320,98,.329,.128,2.5%,19.4%,4.1%,87.0,31.7%,24.9%,49.4%,17.0%,1.02,25.8%,50.8%,23.3%,-0.8,-0.1%,-4.6,26%,69%,47%,saladty01
Chris Sale,27,6,.133,-38,.250,.000,0.0%,33.3%,0.0%,83.2,0.0%,0.0%,100.0%,0.0%,,25.0%,50.0%,25.0%,0.0,0.0%,-0.5,0%,,0%,salech01
Héctor Sánchez,26,8,.198,10,.200,.000,0.0%,25.0%,12.5%,92.4,50.0%,40.0%,0.0%,40.0%,0.00,0.0%,80.0%,20.0%,0.0,0.0%,-0.4,0%,,,sanchhe01
Yolmer Sanchez,24,163,.260,57,.257,.149,2.5%,25.8%,3.1%,87.5,32.3%,25.2%,36.5%,24.3%,0.64,33.0%,45.9%,21.1%,0.3,-0.2%,-3.1,28%,0%,46%,sanchca01
Jerry Sands,28,58,.255,51,.400,.055,1.7%,41.4%,5.2%,86.3,27.6%,25.8%,61.3%,3.2%,1.58,36.7%,53.3%,10.0%,-0.5,-0.4%,-2.3,7%,,50%,sandsje01
James Shields,34,4,.199,11,.333,.000,0.0%,25.0%,0.0%,80.8,0.0%,0.0%,66.7%,33.3%,2.00,33.3%,66.7%,0.0%,0.0,0.0%,-0.3,0%,,,shielja02
JB Shuck,29,241,.243,44,.210,.094,1.7%,8.7%,5.0%,84.7,30.5%,18.4%,52.2%,17.9%,1.15,34.7%,49.2%,16.1%,-2.5,-1.0%,-22.1,36%,50%,50%,shuckja01
Kevan Smith,28,16,.161,-17,.200,.000,0.0%,37.5%,0.0%,93.5,55.6%,10.0%,60.0%,30.0%,1.50,0.0%,87.5%,12.5%,-0.2,0.0%,-2.6,100%,,100%,smithke04
Charlie Tilson,23,2,.446,191,.500,.000,0.0%,0.0%,0.0%,82.4,50.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.1,0%,,,tilsoch01
League Average,,,.326,99,.298,.165,3.2%,20.7%,8.0%,89.0,39.5%,24.9%,43.9%,22.3%,0.80,30.2%,50.3%,19.4%,,,,30%,72%,40%,-9999
Team Total,,6131,.320,99,.304,.153,2.7%,21.0%,7.4%,88.9,37.8%,25.5%,45.7%,20.3%,0.86,29.5%,49.0%,21.5%,-1.5,-2.4%,-33.9,29%,68%,41%,-9999
