--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
José Abreu,28,668,.366,135,.333,.212,4.5%,21.0%,5.8%,91.8,47.3%,28.1%,48.5%,16.5%,0.94,23.8%,51.5%,24.7%,2.2,0.7%,40.2,29%,,33%,abreujo02
Gordon Beckham,28,237,.271,66,.229,.123,2.5%,18.1%,8.0%,85.2,29.2%,24.9%,45.7%,20.2%,0.85,24.3%,52.6%,23.1%,-1.0,-0.2%,-11.2,28%,0%,40%,beckhgo01
Emilio Bonifácio,30,82,.164,0,.255,.026,0.0%,32.9%,2.4%,81.4,17.1%,21.2%,50.0%,7.7%,1.30,34.6%,44.2%,21.2%,-0.6,-0.3%,-9.3,21%,20%,25%,bonifem01
Rob Brantly,25,36,.179,-3,.120,.121,2.8%,22.2%,5.6%,78.7,15.0%,15.4%,46.2%,30.8%,0.92,50.0%,42.3%,7.7%,-0.5,0.0%,-3.7,40%,,0%,brantro01
Melky Cabrera,30,683,.315,97,.297,.121,1.8%,12.9%,5.9%,90.4,42.8%,29.8%,47.0%,15.2%,0.90,28.2%,53.0%,18.8%,-1.2,-0.5%,0.0,29%,100%,44%,cabreme01
Adam Eaton,26,689,.351,124,.345,.144,2.0%,19.0%,8.4%,88.1,37.1%,24.9%,49.6%,15.6%,1.06,27.6%,51.6%,20.8%,2.6,0.6%,17.9,36%,69%,53%,eatonad02
Tyler Flowers,29,361,.293,82,.320,.118,2.5%,28.8%,5.8%,90.9,45.5%,23.0%,46.5%,20.9%,0.88,24.8%,47.8%,27.4%,-1.5,-0.9%,-10.0,12%,0%,18%,flowety01
Avisaíl García,24,601,.301,89,.320,.108,2.2%,23.5%,6.0%,89.1,42.7%,27.9%,50.7%,18.0%,1.03,21.4%,57.0%,21.6%,-0.2,0.2%,-13.1,31%,50%,34%,garciav01
Leury Garcia,24,15,.235,26,.429,.000,0.0%,46.7%,6.7%,85.8,40.0%,0.0%,100.0%,0.0%,,28.6%,57.1%,14.3%,0.4,0.0%,-0.3,0%,100%,,garcile02
Conor Gillaspie,27,185,.274,69,.275,.127,1.6%,18.4%,4.9%,86.0,25.4%,28.4%,46.8%,17.0%,0.89,44.7%,39.7%,15.6%,-0.4,-0.1%,-5.8,15%,0%,33%,gillaco01
Micah Johnson,24,114,.264,61,.329,.040,0.0%,26.3%,7.9%,85.8,29.5%,19.4%,52.8%,13.9%,1.41,31.9%,52.8%,15.3%,-0.3,-0.1%,-3.3,28%,60%,18%,johnsmi04
Adam LaRoche,35,484,.292,80,.269,.133,2.5%,27.5%,10.1%,90.2,40.5%,21.5%,44.6%,26.2%,0.82,35.2%,52.3%,12.4%,-1.9,-0.4%,-10.0,22%,,25%,larocad01
Mike Olt,26,86,.256,58,.277,.114,3.5%,33.7%,8.1%,87.9,39.0%,12.0%,56.0%,22.0%,1.27,30.0%,48.0%,22.0%,-0.5,0.0%,-7.5,15%,0%,17%,oltmi01
José Quintana,26,9,.000,-165,.000,.000,0.0%,55.6%,0.0%,84.0,0.0%,0.0%,75.0%,0.0%,,0.0%,25.0%,75.0%,-0.2,-0.1%,-1.8,,,,quintjo01
Alexei Ramírez,33,622,.296,82,.264,.108,1.6%,10.9%,5.0%,84.8,26.4%,25.9%,50.6%,15.7%,1.04,22.8%,59.2%,18.0%,-2.2,-0.9%,-15.3,26%,71%,35%,ramiral03
Carlos Rodón,22,3,.000,-606,,.000,0.0%,33.3%,0.0%,37.0,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.5,,,,rodonca01
Tyler Saladino,25,254,.270,61,.269,.110,1.6%,20.1%,4.7%,86.5,40.4%,25.4%,52.4%,12.7%,1.18,23.3%,54.5%,22.2%,-2.1,-0.5%,-13.8,45%,80%,50%,saladty01
Chris Sale,26,9,.100,-62,.200,.000,0.0%,44.4%,0.0%,69.6,0.0%,20.0%,40.0%,20.0%,1.00,60.0%,40.0%,0.0%,-0.2,-0.1%,-1.7,100%,,100%,salech01
Jeff Samardzija,30,2,.448,196,1.000,.000,0.0%,50.0%,0.0%,95.8,100.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,0.0,0%,,0%,samarje01
Yolmer Sanchez,23,420,.269,64,.270,.103,1.2%,19.3%,4.5%,85.6,24.2%,25.1%,53.0%,15.2%,1.20,25.7%,51.7%,22.5%,-2.2,-0.6%,-22.1,33%,50%,40%,sanchca01
JB Shuck,28,165,.322,106,.295,.084,0.0%,9.7%,9.7%,83.6,28.4%,20.5%,56.8%,12.1%,1.42,39.4%,43.2%,17.4%,0.3,-0.1%,-1.7,26%,58%,37%,shuckja01
Geovany Soto,32,210,.321,104,.278,.187,4.3%,30.0%,10.0%,90.7,48.1%,31.2%,36.8%,26.4%,0.60,26.4%,56.0%,17.6%,0.1,0.1%,-1.9,20%,0%,21%,sotoge01
Trayce Thompson,24,135,.390,152,.341,.238,3.7%,19.3%,9.6%,88.6,40.7%,30.2%,43.8%,17.7%,0.78,32.3%,44.8%,22.9%,1.2,0.2%,5.2,25%,100%,75%,thomptr01
League Average,,,.323,99,.295,.157,2.9%,19.9%,7.7%,88.7,38.7%,25.7%,44.6%,20.9%,0.83,29.1%,52.3%,18.6%,,,,30%,69%,38%,-9999
Team Total,,6070,.307,92,.296,.130,2.2%,20.3%,6.7%,88.1,37.1%,25.8%,48.9%,17.2%,0.99,27.3%,52.3%,20.3%,-8.4,-2.9%,-69.5,28%,62%,37%,-9999
