--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Shane Greene,26,5,.000,-138,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.2,-0.1%,-1.5,,,,greensh02
Blaine Hardy,28,1,.000,-138,.000,.000,0.0%,0.0%,0.0%,78.8,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.3,,,,hardybl01
Bryan Holaday,27,65,.318,96,.327,.172,3.1%,20.0%,1.5%,86.9,33.3%,25.5%,29.4%,31.4%,0.43,35.3%,52.9%,11.8%,-0.1,0.0%,3.0,6%,,50%,holadbr01
José Iglesias,25,454,.317,98,.330,.070,0.4%,9.7%,5.5%,83.1,23.5%,21.9%,56.2%,11.6%,1.38,20.6%,53.6%,25.9%,-1.3,-0.7%,-13.4,27%,58%,35%,iglesjo01
Ian Kinsler,33,675,.341,114,.323,.131,1.6%,11.9%,6.4%,86.4,30.0%,29.5%,34.4%,25.9%,0.53,25.5%,53.9%,20.6%,0.3,0.1%,-1.4,38%,63%,48%,kinslia01
Marc Krauss,27,33,.167,-15,.211,.091,3.0%,39.4%,0.0%,87.7,31.6%,25.0%,35.0%,25.0%,0.54,40.0%,40.0%,20.0%,-0.4,-0.2%,-5.1,0%,,0%,krausma01
Dixon Machado,23,78,.270,57,.296,.044,0.0%,18.0%,9.0%,85.9,35.4%,26.3%,49.1%,7.0%,1.12,26.3%,50.9%,22.8%,-0.2,-0.1%,-4.6,26%,100%,20%,machadi01
Jefry Marte,24,90,.311,91,.241,.200,4.4%,24.4%,8.9%,86.8,38.8%,25.0%,45.0%,16.7%,0.90,31.7%,55.0%,13.3%,-0.5,-0.2%,-3.4,21%,,25%,marteje01
J.D. Martinez,27,657,.375,139,.339,.253,5.8%,27.1%,8.1%,91.8,52.3%,29.5%,34.0%,32.1%,0.52,23.8%,57.2%,19.0%,1.1,0.5%,28.8,29%,60%,30%,martijd02
Victor Martinez,36,485,.287,73,.253,.120,2.3%,10.7%,6.4%,88.2,36.8%,26.6%,40.0%,25.6%,0.67,32.9%,51.1%,15.9%,-0.7,-0.3%,-14.1,21%,,8%,martivi01
James McCann,25,425,.301,84,.325,.122,1.7%,21.2%,3.8%,88.5,42.1%,25.6%,48.7%,17.7%,1.01,21.8%,54.7%,23.4%,-1.9,-1.0%,-17.8,21%,0%,11%,mccanja02
Steven Moya,23,25,.249,46,.333,.091,0.0%,40.0%,12.0%,90.7,36.4%,16.7%,41.7%,16.7%,0.71,25.0%,58.3%,16.7%,-0.1,0.0%,-1.7,13%,,50%,moyast01
Daniel Norris,22,3,.908,532,,1.500,33.3%,33.3%,33.3%,102.7,100.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.2,0.0%,1.9,0%,,0%,norrida01
Hernán Pérez,24,34,.077,-87,.091,.000,0.0%,32.4%,2.9%,81.6,20.0%,22.7%,45.5%,18.2%,0.91,13.6%,59.1%,27.3%,-1.0,-0.8%,-7.5,20%,100%,,perezhe01
David Price,29,5,.000,-138,.000,.000,0.0%,60.0%,0.0%,76.9,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,-0.1%,-1.0,,,,priceda01
Andrew Romine,29,203,.289,75,.328,.060,1.0%,22.7%,5.4%,85.1,26.4%,20.3%,55.9%,17.5%,1.40,28.0%,56.6%,15.4%,-0.2,0.4%,-10.9,30%,67%,36%,rominan01
Aníbal Sánchez,31,4,.000,-138,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-1.2,,,,sanchan01
Alfredo Simon,34,5,.000,-138,.000,.000,0.0%,40.0%,0.0%,85.4,50.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,-0.1%,-1.2,,,,simonal01
Josh Wilson,34,41,.326,103,.522,.079,0.0%,36.6%,0.0%,82.4,13.6%,41.7%,29.2%,20.8%,0.44,25.0%,37.5%,37.5%,-0.2,-0.1%,-0.5,25%,,14%,wilsojo03
League Average,,,.323,99,.295,.157,2.9%,19.9%,7.7%,88.7,38.7%,25.7%,44.6%,20.9%,0.83,29.1%,52.3%,18.6%,,,,30%,69%,38%,-9999
Team Total,,6159,.328,105,.322,.150,2.5%,20.4%,7.4%,88.7,39.4%,26.6%,42.8%,23.0%,0.77,24.6%,54.0%,21.4%,-1.2,-1.3%,-13.3,28%,62%,34%,-9999
