--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Jim Adduci,32,93,.328,100,.345,.157,1.1%,29.0%,10.8%,89.8,45.8%,23.2%,55.4%,16.1%,1.29,16.1%,51.8%,32.1%,-0.1,0.0%,2.9,41%,50%,13%,adducji02
Alex Avila,30,264,.375,133,.380,.201,4.2%,30.3%,16.3%,91.9,55.0%,32.1%,38.6%,27.1%,0.63,24.5%,54.0%,21.6%,0.4,0.4%,9.0,20%,0%,20%,avilaal01
Matthew Boyd,26,3,.266,53,.333,.000,0.0%,0.0%,0.0%,77.8,50.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.1,0%,,,boydma01
Miguel Cabrera,34,529,.321,93,.292,.149,3.0%,20.8%,10.2%,91.4,50.1%,32.3%,40.6%,23.5%,0.68,17.4%,56.4%,26.2%,-0.9,0.3%,-3.4,22%,0%,17%,cabremi01
Jeimer Candelario,23,106,.386,139,.392,.138,1.9%,17.0%,11.3%,86.6,38.4%,27.6%,50.0%,14.5%,1.00,30.3%,46.1%,23.7%,0.2,0.0%,6.2,34%,,18%,candeje01
Nick Castellanos,25,665,.345,112,.313,.218,3.9%,21.4%,6.2%,89.3,43.9%,32.5%,37.5%,27.0%,0.60,23.4%,55.2%,21.5%,1.5,0.2%,23.3,25%,44%,42%,casteni01
Tyler Collins,27,169,.263,59,.264,.140,3.0%,32.5%,10.7%,90.6,43.6%,22.9%,37.5%,29.2%,0.61,21.9%,57.3%,20.8%,-1.1,-0.7%,-13.9,30%,0%,56%,collity01
Matt den Dekker,29,8,.199,4,.333,.000,0.0%,50.0%,12.5%,80.6,0.0%,66.7%,33.3%,0.0%,0.50,100.0%,0.0%,0.0%,-0.1,0.0%,-1.6,33%,,,dendema01
Michael Fulmer,24,5,.000,-138,.000,.000,0.0%,40.0%,0.0%,61.9,33.3%,0.0%,66.7%,0.0%,,33.3%,33.3%,33.3%,-0.2,0.0%,-1.9,,,,fulmemi01
John Hicks,27,190,.328,98,.342,.173,3.2%,26.8%,6.8%,85.6,37.4%,26.8%,49.6%,18.7%,1.00,42.5%,40.0%,17.5%,-0.4,0.1%,-3.0,34%,67%,43%,hicksjo02
Bryan Holaday,29,29,.235,31,.250,.069,0.0%,3.5%,0.0%,81.4,16.7%,32.1%,46.4%,10.7%,0.87,17.9%,46.4%,35.7%,-0.3,0.0%,-3.7,14%,,25%,holadbr01
José Iglesias,27,489,.288,69,.285,.114,1.2%,13.3%,4.3%,82.6,23.7%,25.6%,50.0%,14.7%,1.03,23.3%,53.6%,23.1%,-2.1,-0.9%,-12.9,37%,64%,50%,iglesjo01
JaCoby Jones,25,154,.238,31,.288,.099,2.0%,42.2%,5.8%,86.5,41.5%,19.7%,51.3%,22.4%,1.08,35.5%,50.0%,14.5%,-1.0,-0.2%,-10.2,29%,75%,33%,jonesja07
Ian Kinsler,35,613,.315,87,.244,.176,3.6%,14.0%,9.0%,86.4,33.3%,26.0%,33.5%,28.2%,0.51,26.9%,52.0%,21.1%,-2.4,-0.5%,-9.9,40%,74%,54%,kinslia01
Dixon Machado,25,181,.290,69,.311,.060,0.6%,17.7%,5.5%,84.0,31.1%,23.2%,54.3%,15.2%,1.25,27.5%,55.1%,17.4%,-1.4,-0.4%,-15.1,28%,100%,15%,machadi01
Mikie Mahtook,27,379,.353,113,.324,.181,3.2%,20.8%,6.1%,88.7,41.7%,24.7%,47.2%,23.2%,0.90,28.0%,56.1%,15.9%,0.7,0.4%,-1.2,33%,100%,44%,mahtomi01
J.D. Martinez,29,232,.425,167,.338,.325,6.9%,23.3%,12.5%,92.3,55.1%,26.2%,41.6%,26.8%,0.71,26.5%,49.0%,24.5%,1.1,0.6%,14.3,30%,100%,41%,martijd02
Victor Martinez,38,435,.312,86,.280,.117,2.3%,14.5%,8.3%,89.2,37.9%,27.2%,43.2%,24.2%,0.76,33.2%,49.7%,17.1%,-0.4,-0.1%,-15.9,21%,,8%,martivi01
James McCann,27,391,.331,99,.300,.162,3.3%,22.8%,6.7%,87.3,36.7%,27.3%,40.4%,25.1%,0.68,30.7%,48.7%,20.6%,-0.3,-0.3%,-4.8,23%,100%,35%,mccanja02
Efren Navarro,31,69,.317,95,.316,.148,2.9%,30.4%,11.6%,93.1,61.1%,27.5%,50.0%,22.5%,1.00,32.5%,50.0%,17.5%,-0.6,0.0%,-3.9,35%,0%,75%,navaref01
