--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Jim Adduci,33,185,.290,71,.341,.119,1.6%,24.3%,3.2%,86.3,31.5%,23.9%,47.0%,17.2%,0.91,33.6%,46.3%,20.1%,0.1,0.0%,-2.3,30%,100%,47%,adducji02
Matthew Boyd,27,2,.000,-136,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.5,,,,boydma01
Miguel Cabrera,35,157,.360,123,.352,.149,1.9%,17.2%,14.0%,95.3,59.0%,25.0%,56.5%,13.9%,1.30,24.1%,53.7%,22.2%,0.7,0.3%,10.9,24%,,32%,cabremi01
Jeimer Candelario,24,619,.316,91,.279,.169,3.1%,25.9%,10.7%,87.7,37.2%,24.2%,42.2%,22.4%,0.73,37.5%,45.8%,16.7%,-1.5,-0.3%,-14.8,33%,60%,44%,candeje01
Nick Castellanos,26,678,.375,134,.361,.202,3.4%,22.3%,7.2%,89.8,42.1%,33.7%,36.4%,24.6%,0.58,30.5%,50.4%,19.1%,3.3,1.1%,32.2,30%,67%,40%,casteni01
Harold Castro,24,10,.292,57,.375,.000,0.0%,20.0%,0.0%,86.4,37.5%,25.0%,62.5%,12.5%,1.67,37.5%,62.5%,0.0%,0.0,0.0%,0.2,50%,100%,67%,castrha01
Michael Fulmer,25,7,.000,-175,.000,.000,0.0%,57.1%,0.0%,52.5,0.0%,0.0%,33.3%,0.0%,,0.0%,33.3%,66.7%,-0.2,-0.1%,-2.8,,,,fulmemi01
Mike Gerber,25,47,.142,-33,.182,.024,0.0%,44.7%,8.5%,87.0,31.6%,22.7%,31.8%,36.4%,0.47,9.1%,63.6%,27.3%,-0.5,0.0%,-5.9,18%,,0%,gerbemi01
Niko Goodrum,26,492,.331,100,.312,.187,3.3%,26.8%,8.5%,88.1,38.2%,24.8%,44.3%,25.8%,0.80,30.6%,47.8%,21.7%,0.8,0.4%,8.0,27%,75%,48%,goodrni01
Grayson Greiner,25,116,.284,71,.313,.063,0.0%,27.6%,14.7%,88.8,41.4%,23.9%,46.3%,20.9%,0.86,16.4%,61.2%,22.4%,0.0,0.0%,-1.6,24%,0%,23%,greingr01
John Hicks,28,312,.313,90,.337,.142,2.9%,26.9%,7.1%,88.3,38.3%,24.3%,42.2%,22.8%,0.75,18.0%,60.7%,21.4%,-0.2,0.2%,-8.8,30%,0%,27%,hicksjo02
José Iglesias,28,464,.319,92,.291,.120,1.1%,10.1%,4.1%,84.7,25.1%,28.5%,43.1%,16.9%,0.77,27.7%,51.8%,20.5%,-0.8,-0.6%,-2.6,27%,71%,53%,iglesjo01
JaCoby Jones,26,467,.282,66,.281,.156,2.4%,30.4%,5.1%,88.8,40.0%,27.2%,42.1%,20.3%,0.75,29.7%,54.8%,15.5%,-2.0,-0.5%,-27.2,36%,72%,53%,jonesja07
Pete Kozma,30,73,.277,68,.259,.130,1.4%,20.6%,2.7%,83.9,24.5%,28.6%,37.5%,25.0%,0.62,16.1%,71.4%,12.5%,-0.1,0.0%,-2.5,33%,0%,33%,kozmape01
Francisco Liriano,34,2,.000,-371,.000,.000,0.0%,0.0%,0.0%,102.4,100.0%,0.0%,50.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,,,,liriafr01
