--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Gordon Beckham,32,240,.282,65,.282,.157,2.5%,28.3%,5.4%,86.3,39.0%,26.5%,41.3%,27.7%,0.70,34.8%,52.3%,12.9%,-2.3,-0.2%,-21.4,32%,75%,65%,beckhgo01
Matthew Boyd,28,2,.443,179,1.000,.000,0.0%,50.0%,0.0%,96.0,100.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.1,0%,,,boydma01
Miguel Cabrera,36,549,.325,96,.336,.116,2.2%,19.7%,8.7%,90.9,47.9%,27.9%,44.9%,22.3%,0.81,19.8%,55.5%,24.7%,-0.7,-0.2%,2.6,16%,,14%,cabremi01
Jeimer Candelario,25,386,.292,72,.262,.134,2.1%,25.7%,11.1%,89.0,37.6%,24.9%,38.0%,26.6%,0.62,37.1%,48.9%,13.9%,-1.6,-0.3%,-14.7,23%,75%,42%,candeje01
Ryan Carpenter,28,2,.000,-132,.000,.000,0.0%,50.0%,0.0%,81.0,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,-0.1,0.0%,-1.0,,,,carpery01
Nick Castellanos,27,439,.347,111,.332,.189,2.5%,21.9%,7.1%,88.5,40.1%,27.5%,39.2%,27.8%,0.64,28.6%,50.6%,20.8%,1.4,0.4%,6.6,35%,67%,43%,casteni01
Harold Castro,25,369,.300,78,.367,.093,1.4%,23.3%,2.4%,87.0,29.7%,26.6%,51.5%,19.0%,1.11,27.7%,52.9%,19.3%,-0.8,-0.2%,-5.6,23%,67%,50%,castrha01
Willi Castro,22,110,.264,56,.333,.110,0.9%,30.9%,5.5%,83.9,28.8%,33.8%,35.3%,22.1%,0.57,27.9%,60.3%,11.8%,-1.0,0.0%,-9.6,29%,0%,70%,castrwi01
Travis Demeritte,24,186,.275,58,.337,.118,1.6%,33.9%,7.5%,92.0,51.5%,24.1%,38.9%,25.9%,0.65,16.7%,61.1%,22.2%,-0.8,0.0%,-9.8,41%,100%,56%,demertr01
Brandon Dixon,27,420,.313,87,.336,.187,3.6%,32.4%,5.0%,90.0,43.8%,27.4%,36.7%,25.5%,0.58,23.9%,54.8%,21.2%,-0.5,0.3%,-12.7,23%,83%,50%,dixonbr01
Niko Goodrum,27,472,.323,93,.338,.173,2.5%,29.2%,9.8%,89.6,43.7%,30.0%,41.8%,23.7%,0.72,33.1%,47.0%,19.9%,-1.5,-0.2%,-12.0,35%,80%,58%,goodrni01
Grayson Greiner,26,224,.251,44,.276,.106,2.2%,31.3%,5.8%,87.2,36.4%,17.1%,52.9%,19.3%,1.14,24.3%,53.6%,22.1%,-1.9,-0.9%,-21.4,26%,,28%,greingr01
Josh Harrison,31,147,.208,15,.207,.088,0.7%,18.4%,4.1%,85.3,30.7%,22.3%,34.8%,28.6%,0.55,30.6%,53.2%,16.2%,-1.7,-0.9%,-17.9,27%,67%,43%,harrijo05
John Hicks,29,333,.269,57,.273,.169,3.9%,32.7%,3.9%,88.1,33.3%,23.7%,39.8%,21.3%,0.68,31.3%,51.2%,17.5%,-2.6,-0.4%,-28.7,24%,50%,31%,hicksjo02
JaCoby Jones,27,333,.323,93,.304,.195,3.3%,28.2%,8.1%,92.5,52.4%,25.7%,40.8%,24.8%,0.69,29.6%,52.4%,18.0%,-0.4,-0.4%,-4.6,30%,78%,50%,jonesja07
Dawel Lugo,24,288,.280,64,.288,.136,2.1%,20.5%,2.8%,86.8,37.6%,29.8%,48.6%,18.8%,0.95,15.1%,60.1%,24.8%,-1.6,-0.1%,-9.8,29%,,32%,lugoda01
Mikie Mahtook,29,25,.056,-93,.000,.000,0.0%,44.0%,8.0%,90.4,30.0%,0.0%,33.3%,33.3%,0.50,0.0%,75.0%,25.0%,-0.6,-0.4%,-5.4,0%,,,mahtomi01
Jordy Mercer,32,271,.327,97,.316,.168,3.3%,21.0%,4.8%,87.4,39.8%,26.1%,43.2%,19.1%,0.77,21.7%,60.6%,17.7%,-0.2,-0.1%,-5.2,20%,,44%,mercejo03
Daniel Norris,26,6,.133,-39,.333,.000,0.0%,50.0%,0.0%,85.3,0.0%,0.0%,66.7%,33.3%,2.00,0.0%,66.7%,33.3%,-0.1,0.0%,-0.8,50%,,0%,norrida01
Dustin Peterson,24,47,.264,50,.333,.091,0.0%,29.8%,4.3%,84.7,37.9%,23.3%,50.0%,16.7%,1.00,20.0%,63.3%,16.7%,-0.4,-0.3%,-3.8,19%,100%,67%,peterdu01
Nick Ramirez,29,1,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,ramirni01
Victor Reyes,24,292,.332,100,.384,.127,1.0%,21.9%,4.8%,87.8,34.2%,35.0%,44.9%,15.9%,0.85,20.6%,53.3%,26.2%,0.2,0.0%,-2.3,27%,75%,57%,reyesvi01
Ronny Rodríguez,27,294,.287,69,.254,.217,4.8%,27.9%,4.4%,88.7,45.3%,22.6%,36.7%,27.1%,0.61,34.7%,54.3%,11.1%,-1.4,0.2%,-14.1,24%,75%,33%,rodriro03
Jake Rogers,24,128,.216,18,.175,.134,3.1%,39.8%,10.2%,82.1,26.5%,20.6%,34.9%,25.4%,0.59,36.5%,50.8%,12.7%,-1.5,0.0%,-16.6,29%,,0%,rogerja03
Gregory Soto,24,2,.886,490,1.000,.000,0.0%,0.0%,0.0%,92.5,50.0%,50.0%,50.0%,0.0%,1.00,0.0%,50.0%,50.0%,0.0,0.0%,0.8,0%,,0%,sotogr01
Christin Stewart,25,416,.299,79,.290,.154,2.4%,24.8%,8.2%,87.2,35.9%,24.3%,35.3%,32.7%,0.55,35.4%,50.9%,13.7%,-0.2,0.5%,-9.3,19%,0%,26%,stewach02
Spencer Turnbull,26,8,.000,-132,.000,.000,0.0%,87.5%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,0.0%,100.0%,-0.2,-0.1%,-2.8,,,0%,turnbsp01
Bobby Wilson,36,47,.114,-55,.121,.023,0.0%,23.4%,4.3%,77.9,3.6%,20.6%,41.2%,11.8%,0.74,26.5%,52.9%,20.6%,-0.8,0.0%,-8.6,33%,,100%,wilsobo02
