--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Tyler Alexander,26,2,.000,-123,.000,.000,0.0%,50.0%,0.0%,,,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-0.8,,,,alexaty01
Akil Baddoo,22,461,.333,109,.335,.177,2.8%,26.5%,9.8%,86.0,32.3%,22.8%,40.5%,30.6%,0.68,33.0%,47.3%,19.7%,1.2,0.5%,12.3,32%,82%,48%,baddoak01
Matthew Boyd,30,5,.396,171,.500,.000,0.0%,20.0%,20.0%,77.7,0.0%,66.7%,0.0%,0.0%,0.00,33.3%,33.3%,33.3%,0.0,0.0%,-0.2,0%,,,boydma01
Miguel Cabrera,38,526,.309,95,.305,.129,2.9%,22.4%,7.6%,91.4,49.7%,21.5%,49.0%,25.9%,0.96,25.3%,52.1%,22.6%,0.2,-0.3%,-4.1,22%,,26%,cabremi01
Daz Cameron,24,115,.293,75,.262,.165,3.5%,33.0%,8.7%,88.7,43.1%,27.7%,38.5%,27.7%,0.63,21.5%,55.4%,23.1%,-0.1,0.0%,-2.5,39%,100%,67%,camerda01
Jeimer Candelario,27,626,.348,123,.333,.172,2.6%,21.6%,10.4%,88.6,39.1%,28.9%,40.5%,25.6%,0.68,31.6%,52.7%,15.7%,0.5,-0.2%,22.6,29%,,36%,candeje01
Harold Castro,27,339,.301,90,.351,.076,0.9%,21.2%,4.1%,87.4,38.5%,33.3%,40.5%,22.6%,0.71,19.8%,59.1%,21.0%,1.3,0.1%,-3.9,32%,50%,33%,castrha01
Willi Castro,24,450,.273,70,.275,.131,2.0%,24.2%,5.1%,84.6,29.4%,22.9%,45.8%,22.9%,0.88,22.9%,55.2%,21.9%,-2.6,-0.4%,-23.4,40%,69%,58%,castrwi01
Rony García,23,1,.000,-123,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,,,,garciro03
Dustin Garneau,33,68,.333,112,.175,.371,8.8%,26.5%,4.4%,86.4,43.5%,19.6%,34.8%,32.6%,0.53,43.5%,43.5%,13.0%,-0.4,0.0%,-3.2,27%,,0%,garnedu01
Niko Goodrum,29,325,.292,82,.301,.145,2.8%,32.9%,8.9%,88.0,40.0%,24.3%,41.1%,31.4%,0.70,30.8%,53.0%,16.2%,-0.9,-0.3%,-9.6,34%,74%,50%,goodrni01
Grayson Greiner,28,82,.292,83,.400,.097,1.2%,37.8%,11.0%,84.3,28.6%,23.8%,40.5%,26.2%,0.71,40.5%,40.5%,19.0%,-0.3,-0.1%,-1.4,24%,,27%,greingr01
Robbie Grossman,31,671,.348,120,.286,.176,3.4%,23.1%,14.6%,87.3,34.1%,26.8%,29.3%,35.9%,0.42,33.7%,49.5%,16.8%,1.0,0.2%,9.3,30%,80%,41%,grossro01
Eric Haase,28,381,.325,106,.278,.228,5.8%,31.2%,6.8%,90.9,47.9%,21.4%,38.5%,32.5%,0.63,34.2%,47.0%,18.8%,-0.5,0.0%,-3.4,30%,100%,27%,haaseer01
Derek Hill,25,150,.300,89,.351,.129,2.0%,28.0%,6.7%,82.6,30.2%,30.9%,38.1%,17.5%,0.70,26.8%,52.6%,20.6%,-0.7,0.0%,-0.2,34%,67%,75%,hillde01
Drew Hutchison,30,1,.000,-123,.000,.000,0.0%,0.0%,0.0%,77.7,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.1,,,,hutchdr01
JaCoby Jones,29,105,.216,33,.268,.080,1.9%,40.0%,4.8%,89.4,36.2%,31.0%,44.8%,20.7%,0.81,29.3%,51.7%,19.0%,-0.7,-0.4%,-7.4,29%,50%,43%,jonesja07
Matt Manning,23,1,.000,-123,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,mannima02
Nomar Mazara,26,181,.268,66,.271,.109,1.7%,24.9%,8.3%,90.5,39.7%,23.1%,47.9%,24.0%,0.92,25.6%,55.4%,19.0%,-0.3,-0.1%,-3.0,19%,,46%,mazarno01
Casey Mize,24,3,.231,40,.000,.000,0.0%,33.3%,33.3%,83.7,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.5,0%,,,mizeca01
