--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Renato Núñez,27,55,.284,77,.182,.283,7.3%,29.1%,1.8%,85.0,35.1%,18.9%,48.6%,24.3%,0.95,32.4%,51.4%,16.2%,-0.3,-0.2%,-2.0,38%,,0%,nunezre01
Isaac Paredes,22,85,.272,68,.226,.111,1.2%,12.9%,11.8%,85.5,25.4%,22.2%,36.5%,28.6%,0.58,38.1%,50.8%,11.1%,0.0,0.0%,-5.0,24%,,33%,paredis01
Wily Peralta,32,2,.346,121,.000,.000,0.0%,0.0%,50.0%,78.6,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.2,0%,,0%,peralwi01
Wilson Ramos,33,128,.274,70,.212,.192,4.7%,22.7%,4.7%,90.0,45.1%,20.9%,52.7%,19.8%,1.12,26.4%,52.7%,20.9%,-0.7,-0.4%,-7.7,25%,,33%,ramoswi01
Victor Reyes,26,220,.315,97,.327,.158,2.3%,25.0%,3.6%,87.7,35.0%,28.0%,47.8%,19.1%,0.97,29.9%,49.0%,21.0%,-1.3,-0.6%,-0.5,32%,83%,71%,reyesvi01
Jacob Robson,26,7,.000,-123,.000,.000,0.0%,57.1%,0.0%,85.5,33.3%,0.0%,100.0%,0.0%,,33.3%,66.7%,0.0%,-0.1,0.0%,-1.4,100%,,0%,robsoja01
Jake Rogers,26,127,.339,115,.344,.257,4.7%,36.2%,8.7%,87.4,38.6%,27.1%,21.4%,34.3%,0.29,25.7%,47.1%,27.1%,0.1,-0.1%,1.5,34%,100%,40%,rogerja03
Jonathan Schoop,29,674,.329,109,.317,.157,3.3%,19.7%,5.5%,88.1,40.2%,21.7%,48.4%,20.3%,0.94,27.8%,53.7%,18.5%,-0.9,-0.4%,4.2,33%,100%,40%,schoojo01
Zack Short,26,184,.231,38,.165,.141,3.3%,32.1%,12.0%,87.5,33.0%,19.4%,27.2%,38.8%,0.37,32.0%,50.5%,17.5%,-1.4,-0.1%,-15.4,34%,100%,43%,shortza01
Tarik Skubal,24,3,.000,-234,,.000,0.0%,66.7%,0.0%,25.1,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-0.9,,,,skubata01
José Ureña,29,1,.000,-123,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,urenajo01
League Average,,,.320,99,.290,.168,3.3%,23.0%,8.5%,88.4,39.3%,23.8%,42.5%,25.8%,0.75,28.7%,53.6%,17.7%,,,,31%,77%,40%,-9999
Team Total,,5979,.311,96,.300,.158,3.0%,25.3%,8.2%,87.9,38.2%,24.8%,41.5%,26.5%,0.72,29.1%,51.9%,19.0%,-6.7,-2.6%,-46.0,31%,78%,41%,-9999
