--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Ryan Kalish,24,103,.252,45,.310,.031,0.0%,25.2%,5.8%,11.3%,54.9%,21.1%,1.34,28.2%,60.6%,11.3%,-0.6,-0.3%,-9.4,40%,60%,60%,kalisry01
Ryan Lavarnway,24,166,.211,13,.196,.092,1.2%,24.7%,6.6%,14.0%,43.0%,35.1%,0.75,21.9%,54.4%,23.7%,-2.0,-0.2%,-16.3,27%,,22%,lavarry01
Jon Lester,28,6,.000,-190,.000,.000,0.0%,50.0%,0.0%,0.0%,66.7%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-2.0,,,,lestejo01
Brent Lillibridge,28,16,.112,-60,.182,.000,0.0%,31.3%,0.0%,18.2%,27.3%,27.3%,0.38,9.1%,72.7%,18.2%,-0.3,-0.2%,-2.6,0%,,33%,lillibr01
Che-Hsuan Lin,23,12,.224,22,.429,.000,0.0%,41.7%,0.0%,0.0%,100.0%,0.0%,,85.7%,14.3%,0.0%,-0.3,-0.1%,-2.1,20%,,100%,linch01
James Loney,28,106,.262,50,.241,.080,1.9%,11.3%,4.7%,23.6%,48.3%,23.6%,0.93,27.0%,51.7%,21.3%,-0.6,0.0%,-8.9,12%,,25%,loneyja01
Daisuke Matsuzaka,31,2,.000,-142,.000,.000,0.0%,50.0%,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,100.0%,0.0%,-0.1,0.0%,-0.7,,,,matsuda01
Darnell McDonald,33,99,.315,90,.242,.155,2.0%,17.2%,12.1%,11.4%,38.6%,41.4%,0.66,27.1%,60.0%,12.9%,-0.3,-0.1%,1.7,46%,50%,47%,mcdonda02
Will Middlebrooks,23,286,.355,117,.335,.221,5.2%,24.5%,4.6%,20.0%,44.0%,28.0%,0.79,28.5%,55.0%,16.5%,0.6,0.2%,12.9,24%,80%,26%,middlwi01
Franklin Morales,26,2,.449,187,1.000,.000,0.0%,50.0%,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,0.2,0%,,,moralfr01
Clayton Mortensen,27,1,.000,-142,,.000,0.0%,100.0%,0.0%,,,,,,,,0.0,0.0%,-0.1,,,,mortecl01
Daniel Nava,29,317,.344,109,.295,.146,1.9%,19.9%,11.7%,21.6%,38.5%,33.2%,0.63,27.9%,54.3%,17.8%,-0.5,-0.1%,6.5,30%,100%,46%,navada01
David Ortiz,36,383,.424,172,.316,.293,6.0%,13.3%,14.6%,21.7%,36.2%,33.7%,0.57,27.5%,54.7%,17.8%,2.5,1.2%,31.2,31%,0%,27%,ortizda01
Vicente Padilla,34,1,.000,-142,.000,.000,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,padilvi01
Dustin Pedroia,28,623,.352,114,.300,.160,2.4%,9.6%,7.7%,17.3%,45.9%,29.6%,0.85,27.1%,54.7%,18.2%,1.5,0.1%,13.0,33%,77%,45%,pedrodu01
Scott Podsednik,36,216,.311,82,.358,.050,0.5%,16.2%,2.8%,16.1%,47.1%,22.4%,1.03,16.1%,63.2%,20.7%,-0.4,0.1%,-0.4,27%,80%,38%,podsesc01
Nick Punto,34,148,.276,54,.258,.072,0.7%,22.3%,12.8%,22.9%,41.7%,24.0%,0.77,20.8%,59.4%,19.8%,-1.2,-0.7%,-10.6,26%,100%,33%,puntoni01
Guillermo Quiroz,30,2,.000,-142,.000,.000,0.0%,50.0%,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.3,,,,quirogu01
Jason Repko,31,11,.082,-82,.143,.000,0.0%,36.4%,0.0%,42.9%,14.3%,14.3%,0.17,28.6%,57.1%,14.3%,-0.3,-0.1%,-3.2,0%,,,repkoja01
Cody Ross,31,528,.353,118,.317,.214,4.2%,24.4%,8.0%,18.4%,35.9%,38.1%,0.56,34.2%,52.5%,13.3%,2.5,1.0%,20.1,32%,40%,47%,rossco01
Jarrod Saltalamacchia,27,448,.324,96,.265,.232,5.6%,31.0%,8.5%,18.5%,31.9%,41.9%,0.47,33.0%,50.0%,17.0%,0.1,0.1%,-6.3,29%,0%,53%,saltaja01
Kelly Shoppach,32,158,.348,112,.411,.221,3.2%,39.2%,7.0%,17.5%,35.0%,36.3%,0.57,42.5%,42.5%,15.0%,0.4,0.2%,2.7,24%,100%,33%,shoppke01
Nate Spears,27,4,.000,-142,.000,.000,0.0%,75.0%,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.9,,,,spearna01
Ryan Sweeney,27,219,.302,79,.327,.113,0.0%,19.6%,5.5%,22.1%,46.6%,22.1%,0.88,22.7%,50.3%,27.0%,-0.2,-0.1%,-6.2,33%,,48%,sweenry01
Danny Valencia,27,29,.194,0,.136,.107,3.5%,20.7%,0.0%,13.0%,30.4%,52.2%,0.44,34.8%,52.2%,13.0%,-0.2,0.0%,-3.8,0%,,0%,valenda01
Kevin Youkilis,33,165,.316,90,.288,.144,2.4%,23.6%,8.5%,21.3%,50.9%,25.0%,1.04,34.3%,52.8%,13.0%,-0.8,-0.4%,-4.4,44%,,29%,youklke01
League Average,,,.324,99,.293,.155,2.9%,19.4%,7.9%,18.6%,44.2%,28.0%,0.82,28.1%,54.7%,17.2%,,,,30%,75%,40%,-9999
Team Total,,6166,.324,94,.301,.155,2.7%,19.4%,6.9%,18.5%,42.5%,30.3%,0.76,27.5%,54.8%,17.6%,-2.1,0.1%,3.4,32%,76%,42%,-9999
