--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Andrew Benintendi,21,118,.358,115,.367,.181,1.7%,21.2%,8.5%,87.8,32.8%,29.3%,35.4%,25.6%,0.57,41.5%,37.8%,20.7%,0.3,0.5%,6.2,35%,100%,53%,beninan01
Mookie Betts,23,730,.392,137,.322,.216,4.3%,11.0%,6.7%,90.6,46.0%,24.9%,41.6%,23.4%,0.72,26.1%,53.2%,20.7%,3.2,3.3%,38.4,39%,87%,59%,bettsmo01
Xander Bogaerts,23,719,.354,113,.335,.152,2.9%,17.1%,8.1%,89.7,39.3%,21.8%,46.2%,20.9%,0.87,29.9%,48.9%,21.2%,1.7,1.2%,13.0,40%,76%,63%,bogaexa01
Jackie Bradley Jr.,26,636,.359,116,.312,.219,4.1%,22.5%,9.9%,91.2,46.9%,22.1%,48.3%,22.4%,0.94,38.4%,48.7%,12.9%,-0.5,-0.4%,9.5,35%,82%,51%,bradlja02
Bryce Brentz,27,64,.329,96,.372,.098,1.6%,26.6%,4.7%,87.4,35.0%,15.9%,63.6%,15.9%,1.75,27.3%,61.4%,11.4%,-0.2,-0.2%,-1.1,33%,,22%,brentbr01
Clay Buchholz,31,3,.231,24,,.000,0.0%,66.7%,33.3%,,,,,,,,,,-0.1,-0.1%,-0.6,0%,,,buchhcl01
Rusney Castillo,28,8,.266,49,.400,.125,0.0%,37.5%,0.0%,99.9,80.0%,0.0%,60.0%,40.0%,1.50,40.0%,60.0%,0.0%,0.1,0.0%,0.4,57%,,50%,castiru02
Ryan Hanigan,35,113,.212,10,.221,.067,0.9%,23.9%,6.2%,82.2,22.6%,21.8%,53.8%,16.7%,1.17,24.7%,59.7%,15.6%,-0.5,-0.4%,-8.4,32%,,10%,hanigry01
Marco Hernández,23,56,.326,90,.350,.078,1.8%,17.9%,8.9%,85.8,35.5%,22.0%,63.4%,12.2%,1.73,34.1%,48.8%,17.1%,-0.6,-0.5%,0.3,42%,100%,36%,hernama02
Aaron Hill,34,137,.273,54,.236,.073,1.5%,11.7%,8.0%,87.4,27.6%,23.1%,41.7%,25.9%,0.71,30.6%,50.0%,19.4%,0.2,0.2%,0.0,32%,,33%,hillaa01
