--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Bryan Holaday,28,35,.228,22,.333,.030,0.0%,34.3%,5.7%,81.3,19.0%,14.3%,42.9%,28.6%,0.82,23.8%,57.1%,19.0%,-0.3,-0.3%,-2.4,30%,,33%,holadbr01
Brock Holt,28,324,.317,88,.294,.128,2.2%,17.9%,8.3%,86.5,30.2%,25.8%,54.7%,14.0%,1.22,32.9%,47.9%,19.2%,-0.7,-0.5%,-5.0,38%,57%,63%,holtbr01
Ryan LaMarre,27,6,.115,-61,.000,.000,0.0%,33.3%,16.7%,93.6,0.0%,33.3%,66.7%,0.0%,2.00,33.3%,33.3%,33.3%,-0.2,-0.2%,-1.5,33%,,100%,lamarry01
Sandy Leon,27,283,.383,136,.392,.167,2.5%,23.3%,8.1%,86.6,30.7%,29.2%,43.2%,18.2%,0.81,38.7%,44.0%,17.3%,-0.6,-0.7%,8.1,30%,,29%,leonsa01
Deven Marrero,25,14,.163,-26,.143,.000,0.0%,35.7%,14.3%,85.3,28.6%,42.9%,42.9%,0.0%,0.75,28.6%,71.4%,0.0%,-0.3,-0.2%,-1.9,0%,,,marrede01
Michael Martinez,33,7,.213,11,.250,.000,0.0%,28.6%,14.3%,91.0,33.3%,0.0%,50.0%,50.0%,1.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.9,33%,,50%,martimi02
Mike Miller,26,1,.000,-145,.000,.000,0.0%,0.0%,0.0%,93.8,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.2,,,,millemi01
Yoán Moncada,21,20,.230,23,.571,.053,0.0%,60.0%,5.0%,89.6,28.6%,28.6%,71.4%,0.0%,2.50,42.9%,57.1%,0.0%,-0.2,-0.3%,-3.7,43%,,75%,moncayo01
David Ortiz,40,626,.423,166,.312,.305,6.1%,13.7%,12.8%,94.4,55.3%,29.0%,33.6%,28.4%,0.51,42.5%,46.6%,10.9%,4.3,3.5%,58.8,19%,100%,16%,ortizda01
Dustin Pedroia,32,698,.367,124,.339,.131,2.2%,10.5%,8.7%,89.2,32.6%,27.8%,48.8%,18.4%,0.95,25.9%,47.0%,27.1%,2.9,2.3%,20.2,36%,64%,35%,pedrodu01
Drew Pomeranz,27,2,.000,-145,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,-0.1%,-0.4,,,,pomerdr01
Rick Porcello,27,5,.338,102,.250,.000,0.0%,20.0%,0.0%,66.4,0.0%,0.0%,75.0%,0.0%,,25.0%,25.0%,50.0%,-0.1,0.0%,-0.4,0%,,,porceri01
David Price,30,11,.063,-99,.000,.000,0.0%,72.7%,9.1%,65.6,0.0%,0.0%,50.0%,0.0%,,0.0%,0.0%,100.0%,-0.2,-0.2%,-2.5,0%,,,priceda01
Hanley Ramirez,32,620,.376,129,.315,.219,4.8%,19.4%,9.7%,91.5,49.1%,21.5%,49.0%,21.5%,0.96,24.9%,53.1%,21.9%,2.8,3.9%,30.5,26%,75%,39%,ramirha01
Eduardo Rodriguez,23,2,.000,-145,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,rodried05
Josh Rutledge,27,56,.327,88,.433,.122,0.0%,33.9%,10.7%,93.5,55.2%,16.1%,58.1%,12.9%,1.50,16.1%,71.0%,12.9%,-0.6,-0.5%,-5.5,45%,100%,56%,rutlejo01
Pablo Sandoval,29,7,.099,-73,.000,.000,0.0%,57.1%,14.3%,80.7,0.0%,50.0%,0.0%,0.0%,0.00,50.0%,50.0%,0.0%,-0.1,-0.1%,-1.2,0%,,,sandopa01
Travis Shaw,26,530,.317,86,.299,.179,3.0%,25.1%,8.1%,89.6,40.7%,23.4%,36.5%,30.2%,0.58,32.8%,48.9%,18.4%,-0.8,-0.6%,1.1,32%,83%,29%,shawtr01
Blake Swihart,24,74,.313,89,.348,.097,0.0%,23.0%,14.9%,88.6,34.2%,26.1%,47.8%,17.4%,0.92,28.3%,58.7%,13.0%,0.0,0.0%,-0.6,33%,0%,57%,swihabl01
Christian Vázquez,25,184,.255,41,.288,.081,0.5%,21.2%,5.4%,88.3,40.0%,24.1%,60.9%,11.3%,1.59,24.1%,51.1%,24.8%,-0.8,-0.6%,-15.7,40%,,19%,vazquch01
Steven Wright,31,4,.000,-145,.000,.000,0.0%,75.0%,0.0%,59.2,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-1.3,0%,,,wrighst01
Chris Young,32,227,.366,123,.326,.222,4.0%,22.0%,9.3%,89.2,41.8%,28.8%,26.8%,28.8%,0.37,37.3%,45.1%,17.6%,-0.1,0.1%,3.7,28%,67%,29%,youngch04
League Average,,,.326,99,.298,.165,3.2%,20.7%,8.0%,89.0,39.5%,24.9%,43.9%,22.3%,0.80,30.2%,50.3%,19.4%,,,,30%,72%,40%,-9999
Team Total,,6320,.354,113,.320,.179,3.3%,18.4%,8.8%,89.9,41.0%,24.7%,44.8%,22.0%,0.82,31.3%,49.5%,19.2%,8.6,8.6%,136.7,33%,78%,43%,-9999
