--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Jonathan Araúz,22,75,.279,63,.191,.185,4.0%,20.0%,10.7%,82.6,30.8%,19.2%,42.3%,19.2%,0.81,26.9%,48.1%,25.0%,-0.2,-0.1%,-6.0,32%,,33%,arauzjo01
Christian Arroyo,26,181,.340,106,.325,.183,3.3%,24.3%,4.4%,85.8,35.5%,25.6%,48.8%,18.2%,0.97,22.3%,58.7%,19.0%,1.4,1.4%,3.0,30%,100%,53%,arroych01
Xander Bogaerts,28,603,.379,134,.333,.198,3.8%,18.7%,10.3%,89.6,43.1%,28.8%,40.2%,23.9%,0.67,33.1%,50.4%,16.5%,1.2,0.9%,19.4,34%,83%,48%,bogaexa01
Michael Chavis,25,82,.226,29,.283,.152,2.4%,39.0%,1.2%,88.8,35.4%,25.0%,45.8%,25.0%,0.85,25.0%,58.3%,16.7%,-0.2,-0.2%,-8.1,56%,50%,50%,chavimi01
Franchy Cordero,26,136,.239,37,.307,.071,0.7%,37.5%,5.9%,87.1,40.3%,27.3%,45.5%,19.5%,0.88,28.6%,48.1%,23.4%,-0.6,-0.7%,-5.8,33%,50%,63%,cordefr02
Bobby Dalbec,26,453,.332,101,.316,.254,5.5%,34.4%,6.2%,92.4,48.1%,22.9%,37.0%,34.0%,0.59,29.4%,48.1%,22.5%,-0.4,-0.6%,5.3,22%,100%,37%,dalbebo01
Austin Davis,28,1,.693,356,,,0.0%,0.0%,100.0%,,,,,,,,,,0.0,0.0%,0.1,0%,,0%,davisau01
Rafael Devers,24,664,.373,133,.307,.259,5.7%,21.5%,9.3%,92.7,51.9%,23.9%,41.8%,26.3%,0.72,25.4%,56.9%,17.7%,3.1,3.3%,28.9,32%,50%,51%,deverra01
Jarren Duran,24,112,.253,46,.318,.121,1.8%,35.7%,3.6%,88.8,39.7%,23.5%,48.5%,20.6%,0.97,23.5%,55.9%,20.6%,0.0,0.0%,-4.5,58%,67%,63%,duranja01
Nathan Eovaldi,31,3,.231,30,.000,.000,0.0%,33.3%,33.3%,70.3,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.1,100%,,,eovalna01
Marwin Gonzalez,32,271,.258,50,.275,.083,0.7%,25.8%,7.0%,87.0,36.4%,25.9%,48.3%,15.5%,0.98,37.4%,47.7%,14.9%,-1.5,-1.2%,-18.4,31%,60%,43%,gonzama01
