--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Enrique Hernández,29,585,.344,110,.278,.199,3.4%,18.8%,10.4%,90.8,43.2%,25.2%,33.3%,32.6%,0.50,33.3%,49.4%,17.3%,-0.2,-0.1%,1.7,36%,100%,51%,hernaen02
Tanner Houck,25,1,.000,-133,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,houckta01
José Iglesias,31,64,.389,142,.408,.153,1.6%,14.1%,4.7%,82.0,18.0%,34.0%,36.0%,16.0%,0.56,22.0%,56.0%,22.0%,0.4,0.4%,3.1,26%,,29%,iglesjo01
Jack López,28,16,.225,16,.286,.154,0.0%,37.5%,6.3%,74.0,11.1%,33.3%,22.2%,22.2%,0.40,22.2%,44.4%,33.3%,0.0,0.1%,-1.5,50%,,0%,lopezja03
J.D. Martinez,33,634,.369,128,.340,.232,4.4%,23.7%,8.7%,92.1,49.4%,28.9%,34.1%,31.5%,0.52,24.7%,52.7%,22.6%,1.7,1.1%,22.6,33%,,46%,martijd02
Taylor Motter,31,7,.497,218,.500,.500,0.0%,28.6%,14.3%,91.6,50.0%,0.0%,50.0%,50.0%,1.00,25.0%,75.0%,0.0%,0.2,0.1%,1.1,75%,,,motteta01
Yairo Munoz,26,11,.081,-75,.111,.000,0.0%,18.2%,0.0%,85.1,22.2%,22.2%,33.3%,33.3%,0.50,33.3%,44.4%,22.2%,-0.2,-0.1%,-1.8,0%,,0%,munozya01
Martín Pérez,30,3,.000,-133,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.6,,,,perezma02
Nick Pivetta,28,2,.000,-133,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,pivetni01
Kevin Plawecki,30,173,.329,99,.328,.102,1.7%,15.0%,6.9%,86.9,34.8%,25.8%,39.4%,25.0%,0.66,25.0%,51.5%,23.5%,-0.6,-0.6%,-1.1,21%,,32%,plaweke01
Hunter Renfroe,29,572,.350,115,.284,.242,5.4%,22.7%,7.7%,90.1,44.6%,22.9%,38.5%,27.0%,0.63,30.3%,51.5%,18.2%,0.5,0.2%,13.5,39%,33%,29%,renfrhu01
Garrett Richards,33,5,.246,41,.333,.200,0.0%,40.0%,0.0%,89.7,33.3%,33.3%,66.7%,0.0%,2.00,0.0%,100.0%,0.0%,0.0,0.0%,0.1,0%,,,richaga01
Eduardo Rodriguez,28,6,.000,-133,.000,.000,0.0%,50.0%,0.0%,72.4,33.3%,0.0%,33.3%,33.3%,1.00,0.0%,66.7%,33.3%,-0.2,-0.3%,-1.7,,,,rodried05
Chris Sale,32,1,.000,-133,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,-0.1%,-0.2,,,,salech01
Danny Santana,30,127,.271,59,.198,.164,3.9%,23.6%,7.9%,87.6,33.7%,12.8%,41.9%,34.9%,0.72,27.9%,48.8%,23.3%,-0.6,-0.5%,-0.7,33%,67%,67%,santada01
Kyle Schwarber,28,168,.421,165,.364,.231,4.2%,23.2%,19.6%,92.5,53.2%,24.2%,34.7%,30.5%,0.53,38.9%,52.6%,8.4%,0.5,0.8%,12.5,41%,,33%,schwaky01
Travis Shaw,31,48,.372,130,.318,.286,6.3%,35.4%,10.4%,85.8,38.5%,38.5%,19.2%,23.1%,0.25,34.6%,42.3%,23.1%,0.0,-0.1%,2.4,25%,,50%,shawtr01
Christian Vázquez,30,498,.292,74,.301,.094,1.2%,16.9%,6.6%,86.0,31.3%,22.4%,41.7%,28.0%,0.72,22.4%,55.1%,22.4%,-0.7,-0.6%,-18.5,30%,67%,24%,vazquch01
Alex Verdugo,25,604,.334,103,.327,.138,2.2%,15.9%,8.4%,89.9,43.3%,24.5%,49.9%,21.0%,1.00,24.5%,58.5%,17.0%,1.9,1.7%,10.3,38%,75%,30%,verdual01
Garrett Whitlock,25,2,.446,182,1.000,.000,0.0%,50.0%,0.0%,80.2,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,0.5,0%,,,whitlga01
Connor Wong,25,14,.440,177,.667,.231,0.0%,50.0%,7.1%,89.1,50.0%,50.0%,16.7%,33.3%,0.20,0.0%,33.3%,66.7%,0.0,0.0%,0.8,50%,,0%,wongco01
League Average,,,.320,99,.290,.168,3.3%,23.0%,8.5%,88.4,39.3%,23.8%,42.5%,25.8%,0.75,28.7%,53.6%,17.7%,,,,31%,77%,40%,-9999
Team Total,,6122,.337,105,.309,.188,3.6%,22.6%,8.4%,89.6,42.6%,25.0%,40.5%,26.4%,0.69,28.0%,52.8%,19.2%,5.8,4.8%,56.0,34%,66%,41%,-9999
